,"(('gas', 'gas_boiler'), 'flow')","(('gas_boiler', 'heat_generation'), 'flow')","(('gas_boiler', 'heat_generation'), 'status')","(('chp', 'electricity'), 'flow')","(('chp', 'electricity'), 'status')","(('chp', 'heat_generation'), 'flow')","(('gas', 'chp'), 'flow')","(('electricity', 'heatpump_air'), 'flow')","(('heatpump_air', 'heat_generation'), 'flow')","(('heatpump_air', 'heat_generation'), 'status')","(('electricity', 'electrolysis'), 'flow')","(('electricity', 'electrolysis'), 'status')","(('electrolysis', 'h2'), 'flow')","(('electrolysis', 'heat_generation'), 'flow')","(('heat_generation', 'thermal_storage'), 'flow')","(('thermal_storage', 'None'), 'storage_content')","(('thermal_storage', 'storage_out'), 'flow')"
2018-02-06 01:00:00,939.074217549071,798.2130849167104,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.23782023701972,313.84441549999997,1.0,0.0,0.0,0.0,0.0,1691.004868837763,0.0,1686.40991475
2018-02-06 02:00:00,941.4060126961298,800.1951107917102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.18895149430782,313.27763162499997,1.0,0.0,0.0,0.0,0.0,1692.4201108377629,0.0,1687.82515675
2018-02-06 03:00:00,985.0928507843649,837.3289231667102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.04989676943373,311.66609550000004,1.0,0.0,0.0,0.0,0.0,1727.9423870877629,0.0,1723.347433
2018-02-06 04:00:00,1027.8245309314239,873.6508512917102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,161.9402843663121,310.405299375,1.0,0.0,0.0,0.0,0.0,1763.003519087763,0.0,1758.408565
2018-02-06 05:00:00,1150.4013728431887,977.8411669167103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.06106253533184,311.798499,1.0,0.0,0.0,0.0,0.0,1868.587034337763,0.0,1863.99208025
2018-02-06 06:00:00,1357.5050328431885,1153.8792779167102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.0428732853033,311.58848675,1.0,0.0,0.0,0.0,0.0,2044.415133087763,0.0,2039.820179
2018-02-06 07:00:00,1343.1624235784827,1141.6880600417103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.08580923513338,312.082692125,1.0,0.0,0.0,0.0,0.0,2032.718120587763,0.0,2028.1231665
2018-02-06 08:00:00,1353.564069019659,1150.52945866671,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.26250970318648,314.13028475,1.0,0.0,0.0,0.0,0.0,2043.607111837763,0.0,2039.01215775
2018-02-06 09:00:00,1344.7577751961296,1143.0441089167102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.44717784514134,316.27977925,1.0,0.0,0.0,0.0,0.0,2038.271256587763,0.0,2033.6763025
2018-02-06 10:00:00,1227.633574902012,1043.4885386667102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.73280026850682,319.6284815,1.0,0.0,0.0,0.0,0.0,1942.064388587763,0.0,1937.4694345
2018-02-06 11:00:00,1138.275065049071,967.5338052917102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,163.04525426334797,323.330925125,1.0,0.0,0.0,0.0,0.0,1869.812098837763,0.0,1865.21714475
2018-02-06 12:00:00,1014.8345984314237,862.6094086667101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,163.31780299446484,326.58613425,1.0,0.0,0.0,0.0,0.0,1768.1429113377628,0.0,1763.5479572499999
2018-02-06 13:00:00,932.1398434314239,792.3188669167102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,163.5275242915057,329.11444775,1.0,0.0,0.0,0.0,0.0,1700.380683087763,0.0,1695.785729
2018-02-06 14:00:00,913.548303431424,776.5160579167103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,163.63719668942866,330.439295,1.0,0.0,0.0,0.0,0.0,1685.902721337763,0.0,1681.30776725
2018-02-06 15:00:00,861.3613293137769,732.1571299167103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,163.92342239734555,333.91667025,1.0,0.0,0.0,0.0,0.0,1645.021168587763,0.0,1640.4262145
2018-02-06 16:00:00,885.207987402012,752.4267892917102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,164.26230032053294,338.085706875,1.0,0.0,0.0,0.0,0.0,1669.459864587763,0.0,1664.8649105
2018-02-06 17:00:00,894.7201828431887,760.5121554167104,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,168.86619621432723,393.9931895,1.0,0.0,0.0,0.0,0.0,1733.452713337763,0.0,1728.85775925
2018-02-06 18:00:00,885.8337925490708,752.9587236667102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.45427503389087,485.16669349999995,1.0,0.0,0.0,0.0,0.0,1817.0727855877628,0.0,1812.4778314999999
2018-02-06 19:00:00,858.5792472549533,729.7923601667103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.54647146594516,486.70768949999996,1.0,0.0,0.0,0.0,0.0,1795.447418087763,0.0,1790.852464
2018-02-06 20:00:00,735.8764607843649,625.4949916667101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.5606974870601,486.9457465,1.0,0.0,0.0,0.0,0.0,1691.3881065877629,0.0,1686.7931525
2018-02-06 21:00:00,650.3729547549532,552.8170115417101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.50383493236123,485.99479562500005,1.0,0.0,0.0,0.0,0.0,1617.759175587763,0.0,1613.1642215
2018-02-06 22:00:00,579.3254031373062,492.4265926667103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.53253074354046,486.473045,1.0,0.0,0.0,0.0,0.0,1557.847006087763,0.0,1553.252052
2018-02-06 23:00:00,559.1918413726003,475.3130651667102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.6820061363396,488.97910125,1.0,0.0,0.0,0.0,0.0,1543.239534837763,0.0,1538.64458075
2018-02-07 00:00:00,508.5595993137768,432.27565941671025,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.81824648044326,491.27085475,1.0,0.0,0.0,0.0,0.0,1502.493882587763,0.0,1497.8989285
2018-02-07 01:00:00,480.88333401965923,408.75083391671035,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,174.96919787727202,493.82249175000004,1.0,0.0,0.0,0.0,0.0,1481.520694087763,0.0,1476.9257400000001
2018-02-07 02:00:00,470.5882352941177,400.0,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,175.12880139149837,496.52907975,1.0,0.0,0.0,0.0,0.0,1475.4764481710527,10.377465583289734,1460.5040285
2018-02-07 03:00:00,470.58823529411586,399.99999999999847,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,175.25185044489814,498.628884125,1.0,0.0,0.0,0.0,0.0,1477.5762525460514,9.926104053886702,1473.431497
2018-02-07 04:00:00,476.0961238436179,404.6817052670752,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,175.19362475100257,497.635722,1.0,0.0,0.0,0.0,0.0,1481.2647956881278,0.0,1486.59483325
2018-02-07 05:00:00,593.571321666718,504.5356234167102,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,175.17908646036838,497.38799825,1.0,0.0,0.0,0.0,0.0,1580.870990087763,0.0,1576.276036
2018-02-07 06:00:00,780.9642999020119,663.8196549167101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,175.14936687703403,498.75456725,1.0,0.0,0.0,0.0,0.0,1741.5215905877628,0.0,1736.9266364999999
2018-02-07 07:00:00,748.1331616667178,635.9131874167101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,175.14931254265267,500.0,1.0,0.0,0.0,0.0,0.0,1714.8605558377628,0.0,1710.2656017499999
2018-02-07 08:00:00,1088.3692575026316,925.1138688772368,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,175.002286102989,500.0,1.0,0.0,0.0,0.0,0.0,1714.5875530877631,0.0,1709.9925990000002
2018-02-07 09:00:00,1065.1725304438078,905.3966508772365,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,174.34570660599763,500.0,1.0,0.0,0.0,0.0,0.0,1694.870335087763,0.0,1690.275381
2018-02-07 10:00:00,956.373182796749,812.9172053772367,1.0,200.0,1.0,289.47368421052636,526.3157894736843,174.053486328274,500.0,1.0,0.0,0.0,0.0,0.0,1602.390889587763,0.0,1597.7959355
2018-02-07 11:00:00,885.9671692673371,753.0720938772365,1.0,200.00000000000003,1.0,289.4736842105264,526.3157894736843,173.98043134899274,500.0,1.0,0.0,0.0,0.0,0.0,1542.545778087763,0.0,1537.950824
2018-02-07 12:00:00,747.5680830908668,635.4328706272368,1.0,199.99999999999986,1.0,289.4736842105262,526.3157894736838,173.83339877411865,500.0,1.0,0.0,0.0,0.0,0.0,1424.906554837763,0.0,1420.31160075
2018-02-07 13:00:00,677.4250333849849,575.8112783772372,1.0,199.99999999999957,1.0,289.47368421052573,526.3157894736831,173.61423499182794,500.0,1.0,0.0,0.0,0.0,0.0,1365.284962587763,0.0,1360.6900085
2018-02-07 14:00:00,664.7974892673346,565.0778658772344,1.0,200.00000000000153,1.0,289.4736842105286,526.3157894736883,174.4909005326571,500.0,1.0,0.0,0.0,0.0,0.0,1354.551550087763,0.0,1349.956596
2018-02-07 15:00:00,635.2554126496899,539.9671007522364,1.0,200.00000000000014,1.0,289.4736842105266,526.3157894736846,175.10547580902065,499.25274037500003,1.0,0.0,0.0,0.0,0.0,1328.693525337763,0.0,1324.09857125
2018-02-07 16:00:00,697.8506416202785,593.1730453772367,1.0,200.0,1.0,289.47368421052636,526.3157894736843,175.17192829411698,497.2654895,1.0,0.0,0.0,0.0,0.0,1379.912219087763,0.0,1375.3172650000001
2018-02-07 17:00:00,816.3301648555728,693.8806401272368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,175.09921875295032,496.02912599999996,1.0,0.0,0.0,0.0,0.0,1479.383450337763,0.0,1474.78849625
2018-02-07 18:00:00,958.4696817673375,814.6992295022369,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,175.07752035962204,495.66023987499995,1.0,0.0,0.0,0.0,0.0,1599.833153587763,0.0,1595.2381995
2018-02-07 19:00:00,953.4532400026317,810.4352540022369,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.99807300444246,494.311666875,1.0,0.0,0.0,0.0,0.0,1594.220605087763,0.0,1589.625651
2018-02-07 20:00:00,848.6268866202786,721.3328536272368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.9257956753169,493.088729,1.0,0.0,0.0,0.0,0.0,1503.895266837763,0.0,1499.30031275
2018-02-07 21:00:00,799.3715497085138,679.4658172522368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,175.01295240390914,494.56161037500004,1.0,0.0,0.0,0.0,0.0,1463.5011118377631,0.0,1458.9061577500001
2018-02-07 22:00:00,733.7012214732196,623.6460382522366,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,175.13551479381064,496.646180125,1.0,0.0,0.0,0.0,0.0,1409.7659025877629,0.0,1405.1709485
2018-02-07 23:00:00,717.6119163261611,609.9701288772369,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,175.09921875295032,496.02912599999996,1.0,0.0,0.0,0.0,0.0,1395.472939087763,0.0,1390.877985
2018-02-08 00:00:00,678.3918300026317,576.6330555022369,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,175.05590971468348,495.292692625,1.0,0.0,0.0,0.0,0.0,1361.399432337763,0.0,1356.80447825
2018-02-08 01:00:00,672.8663852967491,571.9364275022367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.96187626124308,493.699088125,1.0,0.0,0.0,0.0,0.0,1355.109199837763,0.0,1350.51424575
2018-02-08 02:00:00,673.0731316202786,572.1121618772368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.94745296105168,493.4549445,1.0,0.0,0.0,0.0,0.0,1355.040790587763,0.0,1350.4458365
2018-02-08 03:00:00,700.3896461791021,595.3311992522367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.96187626124308,493.699088125,1.0,0.0,0.0,0.0,0.0,1378.503971587763,0.0,1373.9090175000001
2018-02-08 04:00:00,741.8938363261607,630.6097608772366,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.90422562713414,492.7238385,1.0,0.0,0.0,0.0,0.0,1412.8072835877629,0.0,1408.2123295
2018-02-08 05:00:00,859.6812098555724,730.7290283772365,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.8682163032133,492.11568750000004,1.0,0.0,0.0,0.0,0.0,1512.318400087763,0.0,1507.723446
2018-02-08 06:00:00,1054.865275737926,896.6354843772369,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.82524778559997,491.38985349999996,1.0,0.0,0.0,0.0,0.0,1677.499022087763,0.0,1672.904068
2018-02-08 07:00:00,1028.5470872085139,874.2650241272368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.75339797790582,490.18013,1.0,0.0,0.0,0.0,0.0,1653.918838337763,0.0,1649.32388425
2018-02-08 08:00:00,1008.2205063261607,856.9874303772366,1.0,200.0,1.0,289.47368421052636,526.3157894736843,174.92808414550626,493.11532150000005,1.0,0.0,0.0,0.0,0.0,1639.576436087763,0.0,1634.9814820000001
2018-02-08 09:00:00,1309.624477456192,1113.180805837763,1.0,0.0,0.0,0.0,0.0,175.2592461190325,498.75456725,1.0,0.0,0.0,0.0,0.0,1611.935373087763,0.0,1607.340419
2018-02-08 10:00:00,1173.1698515738387,997.1943738377629,1.0,0.0,0.0,0.0,0.0,175.22236750934738,500.0,1.0,0.0,0.0,0.0,0.0,1497.194373837763,0.0,1492.59941975
2018-02-08 11:00:00,1087.7032383385447,924.547752587763,1.0,0.0,0.0,0.0,0.0,175.03984424097663,500.0,1.0,0.0,0.0,0.0,0.0,1424.547752587763,0.0,1419.9527985
2018-02-08 12:00:00,968.1653548091329,822.9405515877629,1.0,0.0,0.0,0.0,0.0,175.06199411870134,498.51092224999996,1.0,0.0,0.0,0.0,0.0,1321.451473837763,0.0,1316.85651975
2018-02-08 13:00:00,915.7376453973682,778.376998587763,1.0,0.0,0.0,0.0,0.0,174.949157975655,493.47479525,1.0,0.0,0.0,0.0,0.0,1271.851793837763,0.0,1267.25683975
2018-02-08 14:00:00,591.3558676496915,502.65248750223776,1.0,199.99999999999915,1.0,289.47368421052516,526.315789473682,174.5481340399417,486.72682537500003,1.0,0.0,0.0,0.0,0.0,1278.852997087763,0.0,1274.258043
2018-02-08 15:00:00,600.1586719143966,510.13487112723703,1.0,199.9999999999997,1.0,289.4736842105259,526.3157894736835,174.34107468963018,483.280863,1.0,0.0,0.0,0.0,0.0,1282.889418337763,0.0,1278.29446425
2018-02-08 16:00:00,691.5077033849841,587.7815478772364,1.0,200.0,1.0,289.47368421052636,526.3157894736843,174.39044216903577,484.10307325,1.0,0.0,0.0,0.0,0.0,1361.3583053377629,0.0,1356.76335125
2018-02-08 17:00:00,809.3182907379257,687.9205471272369,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.35506316705803,483.5142835,1.0,0.0,0.0,0.0,0.0,1460.908514837763,0.0,1456.31356075
2018-02-08 18:00:00,956.9038207379257,813.3682476272368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.35506316705803,483.5142835,1.0,0.0,0.0,0.0,0.0,1586.356215337763,0.0,1581.76126125
2018-02-08 19:00:00,956.677607943808,813.1759667522367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.3339112482352,483.16226687499994,1.0,0.0,0.0,0.0,0.0,1585.8119178377628,0.0,1581.2169637499999
2018-02-08 20:00:00,862.7535033849844,733.3404778772367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.27749005328266,482.22480700000006,1.0,0.0,0.0,0.0,0.0,1505.038969087763,0.0,1500.444015
2018-02-08 21:00:00,800.236534561455,680.2010543772367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.2846394420992,482.34297975,1.0,0.0,0.0,0.0,0.0,1452.017718337763,0.0,1447.42276425
2018-02-08 22:00:00,747.1722532379258,635.096415252237,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.3339112482352,483.16226687499994,1.0,0.0,0.0,0.0,0.0,1407.732366337763,0.0,1403.1374122500001
2018-02-08 23:00:00,742.7157263261608,631.3083673772367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.27749005328266,482.22480700000006,1.0,0.0,0.0,0.0,0.0,1403.006858587763,0.0,1398.4119045
2018-02-09 00:00:00,722.2805639732197,613.9384793772367,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,174.22117828794063,481.2906765,1.0,0.0,0.0,0.0,0.0,1384.702840087763,0.0,1380.107886
2018-02-09 01:00:00,789.4503333849843,671.0327833772367,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,171.08598436566464,426.61578,1.0,0.0,0.0,0.0,0.0,1387.122247587763,0.0,1382.5272935
