,"(('gas', 'gas_boiler'), 'flow')","(('gas_boiler', 'heat_generation'), 'flow')","(('gas_boiler', 'heat_generation'), 'status')","(('chp', 'electricity'), 'flow')","(('chp', 'electricity'), 'status')","(('chp', 'heat_generation'), 'flow')","(('gas', 'chp'), 'flow')","(('electricity', 'heatpump_air'), 'flow')","(('heatpump_air', 'heat_generation'), 'flow')","(('heatpump_air', 'heat_generation'), 'status')","(('electricity', 'electrolysis'), 'flow')","(('electricity', 'electrolysis'), 'status')","(('electrolysis', 'h2'), 'flow')","(('electrolysis', 'heat_generation'), 'flow')","(('heat_generation', 'thermal_storage'), 'flow')","(('thermal_storage', 'None'), 'storage_content')","(('thermal_storage', 'storage_out'), 'flow')"
2018-01-01 20:00:00,1172.2980354438075,996.4533301272364,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.4570576394943,328.26455450000003,1.0,0.0,0.0,0.0,0.0,1614.1915688377628,0.0,1609.5966147499998
2018-01-01 21:00:00,1290.7920233849843,1097.1732198772365,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.4188341804791,327.80379675000006,1.0,0.0,0.0,0.0,0.0,1714.450700837763,0.0,1709.85574675
2018-01-01 22:00:00,1238.6712785320433,1052.8705867522367,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.33585209684767,326.806671875,1.0,0.0,0.0,0.0,0.0,1669.1509428377628,0.0,1664.5559887499999
2018-01-01 23:00:00,1167.611316326161,992.4696188772367,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.36156960191505,327.11463299999997,1.0,0.0,0.0,0.0,0.0,1609.057936087763,0.0,1604.462982
2018-01-02 00:00:00,1281.6432289732197,1089.3967446272368,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.4379093446189,328.03377975,1.0,0.0,0.0,0.0,0.0,1706.904208587763,0.0,1702.3092545
2018-01-02 01:00:00,1293.392693532043,1099.3837895022366,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.42513132219935,327.879929875,1.0,0.0,0.0,0.0,0.0,1716.737403587763,0.0,1712.1424495
2018-01-02 02:00:00,1291.8495907379256,1098.0721521272367,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.34325905412211,326.8917055,1.0,0.0,0.0,0.0,0.0,1714.4375418377629,0.0,1709.84258775
2018-01-02 03:00:00,1303.233716914396,1107.7486593772364,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,163.03927212355308,323.258585,1.0,0.0,0.0,0.0,0.0,1720.480928587763,0.0,1715.8859745
2018-01-02 04:00:00,1330.8025870614551,1131.1821990022368,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,162.77547346130248,320.135210125,1.0,0.0,0.0,0.0,0.0,1740.791093337763,0.0,1736.19613925
2018-01-02 05:00:00,1309.5141033849845,1113.0869878772369,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,162.61346049810336,318.229408,1.0,0.0,0.0,0.0,0.0,1720.790080087763,0.0,1716.195126
2018-01-02 06:00:00,1503.6913757379257,1278.1376693772368,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,162.6450747404342,318.598595,1.0,0.0,0.0,0.0,0.0,1886.209948587763,0.0,1881.6149945
2018-01-02 07:00:00,1636.8542664732197,1391.3261265022368,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,162.89449475633361,321.541286125,1.0,0.0,0.0,0.0,0.0,2002.341096837763,0.0,1997.74614275
2018-01-02 08:00:00,1663.4089172085137,1413.8975796272366,1.0,199.99999999999994,1.0,289.4736842105263,526.315789473684,163.10784792112594,324.078152,1.0,0.0,0.0,0.0,0.0,2027.449415837763,0.0,2022.85446175
2018-01-02 09:00:00,1629.8839707379254,1385.4013751272366,1.0,200.00000000000003,1.0,289.4736842105264,526.3157894736843,163.31780299446484,326.58613425,1.0,0.0,0.0,0.0,0.0,2001.461193587763,0.0,1996.8662395000001
2018-01-02 10:00:00,1558.0602345614548,1324.3511993772365,1.0,200.0000000000001,1.0,289.4736842105265,526.3157894736845,163.624934296181,330.28844175,1.0,0.0,0.0,0.0,0.0,1944.113325337763,0.0,1939.51837125
2018-01-02 11:00:00,1422.2991758849853,1208.9542995022375,1.0,199.9999999999995,1.0,289.4736842105256,526.3157894736829,163.740390272287,331.691563625,1.0,0.0,0.0,0.0,0.0,1830.1195473377632,0.0,1825.5245932500002
2018-01-02 12:00:00,1664.6494559856033,1414.9520375877628,1.0,0.0,0.0,0.0,0.0,163.6691897441635,330.82791975,1.0,0.0,0.0,0.0,0.0,1745.7799573377629,0.0,1741.18500325
2018-01-02 13:00:00,1637.6276389267798,1391.9834930877628,1.0,0.0,0.0,0.0,0.0,163.66967471218283,330.8319665,1.0,0.0,0.0,0.0,0.0,1722.815459587763,0.0,1718.2205055
2018-01-02 14:00:00,1619.7747571620744,1376.808543587763,1.0,0.0,0.0,0.0,0.0,163.43196825505515,327.96055325000003,1.0,0.0,0.0,0.0,0.0,1704.769096837763,0.0,1700.17414275
2018-01-02 15:00:00,1275.3913380908666,1084.0826373772366,1.0,200.0,1.0,289.47368421052636,526.3157894736843,163.08022401807202,323.73440025,1.0,0.0,0.0,0.0,0.0,1697.290721837763,0.0,1692.69576775
2018-01-02 16:00:00,1269.125132061455,1078.7563622522366,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,162.75657037712148,319.912945625,1.0,0.0,0.0,0.0,0.0,1688.1429920877629,0.0,1683.548038
2018-01-02 17:00:00,1229.3787825026313,1044.9719651272367,1.0,199.99999999999997,1.0,289.47368421052636,526.3157894736842,162.61190944247596,318.1941845,1.0,0.0,0.0,0.0,0.0,1652.639833837763,0.0,1648.04487975
2018-01-02 18:00:00,911.7290319608356,774.9696771667103,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.26250970318648,314.13028475,1.0,0.0,0.0,0.0,0.0,1668.047330337763,0.0,1663.45237625
2018-01-02 19:00:00,932.5130978431885,792.6361331667101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,162.26295078895373,314.13381000000004,1.0,0.0,0.0,0.0,0.0,1685.7173115877629,0.0,1681.1223575
2018-01-02 20:00:00,976.8214918137767,830.2982680417101,1.0,400.0,1.0,578.9473684210527,1052.6315789473686,161.89538412536305,309.87698062500004,1.0,0.0,0.0,0.0,0.0,1719.1226170877628,0.0,1714.5276629999998
