,"(('gas', 'gas_boiler'), 'flow')","(('gas_boiler', 'heat_generation'), 'flow')","(('chp', 'electricity'), 'flow')","(('chp', 'heat_generation'), 'flow')","(('gas', 'chp'), 'flow')","(('electricity', 'heatpump_air'), 'flow')","(('heatpump_air', 'heat_generation'), 'flow')","(('heatpump_air', 'heat_generation'), 'status')","(('electricity', 'electrolysis'), 'flow')","(('electrolysis', 'h2'), 'flow')","(('electrolysis', 'heat_generation'), 'flow')","(('heat_generation', 'thermal_storage'), 'flow')","(('thermal_storage', 'None'), 'storage_content')","(('thermal_storage', 'storage_out'), 'flow')"
2018-03-24 23:00:00,0.0,0.0,0.0,-0.0,0.0,854.287182111333,1697.7026363458526,1.0,0.0,-0.0,-0.0,1697.7026363458554,12652.252777034488,1587.699354
2018-03-25 00:00:00,0.0,0.0,0.0,-0.0,0.0,853.5632362618173,1689.0821004702084,1.0,0.0,-0.0,-0.0,1689.0821004702084,12828.031239585951,1507.290764
2018-03-25 01:00:00,0.0,0.0,0.0,-0.0,0.0,852.9042192766124,1681.281546975058,1.0,0.0,-0.0,-0.0,1681.2815469750585,13010.991966151954,1492.28824725
2018-03-25 02:00:00,0.0,0.0,0.0,-0.0,0.0,853.4001815758694,1687.141927487409,1.0,0.0,-0.0,-0.0,1687.1419274874115,13204.87928558397,1487.20153075
2018-03-25 03:00:00,0.0,0.0,0.0,-0.0,0.0,854.1214501333092,1695.7291799260672,1.0,0.0,-0.0,-0.0,1695.7291799260674,13418.608144280699,1475.92551525
2018-03-25 04:00:00,0.0,0.0,0.0,-0.0,0.0,854.4558899502758,1699.7031293388204,1.0,0.0,-0.0,-0.0,1699.7031293388204,13618.727326603383,1493.48518875
2018-03-25 05:00:00,0.0,0.0,0.0,-0.0,0.0,854.7873916578721,1703.6635938531665,1.0,0.0,-0.0,-0.0,1703.6635938531665,13814.90167037053,1501.36806475
2018-03-25 06:00:00,0.0,0.0,0.0,-0.0,0.0,854.2548824449046,1697.314673501155,1.0,0.0,-0.0,-0.0,1697.314673501155,13908.286868558187,1597.786305
2018-03-25 07:00:00,0.0,0.0,0.0,-0.0,0.0,855.3544932164266,1710.4498850158313,1.0,0.0,-0.0,-0.0,1710.4498850158313,13749.764385715238,1862.818732
2018-03-25 08:00:00,0.0,0.0,0.0,-0.0,0.0,856.4528796167943,1723.691578651387,1.0,0.0,-0.0,-0.0,1723.691578651387,13625.014939895242,1842.305154
2018-03-25 09:00:00,0.0,0.0,0.0,-0.0,0.0,857.2329145482953,1733.1111520412849,1.0,0.0,-0.0,-0.0,1733.1111520412849,13579.182397456698,1772.8218045
2018-03-25 10:00:00,0.0,0.0,0.0,-0.0,0.0,858.2436307309149,1745.4298620573427,1.0,0.0,-0.0,-0.0,1745.4298620573427,13758.751824171542,1559.7436817500002
2018-03-25 11:00:00,0.0,0.0,0.0,-0.0,0.0,858.7586698541293,1751.7083713115082,1.0,0.0,-0.0,-0.0,1751.7083713115098,14072.685256302326,1431.6380615
2018-03-25 12:00:00,0.0,0.0,0.0,-0.0,0.0,883.9112797787808,2054.6922059141134,1.0,0.0,-0.0,-0.0,2054.6922059141143,14786.777525216015,1334.4278772500002
2018-03-25 13:00:00,0.0,0.0,0.0,-0.0,0.0,897.0243641966402,2247.1807057199626,1.0,0.0,-0.0,-0.0,2247.1807057199658,15684.356979888671,1343.349164
2018-03-25 14:00:00,0.0,0.0,0.0,-0.0,0.0,859.5800635585434,1761.7852336615215,1.0,0.0,-0.0,-0.0,1761.7852336615215,16098.10409231013,1341.68544375
2018-03-25 15:00:00,0.0,0.0,0.0,-0.0,0.0,859.822313084688,1764.7595218530203,1.0,0.0,-0.0,-0.0,1764.7595218530205,16432.82840087733,1423.63616775
2018-03-25 16:00:00,0.0,0.0,0.0,-0.0,0.0,857.3933787803097,1734.9627160564933,1.0,0.0,-0.0,-0.0,1734.962716056496,16808.96083607459,1352.39372325
2018-03-25 17:00:00,0.0,0.0,0.0,-0.0,0.0,854.8173459481465,1704.033930355272,1.0,0.0,-0.0,-0.0,1704.0339303552755,17241.505058947827,1265.01099725
2018-03-25 18:00:00,0.0,0.0,0.0,-0.0,0.0,853.8957261526672,1693.0223042487614,1.0,0.0,-0.0,-0.0,1693.0223042487614,17642.041206603568,1285.95897175
2018-03-25 19:00:00,0.0,0.0,0.0,-0.0,0.0,1.848705319066227e-12,3.637978807091713e-12,-0.0,0.0,-0.0,-0.0,3.637978807091713e-12,16331.614932248676,1303.854202
2018-03-25 20:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,14879.443322237776,1445.74639525
2018-03-25 21:00:00,0.0,0.0,0.0,-0.0,0.0,9.195548537151808e-13,1.8189894035458565e-12,-0.0,0.0,-0.0,-0.0,1.8189894035458565e-12,13457.644165017438,1415.5366852500001
2018-03-25 22:00:00,0.0,0.0,0.0,-0.0,0.0,855.0881557239812,1707.2568669014254,1.0,0.0,-0.0,-0.0,1707.2568669014254,13768.126417691843,1390.67148125
2018-03-25 23:00:00,0.0,0.0,0.0,-0.0,0.0,856.693695896911,1726.5805672335537,1.0,0.0,-0.0,-0.0,1726.5805672335537,13947.905209897413,1540.66384675
2018-03-26 00:00:00,0.0,0.0,0.0,-0.0,0.0,857.9046461702146,1741.2950811064895,1.0,0.0,-0.0,-0.0,1741.2950811064911,14113.215763674401,1569.8264515
2018-03-26 01:00:00,0.0,0.0,0.0,-0.0,0.0,857.7384940846514,1739.2598578552206,1.0,0.0,-0.0,-0.0,1739.2598578552206,14270.94642158334,1575.352598
2018-03-26 02:00:00,0.0,0.0,0.0,-0.0,0.0,856.290579823693,1721.7119316694434,1.0,0.0,-0.0,-0.0,1721.7119316694443,14390.953953907785,1595.51012075
2018-03-26 03:00:00,0.0,0.0,0.0,-0.0,0.0,853.9199981393592,1693.221076548212,1.0,0.0,-0.0,-0.0,1693.2210765482123,14462.28622003889,1615.6810827499999
2018-03-26 04:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,12850.608210016973,1605.46228825
2018-03-26 05:00:00,0.0,0.0,0.0,-0.0,0.0,853.1594302000989,1684.2067617371133,1.0,0.0,-0.0,-0.0,1684.2067617371133,12774.71050992632,1754.0693585
2018-03-26 06:00:00,0.0,0.0,0.0,-0.0,0.0,857.2515348340866,1733.1377388559854,1.0,0.0,-0.0,-0.0,1733.1377388559854,12668.959789450986,1832.86186175
2018-03-26 07:00:00,0.0,0.0,0.0,-0.0,0.0,883.6898152377655,2053.6716620202988,1.0,0.0,-0.0,-0.0,2053.6716620202988,12929.61239572161,1787.0043095
2018-03-26 08:00:00,0.0,0.0,0.0,-0.0,0.0,913.9287304728399,2545.0092200605905,1.0,0.0,-0.0,-0.0,2545.0092200605905,13729.5375545686,1739.040104
2018-03-26 09:00:00,0.0,0.0,0.0,-0.0,0.0,916.3770687257595,2586.3272676035817,1.0,0.0,-0.0,-0.0,2586.327267603583,14698.547529742771,1611.1836887499999
2018-03-26 10:00:00,0.0,0.0,0.0,-0.0,0.0,915.0138675007692,2602.4630660695343,1.0,0.0,-0.0,-0.0,2602.4630660695366,15825.881197824108,1468.8871987500002
2018-03-26 11:00:00,0.0,0.0,0.0,-0.0,0.0,909.8503176127883,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,17118.658026667825,1319.53574925
2018-03-26 12:00:00,0.0,0.0,0.0,-0.0,0.0,902.5683384397273,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,18456.327093365606,1274.49863175
2018-03-26 13:00:00,0.0,0.0,0.0,-0.0,0.0,898.5673347488071,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000034,19875.33577940871,1193.00910175
2018-03-26 14:00:00,0.0,0.0,0.0,-0.0,0.0,903.7284345961376,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,21339.404230932596,1147.7903099999999
2018-03-26 15:00:00,0.0,0.0,0.0,-0.0,0.0,911.2001131187391,2612.821318144197,1.0,0.0,-0.0,-0.0,2612.821318144197,22836.810665048146,1108.4284535000002
2018-03-26 16:00:00,0.0,0.0,0.0,-0.0,0.0,900.0905504288742,2291.5444234283204,1.0,0.0,-0.0,-0.0,2291.5444234283204,24056.71087575537,1064.48997
2018-03-26 17:00:00,0.0,0.0,0.0,-0.0,0.0,859.3213534013665,1758.5464436198906,1.0,0.0,-0.0,-0.0,1758.5464436198963,24722.24255243635,1085.72381175
2018-03-26 18:00:00,0.0,0.0,0.0,-0.0,0.0,857.1273335004495,1731.847221377847,1.0,0.0,-0.0,-0.0,1731.8472213778514,25329.975671944358,1116.7485615
2018-03-26 19:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,24161.76577604503,1160.77624775
2018-03-26 20:00:00,0.0,0.0,0.0,-0.0,0.0,1.8380825485133456e-12,3.637978807091713e-12,-0.0,0.0,-0.0,-0.0,3.637978807091713e-12,22912.467005504048,1241.996042
2018-03-26 21:00:00,0.0,0.0,0.0,-0.0,0.0,1.839855390272256e-12,3.637978807091713e-12,-0.0,0.0,-0.0,-0.0,3.637978807091713e-12,21526.459619085334,1378.844665
2018-03-26 22:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,20084.65170652749,1434.8005190000001
2018-03-26 23:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,18606.487095815493,1471.3187985
2018-03-27 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,17114.764471892384,1485.0424675
2018-03-27 01:00:00,0.0,0.0,0.0,-0.0,0.0,1.835165818351073e-12,3.637978807091713e-12,-0.0,0.0,-0.0,-0.0,3.637978807091713e-12,15602.99265618527,1505.2588345
2018-03-27 02:00:00,0.0,0.0,0.0,-0.0,0.0,9.303405618967924e-13,1.8189894035458565e-12,-0.0,0.0,-0.0,-0.0,1.8189894035458565e-12,14059.343604828327,1537.30549225
2018-03-27 03:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,12480.106389507657,1573.06665075
2018-03-27 04:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,10899.52969803778,1574.58310975
2018-03-27 05:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,9166.59233403187,1727.12091525
2018-03-27 06:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,7373.7810208320725,1787.18907225
2018-03-27 07:00:00,0.0,0.0,0.0,-0.0,0.0,859.1161369879704,1756.0271957898758,1.0,0.0,-0.0,-0.0,1756.0271957898767,7359.775154715926,1764.61173875
2018-03-27 08:00:00,0.0,0.0,0.0,-0.0,0.0,884.7214158662642,2067.205392283252,1.0,0.0,-0.0,-0.0,2067.205392283252,7729.809977460492,1691.750816
2018-03-27 09:00:00,0.0,0.0,0.0,-0.0,0.0,914.5014149019895,2554.7155154645607,1.0,0.0,-0.0,-0.0,2554.7155154645607,8693.187587864248,1585.87668225
2018-03-27 10:00:00,0.0,0.0,0.0,-0.0,0.0,916.0457587010442,2580.6774329809778,1.0,0.0,-0.0,-0.0,2580.6774329809778,9826.539166186682,1441.7566675
2018-03-27 11:00:00,0.0,0.0,0.0,-0.0,0.0,917.5911285233097,2606.954368670267,1.0,0.0,-0.0,-0.0,2606.9543686702673,11132.979091361747,1294.81824325
2018-03-27 12:00:00,0.0,0.0,0.0,-0.0,0.0,916.9593829906564,2596.1274237401212,1.0,0.0,-0.0,-0.0,2596.1274237401212,12421.98203075711,1301.28187325
2018-03-27 13:00:00,0.0,0.0,0.0,-0.0,0.0,916.3951184896199,2586.537230836781,1.0,0.0,-0.0,-0.0,2586.5372308367823,13746.766104037575,1255.76608975
2018-03-27 14:00:00,0.0,0.0,0.0,-0.0,0.0,917.263175766707,2601.292080909616,1.0,0.0,-0.0,-0.0,2601.292080909616,15104.589508238938,1237.33314225
2018-03-27 15:00:00,0.0,0.0,0.0,-0.0,0.0,914.9890875637628,2562.8918287504102,1.0,0.0,-0.0,-0.0,2562.891828750411,16432.435388708705,1228.7582444999998
2018-03-27 16:00:00,0.0,0.0,0.0,-0.0,0.0,897.1203999522189,2247.7795601203156,1.0,0.0,-0.0,-0.0,2247.779560120318,17500.3803497641,1173.3980855
2018-03-27 17:00:00,0.0,0.0,0.0,-0.0,0.0,856.8343886516815,1728.1327989757765,1.0,0.0,-0.0,-0.0,1728.1327989757792,18027.56689786413,1194.39005425
2018-03-27 18:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,16808.508821947686,1212.4427982500001
2018-03-27 19:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,15551.597166122221,1250.43299625
2018-03-27 20:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,14215.34894108417,1329.91042575
2018-03-27 21:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,12770.77902471911,1438.3818685
2018-03-27 22:00:00,0.0,0.0,0.0,-0.0,0.0,9.324226773842077e-13,1.8189894035458565e-12,-0.0,0.0,-0.0,-0.0,1.8189894035458565e-12,11280.346956233703,1484.4059115
2018-03-27 23:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,9829.541413083587,1444.94641675
2018-03-28 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,8368.886294880878,1454.9585815
2018-03-28 01:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,6866.699564453333,1496.65388725
2018-03-28 02:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,5295.337094189194,1565.997975
2018-03-28 03:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3659.0995252644593,1631.049174
2018-03-28 04:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1906.1080858884316,1747.98641525
2018-03-28 05:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1901.299517
2018-03-28 06:00:00,0.0,0.0,0.0,-0.0,0.0,790.2884447566871,1810.694565587763,1.0,0.0,-0.0,-0.0,1810.694565587763,0.0,1806.0996115
2018-03-28 07:00:00,0.0,0.0,0.0,-0.0,0.0,626.2646401356373,1751.852113837763,1.0,0.0,-0.0,-0.0,1751.852113837763,0.0,1747.25715975
2018-03-28 08:00:00,0.0,0.0,0.0,-0.0,0.0,867.31349077228,2476.603216135144,1.0,0.0,-0.0,-0.0,2476.603216135144,825.8948997973807,1646.1133622500001
2018-03-28 09:00:00,0.0,0.0,0.0,-0.0,0.0,906.9897647756341,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,1963.9177448521657,1475.97076
2018-03-28 10:00:00,0.0,0.0,0.0,-0.0,0.0,904.3065904024144,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.681116,3238.2613843181275,1339.522429
2018-03-28 11:00:00,0.0,0.0,0.0,-0.0,0.0,899.1369643441739,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,4647.429960919259,1204.554678
2018-03-28 12:00:00,0.0,0.0,0.0,-0.0,0.0,894.1702886980714,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,6146.917837268137,1114.07745475
2018-03-28 13:00:00,0.0,0.0,0.0,-0.0,0.0,895.681201000621,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000007,7662.540015410316,1097.7751075
2018-03-28 14:00:00,0.0,0.0,0.0,-0.0,0.0,901.4424437157226,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,9200.775341447723,1074.992106
2018-03-28 15:00:00,0.0,0.0,0.0,-0.0,0.0,903.728434596138,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000007,10668.173406657292,1145.6569789999999
2018-03-28 16:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,9435.391839419292,1226.99104625
2018-03-28 17:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,8075.319942244268,1354.41953225
2018-03-28 18:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,6731.914041377018,1337.90595725
2018-03-28 19:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,5491.491108333228,1235.073543
2018-03-28 20:00:00,0.0,0.0,0.0,-0.0,0.0,3.171329928700245e-13,9.094947017729282e-13,-0.0,0.0,-0.0,-0.0,9.094947017729282e-13,4297.020759459327,1189.25997125
2018-03-28 21:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3165.5619251650796,1126.38231925
2018-03-28 22:00:00,0.0,0.0,0.0,-0.0,0.0,1.5856649643501226e-13,4.547473508864641e-13,-0.0,0.0,-0.0,-0.0,4.547473508864641e-13,2063.6011595903806,1097.0110515000001
2018-03-28 23:00:00,0.0,0.0,0.0,-0.0,0.0,3.960012325306155e-14,1.1368683772161603e-13,-0.0,0.0,-0.0,-0.0,1.1368683772161603e-13,1020.8579874289547,1037.91695325
2018-03-29 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1016.14862725
2018-03-29 01:00:00,0.0,0.0,0.0,-0.0,0.0,362.2448633045813,1043.023534837763,1.0,0.0,-0.0,-0.0,1043.023534837763,0.0,1038.42858075
2018-03-29 02:00:00,0.0,0.0,0.0,-0.0,0.0,367.59873688242436,1060.667411837763,1.0,0.0,-0.0,-0.0,1060.667411837763,0.0,1056.07245775
2018-03-29 03:00:00,0.0,0.0,0.0,-0.0,0.0,391.548336362016,1130.4871060877629,1.0,0.0,-0.0,-0.0,1130.4871060877629,0.0,1125.892152
2018-03-29 04:00:00,0.0,0.0,0.0,-0.0,0.0,422.46400381770025,1221.034436837763,1.0,0.0,-0.0,-0.0,1221.034436837763,0.0,1216.43948275
2018-03-29 05:00:00,0.0,0.0,0.0,-0.0,0.0,467.2937862136438,1352.321418587763,1.0,0.0,-0.0,-0.0,1352.321418587763,0.0,1347.7264645
2018-03-29 06:00:00,0.0,0.0,0.0,-0.0,0.0,469.7579427235287,1362.329085837763,1.0,0.0,-0.0,-0.0,1362.329085837763,0.0,1357.73413175
2018-03-29 07:00:00,0.0,0.0,0.0,-0.0,0.0,454.6943001019767,1324.580815087763,1.0,0.0,-0.0,-0.0,1324.580815087763,0.0,1319.985861
2018-03-29 08:00:00,0.0,0.0,0.0,-0.0,0.0,672.2133540018116,1981.8610384245144,1.0,0.0,-0.0,-0.0,1981.8610384245144,764.6564193367514,1212.609665
2018-03-29 09:00:00,0.0,0.0,0.0,-0.0,0.0,877.4982181867159,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,2187.3901733002526,1191.2667139999999
2018-03-29 10:00:00,0.0,0.0,0.0,-0.0,0.0,869.6828185387907,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000007,3682.911674531519,1118.3195230000001
2018-03-29 11:00:00,0.0,0.0,0.0,-0.0,0.0,868.9175894927232,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000007,5308.27108788706,988.3140099249999
2018-03-29 12:00:00,0.0,0.0,0.0,-0.0,0.0,871.9785234712785,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,6952.963783093192,968.798576375
2018-03-29 13:00:00,0.0,0.0,0.0,-0.0,0.0,872.7437525381748,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000016,8598.708729621738,967.5620067
2018-03-29 14:00:00,0.0,0.0,0.0,-0.0,0.0,871.4064863399743,2618.681115999999,1.0,0.0,-0.0,-0.0,2618.681115999999,10196.931762648393,1014.899483925
2018-03-29 15:00:00,0.0,0.0,0.0,-0.0,0.0,874.6493240516779,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000016,11828.147478460887,981.727690575
2018-03-29 16:00:00,0.0,0.0,0.0,-0.0,0.0,879.6308580365386,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,13466.52890281655,974.379174025
2018-03-29 17:00:00,0.0,0.0,0.0,-0.0,0.0,6.123401609192849e-13,1.8189894035458565e-12,-0.0,0.0,-0.0,-0.0,1.8189894035458565e-12,12472.251440314703,988.173333825
2018-03-29 18:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,11492.649387387723,973.6093515
2018-03-29 19:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,10630.253331883498,856.5131366749999
2018-03-29 20:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,9779.725688918918,844.741371625
2018-03-29 21:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,8915.222011443004,858.81272355
2018-03-29 22:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,8019.535990504907,890.0919507
2018-03-29 23:00:00,0.0,0.0,0.0,-0.0,0.0,3.1082025011697384e-13,9.094947017729282e-13,-0.0,0.0,-0.0,-0.0,9.094947017729282e-13,7134.760159240161,879.282139275
2018-03-30 00:00:00,0.0,0.0,0.0,-0.0,0.0,3.1188334355990996e-13,9.094947017729282e-13,-0.0,0.0,-0.0,-0.0,9.094947017729282e-13,6230.780503359446,898.58511945
2018-03-30 01:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,5290.7056596328575,934.781615
2018-03-30 02:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,4306.492756871354,979.025026875
2018-03-30 03:00:00,0.0,0.0,0.0,-0.0,0.0,1.5717118927212554e-13,4.547473508864641e-13,-0.0,0.0,-0.0,-0.0,4.547473508864641e-13,3304.374184238937,997.040996075
2018-03-30 04:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,2288.7092435733584,1010.6996701
2018-03-30 05:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1147.9448518716663,1135.91294525
2018-03-30 06:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1143.2212492499998
2018-03-30 07:00:00,0.0,0.0,0.0,-0.0,0.0,872.3232379209184,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,1454.5481076622366,1159.5380542500002
2018-03-30 08:00:00,0.0,0.0,0.0,-0.0,0.0,857.7316094760511,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,2810.231038453227,1258.240222
2018-03-30 09:00:00,0.0,0.0,0.0,-0.0,0.0,842.8787401545878,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,4286.981787551614,1137.02047425
2018-03-30 10:00:00,0.0,0.0,0.0,-0.0,0.0,837.7362846779532,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,5852.764763810557,1047.82274975
2018-03-30 11:00:00,0.0,0.0,0.0,-0.0,0.0,838.1189000217925,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,7431.0222687659925,1035.172746
2018-03-30 12:00:00,0.0,0.0,0.0,-0.0,0.0,830.7695010883301,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811160000007,9173.156236640372,871.119410025
2018-03-30 13:00:00,0.0,0.0,0.0,-0.0,0.0,820.3279284149879,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,11097.884286883422,688.3300892
2018-03-30 14:00:00,0.0,0.0,0.0,-0.0,0.0,835.8897048262689,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,13103.52723116309,607.19949365
2018-03-30 15:00:00,0.0,0.0,0.0,-0.0,0.0,869.9775797076425,2618.6811159999997,1.0,0.0,-0.0,-0.0,2618.6811159999997,15093.6383653382,622.506534225
2018-03-30 16:00:00,0.0,0.0,0.0,-0.0,0.0,344.9292082146008,1021.3240940933374,1.0,0.0,-0.0,-0.0,1021.3240940933374,15456.017084554778,652.658898375
2018-03-30 17:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,14720.308715814448,729.381280975
2018-03-30 18:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,14028.785708331323,685.2783695
2018-03-30 19:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,13298.401303265307,724.217265075
2018-03-30 20:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,12516.00785068252,776.308165725
2018-03-30 21:00:00,0.0,0.0,0.0,-0.0,0.0,6.547208030764531e-13,1.8189894035458565e-12,-0.0,0.0,-0.0,-0.0,1.8189894035458565e-12,11702.407889812357,807.602355725
2018-03-30 22:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,10829.729254023465,866.772209625
2018-03-30 23:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,9844.93300742825,978.987620275
2018-03-31 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,8767.995609561629,1071.23913625
2018-03-31 01:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,7616.093858775334,1146.32418
2018-03-31 02:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,6405.269380716933,1205.37599925
2018-03-31 03:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,5170.499518271999,1229.457079
2018-03-31 04:00:00,0.0,0.0,0.0,-0.0,0.0,2.325035932816325e-13,4.547473508864641e-13,-0.0,0.0,-0.0,-0.0,4.547473508864641e-13,3870.941826715435,1294.3832869999999
2018-03-31 05:00:00,0.0,0.0,0.0,-0.0,0.0,2.295137019098322e-13,4.547473508864641e-13,-0.0,0.0,-0.0,-0.0,4.547473508864641e-13,2544.510468726373,1321.402593
2018-03-31 06:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1261.8137699980832,1277.816585
2018-03-31 07:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1257.07740625
