,Normed PV feed in series for 1 kWp installed PV capacity,Heat demand time series inclusive losses of district hetaing network. This demand time series needs to be equal to the thermal energy after the thermal storage in the modelica model,This is the COP of the air source heat pump. It must be identical to the COP of the modelica model.,Maximum thermal power of the air sourced heatpump. ,Fixed loss factor related to the thermal capacity of the storage. It can be considered as thermal losses in the empty state e.g. at 50C,Loss factor dependent on the state of charge of the storage. It is related to the thermal capacity of the storage
SECONDS,pv_normed_per_kWp,Heat_demand_after_storage_kW,COP_Heatpump_air,Maximum-Power_Heatpump_air,TES_fix_loss_factor,TES_SOC_loss_factor
17392500,0.315278785,199.9682226,,,0.0001,0.0002
17393400,0.340944821,348.147793,,,0.0001,0.0002
17394300,0.363772556,331.2448403,,,0.0001,0.0002
17395200,0.385608032,275.9280248,,,0.0001,0.0002
17396100,0.405842244,216.6642566,,,0.0001,0.0002
17397000,0.428464379,271.3031765,,,0.0001,0.0002
17397900,0.449570415,271.3031765,,,0.0001,0.0002
17398800,0.470982567,208.0704765,,,0.0001,0.0002
17399700,0.495342063,133.8012941,,,0.0001,0.0002
17400600,0.524584106,133.8012941,,,0.0001,0.0002
17401500,0.554923266,133.0820671,,,0.0001,0.0002
17402400,0.58424839,189.2023627,,,0.0001,0.0002
17403300,0.613458809,189.2023627,,,0.0001,0.0002
17404200,0.637762085,161.3108701,,,0.0001,0.0002
17405100,0.66013539,123.2443489,,,0.0001,0.0002
17406000,0.681238743,126.7306313,,,0.0001,0.0002
17406900,0.701487961,123.8723189,,,0.0001,0.0002
17407800,0.720232758,111.7848306,,,0.0001,0.0002
17408700,0.72895312,111.7848306,,,0.0001,0.0002
17409600,0.738523895,75.54922283,,,0.0001,0.0002
17410500,0.748477808,68.93918347,,,0.0001,0.0002
17411400,0.751534939,74.7715727,,,0.0001,0.0002
17412300,0.697557538,75.5103604,,,0.0001,0.0002
17413200,0.599872314,74.48665368,,,0.0001,0.0002
17414100,0.496594895,74.48665368,,,0.0001,0.0002
17415000,0.426994266,88.17807275,,,0.0001,0.0002
17415900,0.36145349,101.289427,,,0.0001,0.0002
17416800,0.315026583,92.36349599,,,0.0001,0.0002
17417700,0.284374233,105.0105902,,,0.0001,0.0002
17418600,0.288532937,90.72105446,,,0.0001,0.0002
17419500,0.314574041,90.72105446,,,0.0001,0.0002
17420400,0.351389005,111.3319828,,,0.0001,0.0002
17421300,0.368811678,108.7743291,,,0.0001,0.0002
17422200,0.357838353,108.7743291,,,0.0001,0.0002
17423100,0.339511773,106.4756412,,,0.0001,0.0002
17424000,0.318258436,88.56858029,,,0.0001,0.0002
17424900,0.293930738,88.56858029,,,0.0001,0.0002
17425800,0.264577753,97.77626057,,,0.0001,0.0002
17426700,0.220355521,100.4218235,,,0.0001,0.0002
17427600,0.176159506,110.2707821,,,0.0001,0.0002
17428500,0.140998316,88.39231797,,,0.0001,0.0002
17429400,0.122878593,193.1758194,,,0.0001,0.0002
17430300,0.111507483,193.1758194,,,0.0001,0.0002
17431200,0.101881207,137.9821787,,,0.0001,0.0002
17432100,0.090273875,125.6129438,,,0.0001,0.0002
17433000,0.076713793,125.6129438,,,0.0001,0.0002
17433900,0.062448061,175.5273429,,,0.0001,0.0002
17434800,0.048488527,330.4331423,,,0.0001,0.0002
17435700,0.036544235,330.4331423,,,0.0001,0.0002
17436600,0.026072964,164.5525732,,,0.0001,0.0002
17437500,0.016827799,140.7117404,,,0.0001,0.0002
17438400,0.009470023,142.0495861,,,0.0001,0.0002
17439300,0.004070447,190.6395609,,,0.0001,0.0002
17440200,0.000688153,154.5867126,,,0.0001,0.0002
17441100,0,170.2145052,,,0.0001,0.0002
17442000,0,140.8114922,,,0.0001,0.0002
17442900,0,99.90335484,,,0.0001,0.0002
17443800,0,99.90335484,,,0.0001,0.0002
17444700,0,109.5667719,,,0.0001,0.0002
17445600,0,107.9291279,,,0.0001,0.0002
17446500,0,107.9291279,,,0.0001,0.0002
17447400,0,99.21928199,,,0.0001,0.0002
17448300,0,65.86116536,,,0.0001,0.0002
17449200,0,62.73474247,,,0.0001,0.0002
17450100,0,54.2189785,,,0.0001,0.0002
17451000,0,73.68826417,,,0.0001,0.0002
17451900,0,73.68826417,,,0.0001,0.0002
17452800,0,152.3953378,,,0.0001,0.0002
17453700,0,93.22497074,,,0.0001,0.0002
17454600,0,93.22497074,,,0.0001,0.0002
17455500,0,67.30549314,,,0.0001,0.0002
17456400,0,78.98816023,,,0.0001,0.0002
17457300,0,78.98816023,,,0.0001,0.0002
17458200,0,62.74207604,,,0.0001,0.0002
17459100,0,53.50250471,,,0.0001,0.0002
17460000,0,52.75336841,,,0.0001,0.0002
17460900,0,47.25649879,,,0.0001,0.0002
17461800,0,52.22739066,,,0.0001,0.0002
17462700,0,52.22739066,,,0.0001,0.0002
17463600,0,46.44399243,,,0.0001,0.0002
17464500,0,55.16888366,,,0.0001,0.0002
17465400,0,55.16888366,,,0.0001,0.0002
17466300,0,48.7561193,,,0.0001,0.0002
17467200,0,50.90855165,,,0.0001,0.0002
17468100,0.000112825,50.90855165,,,0.0001,0.0002
17469000,0.002706153,45.59153168,,,0.0001,0.0002
17469900,0.011754296,49.8194799,,,0.0001,0.0002
17470800,0.022679722,52.11897219,,,0.0001,0.0002
17471700,0.036977474,53.0496711,,,0.0001,0.0002
17472600,0.06226191,68.0327673,,,0.0001,0.0002
17473500,0.091609145,68.0327673,,,0.0001,0.0002
17474400,0.121367892,65.54027422,,,0.0001,0.0002
17475300,0.15169344,91.58820853,,,0.0001,0.0002
17476200,0.182076107,91.58820853,,,0.0001,0.0002
17477100,0.211883914,69.42073623,,,0.0001,0.0002
17478000,0.241199057,93.2758616,,,0.0001,0.0002
17478900,0.270152343,93.2758616,,,0.0001,0.0002
17479800,0.299145187,169.5153936,,,0.0001,0.0002
17480700,0.329322357,236.866502,,,0.0001,0.0002
17481600,0.360243627,204.0175487,,,0.0001,0.0002
17482500,0.391446248,186.7949134,,,0.0001,0.0002
17483400,0.4205226,209.3710756,,,0.0001,0.0002
17484300,0.444341105,232.4410741,,,0.0001,0.0002
17485200,0.465878017,235.1697894,,,0.0001,0.0002
17486100,0.489191415,273.4087201,,,0.0001,0.0002
17487000,0.517386905,273.4087201,,,0.0001,0.0002
17487900,0.546065999,325.0745406,,,0.0001,0.0002
17488800,0.57344293,376.43051,,,0.0001,0.0002
17489700,0.598822137,376.43051,,,0.0001,0.0002
17490600,0.623917911,330.5564857,,,0.0001,0.0002
17491500,0.649338671,268.3823383,,,0.0001,0.0002
17492400,0.674874558,255.2187516,,,0.0001,0.0002
17493300,0.698618653,240.3508049,,,0.0001,0.0002
17494200,0.718317804,195.34659,,,0.0001,0.0002
17495100,0.730674894,167.9954512,,,0.0001,0.0002
17496000,0.732968373,156.8036542,,,0.0001,0.0002
17496900,0.735214329,132.5215452,,,0.0001,0.0002
17497800,0.734902143,134.0067082,,,0.0001,0.0002
17498700,0.731880429,137.7144038,,,0.0001,0.0002
17499600,0.72437267,152.1192378,,,0.0001,0.0002
17500500,0.710570826,152.1192378,,,0.0001,0.0002
17501400,0.692658236,165.8532205,,,0.0001,0.0002
17502300,0.667314839,132.8602447,,,0.0001,0.0002
17503200,0.640498632,112.295257,,,0.0001,0.0002
17504100,0.614561606,143.4327324,,,0.0001,0.0002
17505000,0.590838746,134.2439965,,,0.0001,0.0002
17505900,0.565915934,134.2439965,,,0.0001,0.0002
17506800,0.539397032,141.3599848,,,0.0001,0.0002
17507700,0.512153252,178.9465497,,,0.0001,0.0002
17508600,0.484851571,178.9465497,,,0.0001,0.0002
17509500,0.4590653,219.6957072,,,0.0001,0.0002
17510400,0.432979153,138.4556783,,,0.0001,0.0002
17511300,0.404636753,138.4556783,,,0.0001,0.0002
17512200,0.373132192,148.1573058,,,0.0001,0.0002
17513100,0.340866018,163.1909968,,,0.0001,0.0002
17514000,0.306643111,160.842718,,,0.0001,0.0002
17514900,0.274491409,136.2251613,,,0.0001,0.0002
17515800,0.24253063,130.4837152,,,0.0001,0.0002
17516700,0.210994157,157.4452983,,,0.0001,0.0002
17517600,0.180348753,165.3044759,,,0.0001,0.0002
17518500,0.150087293,162.1448011,,,0.0001,0.0002
17519400,0.120749031,162.1448011,,,0.0001,0.0002
17520300,0.093772847,111.4112345,,,0.0001,0.0002
17521200,0.069741232,113.4867125,,,0.0001,0.0002
17522100,0.053158866,113.4867125,,,0.0001,0.0002
17523000,0.039114713,117.4669756,,,0.0001,0.0002
17523900,0.02412866,105.3437572,,,0.0001,0.0002
17524800,0.012840307,95.5439023,,,0.0001,0.0002
17525700,0.004068374,91.8679384,,,0.0001,0.0002
17526600,0.000559372,84.58489353,,,0.0001,0.0002
17527500,0,84.58489353,,,0.0001,0.0002
17528400,0,93.95362853,,,0.0001,0.0002
17529300,0,74.61273919,,,0.0001,0.0002
17530200,0,74.61273919,,,0.0001,0.0002
17531100,0,81.2649389,,,0.0001,0.0002
17532000,0,120.0359672,,,0.0001,0.0002
17532900,0,120.0359672,,,0.0001,0.0002
17533800,0,106.8627907,,,0.0001,0.0002
17534700,0,74.36951747,,,0.0001,0.0002
17535600,0,76.19431183,,,0.0001,0.0002
17536500,0,79.77708806,,,0.0001,0.0002
17537400,0,79.06417612,,,0.0001,0.0002
17538300,0,79.06417612,,,0.0001,0.0002
17539200,0,52.33341688,,,0.0001,0.0002
17540100,0,50.06499122,,,0.0001,0.0002
17541000,0,50.06499122,,,0.0001,0.0002
17541900,0,47.3246819,,,0.0001,0.0002
17542800,0,51.02934889,,,0.0001,0.0002
17543700,0,51.02934889,,,0.0001,0.0002
17544600,0,56.08824126,,,0.0001,0.0002
17545500,0,47.93554002,,,0.0001,0.0002
17546400,0,45.41487689,,,0.0001,0.0002
17547300,0,48.01054148,,,0.0001,0.0002
17548200,0,53.58809988,,,0.0001,0.0002
17549100,0,53.58809988,,,0.0001,0.0002
17550000,0,52.85706736,,,0.0001,0.0002
17550900,0,78.11029403,,,0.0001,0.0002
17551800,0,78.11029403,,,0.0001,0.0002
17552700,0,81.3013868,,,0.0001,0.0002
17553600,0,77.57835316,,,0.0001,0.0002
17554500,0,77.57835316,,,0.0001,0.0002
17555400,0,98.82336087,,,0.0001,0.0002
17556300,0.007669231,188.3335871,,,0.0001,0.0002
17557200,0.019127684,191.5636052,,,0.0001,0.0002
17558100,0.033346593,283.2808466,,,0.0001,0.0002
17559000,0.055547263,187.6670725,,,0.0001,0.0002
17559900,0.082291869,187.6670725,,,0.0001,0.0002
17560800,0.109865171,242.1080582,,,0.0001,0.0002
17561700,0.137646571,221.7826671,,,0.0001,0.0002
17562600,0.164585745,221.7826671,,,0.0001,0.0002
17563500,0.191149837,170.283187,,,0.0001,0.0002
17564400,0.217536143,182.9172534,,,0.0001,0.0002
17565300,0.243731699,182.9172534,,,0.0001,0.0002
17566200,0.269425508,336.6014853,,,0.0001,0.0002
17567100,0.289649812,323.688837,,,0.0001,0.0002
17568000,0.312124288,284.9617775,,,0.0001,0.0002
17568900,0.335135301,213.6944904,,,0.0001,0.0002
17569800,0.361693252,269.6121212,,,0.0001,0.0002
17570700,0.408342462,220.8429785,,,0.0001,0.0002
17571600,0.458897366,210.0308877,,,0.0001,0.0002
17572500,0.51094236,139.1091253,,,0.0001,0.0002
17573400,0.55073273,132.5959796,,,0.0001,0.0002
17574300,0.584648426,147.0578686,,,0.0001,0.0002
17575200,0.612417772,191.1836749,,,0.0001,0.0002
17576100,0.63783344,191.1836749,,,0.0001,0.0002
17577000,0.659516465,167.8038324,,,0.0001,0.0002
17577900,0.675269039,128.2901263,,,0.0001,0.0002
17578800,0.682742483,131.7828582,,,0.0001,0.0002
17579700,0.670700092,128.346241,,,0.0001,0.0002
17580600,0.639696265,116.2354681,,,0.0001,0.0002
17581500,0.605575343,116.2354681,,,0.0001,0.0002
17582400,0.572423848,79.92786346,,,0.0001,0.0002
17583300,0.527738714,72.83416833,,,0.0001,0.0002
17584200,0.480283298,72.83416833,,,0.0001,0.0002
17585100,0.408266858,78.93555526,,,0.0001,0.0002
17586000,0.333754374,78.11299188,,,0.0001,0.0002
17586900,0.253241923,78.11299188,,,0.0001,0.0002
17587800,0.199939182,91.78824934,,,0.0001,0.0002
17588700,0.165941662,102.5662427,,,0.0001,0.0002
17589600,0.132163823,96.06994375,,,0.0001,0.0002
17590500,0.107630013,107.0822222,,,0.0001,0.0002
17591400,0.100062094,93.25703787,,,0.0001,0.0002
17592300,0.116641509,93.25703787,,,0.0001,0.0002
17593200,0.145904632,113.8037886,,,0.0001,0.0002
17594100,0.173621131,110.9768649,,,0.0001,0.0002
17595000,0.188979831,110.9768649,,,0.0001,0.0002
17595900,0.208651665,108.6627373,,,0.0001,0.0002
17596800,0.229497141,90.23052499,,,0.0001,0.0002
17597700,0.239294398,90.23052499,,,0.0001,0.0002
17598600,0.231050763,98.53965262,,,0.0001,0.0002
17599500,0.20466753,101.0736836,,,0.0001,0.0002
17600400,0.171755756,110.8948096,,,0.0001,0.0002
17601300,0.144001496,88.76427767,,,0.0001,0.0002
17602200,0.13101858,206.3586835,,,0.0001,0.0002
17603100,0.129725954,219.2113745,,,0.0001,0.0002
17604000,0.131401964,144.6923511,,,0.0001,0.0002
17604900,0.12511636,125.7007558,,,0.0001,0.0002
17605800,0.105262939,125.7007558,,,0.0001,0.0002
17606700,0.082035951,175.5822772,,,0.0001,0.0002
17607600,0.060441388,330.497946,,,0.0001,0.0002
17608500,0.046764018,330.497946,,,0.0001,0.0002
17609400,0.038104872,164.5932943,,,0.0001,0.0002
17610300,0.029678016,140.7546777,,,0.0001,0.0002
17611200,0.019865751,142.0982261,,,0.0001,0.0002
17612100,0.010258082,196.1298696,,,0.0001,0.0002
17613000,0.003051173,155.8420353,,,0.0001,0.0002
17613900,0,169.8937876,,,0.0001,0.0002
17614800,0,169.2759205,,,0.0001,0.0002
17615700,0,100.6372173,,,0.0001,0.0002
17616600,0,100.1120098,,,0.0001,0.0002
17617500,0,107.3018143,,,0.0001,0.0002
17618400,0,98.98602139,,,0.0001,0.0002
17619300,0,98.98602139,,,0.0001,0.0002
17620200,0,80.17640201,,,0.0001,0.0002
17621100,0,58.46237653,,,0.0001,0.0002
17622000,0,58.77850264,,,0.0001,0.0002
17622900,0,48.93136858,,,0.0001,0.0002
17623800,0,51.81973984,,,0.0001,0.0002
17624700,0,51.81973984,,,0.0001,0.0002
17625600,0,52.88807115,,,0.0001,0.0002
17626500,0,50.91489748,,,0.0001,0.0002
17627400,0,50.91489748,,,0.0001,0.0002
17628300,0,45.99622214,,,0.0001,0.0002
17629200,0,44.02626044,,,0.0001,0.0002
17630100,0,44.02626044,,,0.0001,0.0002
17631000,0,44.16433087,,,0.0001,0.0002
17631900,0,43.41702821,,,0.0001,0.0002
17632800,0,44.5629758,,,0.0001,0.0002
17633700,0,45.04732367,,,0.0001,0.0002
17634600,0,53.30597531,,,0.0001,0.0002
17635500,0,53.30597531,,,0.0001,0.0002
17636400,0,52.27633389,,,0.0001,0.0002
17637300,0,76.49328559,,,0.0001,0.0002
17638200,0,76.49328559,,,0.0001,0.0002
17639100,0,81.21881583,,,0.0001,0.0002
17640000,0,77.03884432,,,0.0001,0.0002
17640900,5.64E-06,77.03884432,,,0.0001,0.0002
17641800,0.000961122,98.88506406,,,0.0001,0.0002
17642700,0.00797161,185.6198341,,,0.0001,0.0002
17643600,0.019348239,191.5753691,,,0.0001,0.0002
17644500,0.034707883,283.3762871,,,0.0001,0.0002
17645400,0.055803313,188.136554,,,0.0001,0.0002
17646300,0.084500437,188.136554,,,0.0001,0.0002
17647200,0.114882814,242.1319378,,,0.0001,0.0002
17648100,0.142359283,221.8035284,,,0.0001,0.0002
17649000,0.160478473,221.8035284,,,0.0001,0.0002
17649900,0.175366432,170.3042862,,,0.0001,0.0002
17650800,0.187483501,181.8731752,,,0.0001,0.0002
17651700,0.198235261,181.8731752,,,0.0001,0.0002
17652600,0.205537525,336.6236157,,,0.0001,0.0002
17653500,0.201517549,323.7494149,,,0.0001,0.0002
17654400,0.195854029,284.9775467,,,0.0001,0.0002
17655300,0.200512002,213.7145819,,,0.0001,0.0002
17656200,0.231512755,269.918452,,,0.0001,0.0002
17657100,0.274778251,269.918452,,,0.0001,0.0002
17658000,0.325933861,208.3797288,,,0.0001,0.0002
17658900,0.372739942,141.7289467,,,0.0001,0.0002
17659800,0.411985247,141.7289467,,,0.0001,0.0002
17660700,0.448043341,136.9468987,,,0.0001,0.0002
17661600,0.481541651,194.5697248,,,0.0001,0.0002
17662500,0.511976675,194.5697248,,,0.0001,0.0002
17663400,0.54654994,165.5362983,,,0.0001,0.0002
17664300,0.577706695,129.2648403,,,0.0001,0.0002
17665200,0.609537134,131.9232314,,,0.0001,0.0002
17666100,0.638621662,128.7261951,,,0.0001,0.0002
17667000,0.661931805,110.8447844,,,0.0001,0.0002
17667900,0.68330791,110.8447844,,,0.0001,0.0002
17668800,0.698465693,79.59485507,,,0.0001,0.0002
17669700,0.711112535,72.84840962,,,0.0001,0.0002
17670600,0.721090908,72.84840962,,,0.0001,0.0002
17671500,0.721630889,78.95367253,,,0.0001,0.0002
17672400,0.713313083,78.13513518,,,0.0001,0.0002
17673300,0.698126989,78.13513518,,,0.0001,0.0002
17674200,0.677682125,91.80739143,,,0.0001,0.0002
17675100,0.651948753,102.5855879,,,0.0001,0.0002
17676000,0.620625129,96.0905126,,,0.0001,0.0002
17676900,0.591679487,107.7117367,,,0.0001,0.0002
17677800,0.565263528,93.27661798,,,0.0001,0.0002
17678700,0.547040234,93.27661798,,,0.0001,0.0002
17679600,0.530014101,113.8256458,,,0.0001,0.0002
17680500,0.506135532,110.9980542,,,0.0001,0.0002
17681400,0.469852074,110.9980542,,,0.0001,0.0002
17682300,0.43161347,108.6840959,,,0.0001,0.0002
17683200,0.393077636,90.23979589,,,0.0001,0.0002
17684100,0.353808356,105.5479698,,,0.0001,0.0002
17685000,0.312930736,98.57586847,,,0.0001,0.0002
17685900,0.265058237,101.0905342,,,0.0001,0.0002
17686800,0.21846438,110.9170616,,,0.0001,0.0002
17687700,0.173688357,88.78575203,,,0.0001,0.0002
17688600,0.135229821,193.5348625,,,0.0001,0.0002
17689500,0.106861052,193.5348625,,,0.0001,0.0002
17690400,0.086506599,144.576704,,,0.0001,0.0002
17691300,0.068690727,125.7210048,,,0.0001,0.0002
17692200,0.052363151,125.7210048,,,0.0001,0.0002
17693100,0.040021568,175.6036485,,,0.0001,0.0002
17694000,0.030911018,319.5519427,,,0.0001,0.0002
17694900,0.023376089,195.7246899,,,0.0001,0.0002
17695800,0.016363529,157.8154152,,,0.0001,0.0002
17696700,0.010070517,141.1518077,,,0.0001,0.0002
17697600,0.004860539,142.1187254,,,0.0001,0.0002
17698500,0.001016804,196.145711,,,0.0001,0.0002
17699400,0.000230214,159.5548922,,,0.0001,0.0002
17700300,0,159.5548922,,,0.0001,0.0002
17701200,0,169.2944672,,,0.0001,0.0002
17702100,0,101.432022,,,0.0001,0.0002
17703000,0,101.432022,,,0.0001,0.0002
17703900,0,107.3296481,,,0.0001,0.0002
17704800,0,99.0037126,,,0.0001,0.0002
17705700,0,99.0037126,,,0.0001,0.0002
17706600,0,80.19316229,,,0.0001,0.0002
17707500,0,58.48453132,,,0.0001,0.0002
17708400,0,58.80000982,,,0.0001,0.0002
17709300,0,48.95298521,,,0.0001,0.0002
17710200,0,51.84030528,,,0.0001,0.0002
17711100,0,49.64151373,,,0.0001,0.0002
17712000,0,52.9090947,,,0.0001,0.0002
17712900,0,50.93319899,,,0.0001,0.0002
17713800,0,50.93319899,,,0.0001,0.0002
17714700,0,46.01795385,,,0.0001,0.0002
17715600,0,44.04779598,,,0.0001,0.0002
17716500,0,44.04779598,,,0.0001,0.0002
17717400,0,44.18607153,,,0.0001,0.0002
17718300,0,43.64855385,,,0.0001,0.0002
17719200,0,44.58533042,,,0.0001,0.0002
17720100,0,45.0690998,,,0.0001,0.0002
17721000,0,53.32285948,,,0.0001,0.0002
17721900,0,53.32285948,,,0.0001,0.0002
17722800,0,52.30599115,,,0.0001,0.0002
17723700,0,76.50845764,,,0.0001,0.0002
17724600,0,76.50845764,,,0.0001,0.0002
17725500,0,81.03378688,,,0.0001,0.0002
17726400,0,77.44232425,,,0.0001,0.0002
17727300,0,77.44232425,,,0.0001,0.0002
17728200,0,98.90694005,,,0.0001,0.0002
17729100,0,188.397057,,,0.0001,0.0002
17730000,0.001011179,191.6106357,,,0.0001,0.0002
17730900,0.005006692,283.3244516,,,0.0001,0.0002
17731800,0.012864929,187.7072432,,,0.0001,0.0002
17732700,0.022510345,187.7072432,,,0.0001,0.0002
17733600,0.033551979,242.151068,,,0.0001,0.0002
17734500,0.046726269,221.8257304,,,0.0001,0.0002
17735400,0.062500669,221.8257304,,,0.0001,0.0002
17736300,0.07951979,170.3261023,,,0.0001,0.0002
17737200,0.097085575,181.899486,,,0.0001,0.0002
17738100,0.115545613,181.899486,,,0.0001,0.0002
17739000,0.133898493,336.6475241,,,0.0001,0.0002
17739900,0.153522517,323.7967347,,,0.0001,0.0002
17740800,0.173729503,278.3445683,,,0.0001,0.0002
17741700,0.193629272,213.6415146,,,0.0001,0.0002
17742600,0.21088606,270.1189805,,,0.0001,0.0002
17743500,0.219578402,290.0158098,,,0.0001,0.0002
17744400,0.223278521,210.1230336,,,0.0001,0.0002
17745300,0.227075079,136.7756581,,,0.0001,0.0002
17746200,0.236245532,136.7756581,,,0.0001,0.0002
17747100,0.253397409,136.9739296,,,0.0001,0.0002
17748000,0.275412773,194.3053704,,,0.0001,0.0002
17748900,0.298664327,194.3053704,,,0.0001,0.0002
17749800,0.334246533,165.5582447,,,0.0001,0.0002
17750700,0.418787228,127.4212391,,,0.0001,0.0002
17751600,0.508674749,131.8314628,,,0.0001,0.0002
17752500,0.57226739,128.8114502,,,0.0001,0.0002
17753400,0.563563172,118.9598676,,,0.0001,0.0002
17754300,0.539669577,85.97979804,,,0.0001,0.0002
17755200,0.500124798,79.73935602,,,0.0001,0.0002
17756100,0.452480483,72.87182191,,,0.0001,0.0002
17757000,0.372503204,72.87182191,,,0.0001,0.0002
17757900,0.245930958,78.97587775,,,0.0001,0.0002
17758800,0.146643724,78.15739672,,,0.0001,0.0002
17759700,0.097781816,78.15739672,,,0.0001,0.0002
17760600,0.084531564,91.83173315,,,0.0001,0.0002
17761500,0.07981463,102.6080488,,,0.0001,0.0002
17762400,0.077431005,96.11231803,,,0.0001,0.0002
17763300,0.077533242,107.7339501,,,0.0001,0.0002
17764200,0.080680018,93.29895553,,,0.0001,0.0002
17765100,0.08774377,93.29895553,,,0.0001,0.0002
17766000,0.094895692,113.8485063,,,0.0001,0.0002
17766900,0.097710097,111.0203642,,,0.0001,0.0002
17767800,0.092690333,111.0203642,,,0.0001,0.0002
17768700,0.083414811,108.7064477,,,0.0001,0.0002
17769600,0.072596571,94.81479637,,,0.0001,0.0002
17770500,0.062289607,94.81479637,,,0.0001,0.0002
17771400,0.053911064,98.58342179,,,0.0001,0.0002
17772300,0.045420558,101.1132852,,,0.0001,0.0002
17773200,0.037536792,110.9400313,,,0.0001,0.0002
17774100,0.031584951,88.80824222,,,0.0001,0.0002
17775000,0.028574527,193.5598546,,,0.0001,0.0002
17775900,0.027239865,193.5598546,,,0.0001,0.0002
17776800,0.02681002,144.5966907,,,0.0001,0.0002
17777700,0.026752329,125.7433578,,,0.0001,0.0002
17778600,0.026831485,125.7433578,,,0.0001,0.0002
17779500,0.027992607,175.6262721,,,0.0001,0.0002
17780400,0.030408375,344.1433284,,,0.0001,0.0002
17781300,0.034024605,344.1433284,,,0.0001,0.0002
17782200,0.033079307,164.6329861,,,0.0001,0.0002
17783100,0.027631518,140.7987193,,,0.0001,0.0002
17784000,0.019716521,159.1495055,,,0.0001,0.0002
17784900,0.01548839,196.164545,,,0.0001,0.0002
17785800,0.000293222,155.9547107,,,0.0001,0.0002
17786700,0,169.7986269,,,0.0001,0.0002
17787600,0,155.1219282,,,0.0001,0.0002
17788500,0,101.4569058,,,0.0001,0.0002
17789400,0,101.4569058,,,0.0001,0.0002
17790300,0,107.3505272,,,0.0001,0.0002
17791200,0,99.03855333,,,0.0001,0.0002
17792100,0,99.03855333,,,0.0001,0.0002
17793000,0,80.2468865,,,0.0001,0.0002
17793900,0,58.58655602,,,0.0001,0.0002
17794800,0,58.92347527,,,0.0001,0.0002
17795700,0,49.11165373,,,0.0001,0.0002
17796600,0,52.51448364,,,0.0001,0.0002
17797500,0,52.51448364,,,0.0001,0.0002
17798400,0,54.35592306,,,0.0001,0.0002
17799300,0,53.50174819,,,0.0001,0.0002
17800200,0,53.50174819,,,0.0001,0.0002
17801100,0,51.17400467,,,0.0001,0.0002
17802000,0,52.2415814,,,0.0001,0.0002
17802900,0,53.71750604,,,0.0001,0.0002
17803800,0,56.37266149,,,0.0001,0.0002
17804700,0,59.60990281,,,0.0001,0.0002
17805600,0,61.83605358,,,0.0001,0.0002
17806500,0,62.07982689,,,0.0001,0.0002
17807400,0,73.00272333,,,0.0001,0.0002
17808300,0,73.00272333,,,0.0001,0.0002
17809200,0,74.65111095,,,0.0001,0.0002
17810100,0,97.05538556,,,0.0001,0.0002
17811000,0,97.05538556,,,0.0001,0.0002
17811900,0,103.1339444,,,0.0001,0.0002
17812800,0,99.27431959,,,0.0001,0.0002
17813700,0,99.27431959,,,0.0001,0.0002
17814600,0.000686669,121.6395617,,,0.0001,0.0002
17815500,0.002307196,208.380496,,,0.0001,0.0002
17816400,0.003701968,214.1985147,,,0.0001,0.0002
17817300,0.005195535,303.7837241,,,0.0001,0.0002
17818200,0.008178597,203.4145475,,,0.0001,0.0002
17819100,0.017703304,232.5689762,,,0.0001,0.0002
17820000,0.031832427,253.542568,,,0.0001,0.0002
17820900,0.047835924,232.4758423,,,0.0001,0.0002
17821800,0.069718624,232.4758423,,,0.0001,0.0002
17822700,0.102621665,177.4036391,,,0.0001,0.0002
17823600,0.137129299,185.1262371,,,0.0001,0.0002
17824500,0.168448827,185.1262371,,,0.0001,0.0002
17825400,0.192489345,342.4523484,,,0.0001,0.0002
17826300,0.213710585,327.1997901,,,0.0001,0.0002
17827200,0.23767571,288.6244556,,,0.0001,0.0002
17828100,0.258058431,216.2968193,,,0.0001,0.0002
17829000,0.278156859,271.9577923,,,0.0001,0.0002
17829900,0.295214795,271.9577923,,,0.0001,0.0002
17830800,0.308699411,211.2691306,,,0.0001,0.0002
17831700,0.313123372,137.3364319,,,0.0001,0.0002
17832600,0.301902067,131.3189452,,,0.0001,0.0002
17833500,0.21865492,157.6810665,,,0.0001,0.0002
17834400,0.169285701,194.7093059,,,0.0001,0.0002
17835300,0.157887505,194.7093059,,,0.0001,0.0002
17836200,0.160826238,165.6245042,,,0.0001,0.0002
17837100,0.167359149,128.3858406,,,0.0001,0.0002
17838000,0.1771162,131.9412626,,,0.0001,0.0002
17838900,0.185805407,1.28E+02,,,0.0001,0.0002
17839800,0.193721721,122.0962622,,,0.0001,0.0002
17840700,0.202104699,122.0962622,,,0.0001,0.0002
17841600,0.210654643,79.99308427,,,0.0001,0.0002
17842500,0.218678026,72.91737853,,,0.0001,0.0002
17843400,0.237374346,72.91737853,,,0.0001,0.0002
17844300,0.30211875,79.00224571,,,0.0001,0.0002
17845200,0.381861727,78.24032969,,,0.0001,0.0002
17846100,0.435747761,78.24032969,,,0.0001,0.0002
17847000,0.426526848,91.85155804,,,0.0001,0.0002
17847900,0.394642999,104.5688946,,,0.0001,0.0002
17848800,0.366977851,99.35336093,,,0.0001,0.0002
17849700,0.340065709,107.2251788,,,0.0001,0.0002
17850600,0.310891114,93.32287803,,,0.0001,0.0002
17851500,0.285935387,93.32287803,,,0.0001,0.0002
17852400,0.260045031,113.8704491,,,0.0001,0.0002
