,Normed PV feed in series for 1 kWp installed PV capacity,Heat demand time series inclusive losses of district hetaing network. This demand time series needs to be equal to the thermal energy after the thermal storage in the modelica model,This is the COP of the air source heat pump. It must be identical to the COP of the modelica model.,Maximum thermal power of the air sourced heatpump. ,Fixed loss factor related to the thermal capacity of the storage. It can be considered as thermal losses in the empty state e.g. at 50C,Loss factor dependent on the state of charge of the storage. It is related to the thermal capacity of the storage
SECONDS,pv_normed_per_kWp,Heat_demand_after_storage_kW,COP_Heatpump_air,Maximum-Power_Heatpump_air,TES_fix_loss_factor,TES_SOC_loss_factor
739800,0.113226626,1395.34422,1.977317797,0.644408678,0.0001,0.0002
740700,0.120161841,1404.234906,1.974275769,0.643219184,0.0001,0.0002
741600,0.135142676,1405.93469,1.983430062,0.646799804,0.0001,0.0002
742500,0.147888008,1393.708232,1.998877336,0.65284936,0.0001,0.0002
743400,0.131569829,1416.426928,2.00199571,0.654071734,0.0001,0.0002
744300,0.062867994,1438.593027,2.005123828,0.65529831,0.0001,0.0002
745200,0.026346984,1423.070902,2.005123828,0.65529831,0.0001,0.0002
746100,0.019086652,1380.407287,2.00199571,0.654071734,0.0001,0.0002
747000,0.011566151,1372.099531,1.983430062,0.646799804,0.0001,0.0002
747900,0.00373019,1404.982153,1.956218369,0.636165934,0.0001,0.0002
748800,0,1447.702662,1.93556448,0.628114447,0.0001,0.0002
749700,0,1482.174767,1.926845721,0.624720765,0.0001,0.0002
750600,0,1494.14764,1.926845721,0.624720765,0.0001,0.0002
751500,0,1458.261363,1.923956897,0.623596998,0.0001,0.0002
752400,0,1478.827522,1.918205157,0.621360548,0.0001,0.0002
753300,0,1481.487491,1.901154444,0.614738608,0.0001,0.0002
754200,0,1615.486044,1.901154444,0.614738608,0.0001,0.0002
755100,0,1615.486044,1.901154444,0.614738608,0.0001,0.0002
756000,0,1681.850041,1.912487705,0.619138759,0.0001,0.0002
756900,0,1732.247146,1.906804235,0.616931491,0.0001,0.0002
757800,0,1732.247146,1.898342086,0.613647517,0.0001,0.0002
758700,0,1632.209191,1.898342086,0.613647517,0.0001,0.0002
759600,0,1666.126604,1.898342086,0.613647517,0.0001,0.0002
760500,0,1666.126604,1.887175368,0.60931844,0.0001,0.0002
761400,0,1708.472309,1.887175368,0.60931844,0.0001,0.0002
762300,0,1726.179369,1.895538035,0.612559972,0.0001,0.0002
763200,0,1741.943433,1.903975148,0.61583326,0.0001,0.0002
764100,0,1587.98004,1.921076722,0.622476932,0.0001,0.0002
765000,0,1551.869512,1.929743233,0.62584825,0.0001,0.0002
765900,0,1551.869512,1.962200688,0.638501201,0.0001,0.0002
766800,0,1600.315788,1.971243088,0.642033708,0.0001,0.0002
767700,0,1598.607417,1.986500387,0.648001476,0.0001,0.0002
768600,0,1598.607417,1.980369213,0.645602212,0.0001,0.0002
769500,0,1552.293624,1.974275769,0.643219184,0.0001,0.0002
770400,0,1499.799759,1.956218369,0.636165934,0.0001,0.0002
771300,0,1499.799759,1.953240868,0.635004164,0.0001,0.0002
772200,0,1550.360205,1.9443625,0.631542081,0.0001,0.0002
773100,0,1560.096858,1.918205157,0.621360548,0.0001,0.0002
774000,0,1535.264479,1.906804235,0.616931491,0.0001,0.0002
774900,0,1557.96407,1.923956897,0.623596998,0.0001,0.0002
775800,0,1531.023257,1.921076722,0.622476932,0.0001,0.0002
776700,0,1595.01896,1.932649473,0.626979471,0.0001,0.0002
777600,0,1606.414962,1.93556448,0.628114447,0.0001,0.0002
778500,0,1615.124766,1.93556448,0.628114447,0.0001,0.0002
779400,0,1615.124766,1.932649473,0.626979471,0.0001,0.0002
780300,0,1584.869245,1.929743233,0.62584825,0.0001,0.0002
781200,0,1617.765701,1.912487705,0.619138759,0.0001,0.0002
782100,0,1630.090608,1.923956897,0.623596998,0.0001,0.0002
783000,0,1644.250504,1.923956897,0.623596998,0.0001,0.0002
783900,0,1629.957811,1.921076722,0.622476932,0.0001,0.0002
784800,0,1631.985734,1.932649473,0.626979471,0.0001,0.0002
785700,0,1628.166908,1.941420953,0.630395733,0.0001,0.0002
786600,0,1635.227174,1.956218369,0.636165934,0.0001,0.0002
787500,0,1635.227174,1.977317797,0.644408678,0.0001,0.0002
788400,0,1643.349788,1.992669643,0.650417137,0.0001,0.0002
789300,0,1626.717776,2.011409483,0.657764154,0.0001,0.0002
790200,0,1626.717776,2.014567111,0.659003464,0.0001,0.0002
791100,0,1665.636013,2.027297393,0.6640038,0.0001,0.0002
792000,0,1645.857579,2.0532468,0.674215908,0.0001,0.0002
792900,0,1653.888289,2.066472222,0.67943059,0.0001,0.0002
793800,0,1642.668888,2.777660714,0.968912694,0.0001,0.0002
794700,0,1666.410206,2.786708469,0.972701208,0.0001,0.0002
795600,0,1676.321831,2.791254486,0.974605664,0.0001,0.0002
796500,0,1577.728813,2.786708469,0.972701208,0.0001,0.0002
797400,0,1640.829621,2.782177236,0.970803563,0.0001,0.0002
798300,0,1640.829621,2.795815359,0.976516968,0.0001,0.0002
799200,0,1752.453523,2.804981967,0.98036026,0.0001,0.0002
800100,0,1830.49419,2.81884514,0.986177458,0.0001,0.0002
801000,0,1830.49419,2.828163636,0.990090859,0.0001,0.0002
801900,0,1797.30056,2.846986689,0.99800366,0.0001,0.0002
802800,0,1896.094584,2.842257475,0.996014615,0.0001,0.0002
803700,0,1896.094584,2.837543947,0.994032825,0.0001,0.0002
804600,0,1967.268321,2.842257475,0.996014615,0.0001,0.0002
805500,0,1912.778968,2.856492487,1,0.0001,0.0002
806400,0,1912.020912,2.851731667,1,0.0001,0.0002
807300,0,1940.792597,2.866061977,1,0.0001,0.0002
808200,0,2011.436729,2.870870805,1,0.0001,0.0002
809100,0,2011.436729,2.875695798,1,0.0001,0.0002
810000,0.003105571,1955.954991,2.870870805,1,0.0001,0.0002
810900,0.009945577,1990.390823,2.885394604,1,0.0001,0.0002
811800,0.016122071,1990.390823,2.870870805,1,0.0001,0.0002
812700,0.021911727,1966.139381,2.856492487,1,0.0001,0.0002
813600,0.027412844,1946.912979,2.842257475,0.996014615,0.0001,0.0002
814500,0.032749083,1936.215806,2.832846026,0.992058252,0.0001,0.0002
815400,0.037968506,1941.731742,2.832846026,0.992058252,0.0001,0.0002
816300,0.042644102,1893.845415,2.828163636,0.990090859,0.0001,0.0002
817200,0.04657581,1846.753963,2.81884514,0.986177458,0.0001,0.0002
818100,0.049628379,1900.19516,2.81884514,0.986177458,0.0001,0.0002
819000,0.051544147,1848.746053,2.837543947,0.994032825,0.0001,0.0002
819900,0.051690888,1848.746053,2.832846026,0.992058252,0.0001,0.0002
820800,0.050417831,1846.933905,2.832846026,0.992058252,0.0001,0.0002
821700,0.048222996,1784.780394,2.8234967,0.988130607,0.0001,0.0002
822600,0.045399585,1765.796167,2.81884514,0.986177458,0.0001,0.0002
823500,0.041391994,1748.817956,2.8234967,0.988130607,0.0001,0.0002
824400,0.036941398,1796.129262,2.81884514,0.986177458,0.0001,0.0002
825300,0.033013269,1792.752739,2.814208882,0.984231375,0.0001,0.0002
826200,0.030759609,1824.216196,2.814208882,0.984231375,0.0001,0.0002
827100,0.031075017,1815.579658,2.804981967,0.98036026,0.0001,0.0002
828000,0.032070279,1763.977238,2.804981967,0.98036026,0.0001,0.0002
828900,0.031537428,1738.459265,2.842257475,0.996014615,0.0001,0.0002
829800,0.027873354,1776.701165,2.851731667,1,0.0001,0.0002
830700,0.023344319,1772.948841,2.856492487,1,0.0001,0.0002
831600,0.043094349,1766.221446,2.856492487,1,0.0001,0.0002
832500,0.113407755,1734.944632,2.832846026,0.992058252,0.0001,0.0002
833400,0.125717785,1746.22833,2.800391162,0.978435154,0.0001,0.0002
834300,0.049696199,1739.259308,2.768671521,0.965151145,0.0001,0.0002
835200,0,1730.672429,2.777660714,0.968912694,0.0001,0.0002
836100,0,1730.672429,2.773158833,0.967028567,0.0001,0.0002
837000,0,1724.376156,2.773158833,0.967028567,0.0001,0.0002
837900,0,1678.115259,2.773158833,0.967028567,0.0001,0.0002
838800,0,1670.933686,2.768671521,0.965151145,0.0001,0.0002
839700,0,1662.217799,2.764198708,0.963280395,0.0001,0.0002
840600,0,1648.05353,2.773158833,0.967028567,0.0001,0.0002
841500,0,1668.661689,2.768671521,0.965151145,0.0001,0.0002
842400,0,1652.963592,2.764198708,0.963280395,0.0001,0.0002
843300,0,1660.481332,2.759740323,0.961416283,0.0001,0.0002
844200,0,1638.110666,2.049966853,0.672923688,0.0001,0.0002
845100,0,1613.913186,2.046697368,0.671636002,0.0001,0.0002
846000,0,1638.325566,2.040189587,0.669074136,0.0001,0.0002
846900,0,1638.325566,2.020912205,0.66149497,0.0001,0.0002
847800,0,1632.27307,2.020912205,0.66149497,0.0001,0.0002
848700,0,1666.766281,2.020912205,0.66149497,0.0001,0.0002
849600,0,1678.099645,2.030505142,0.665264766,0.0001,0.0002
850500,0,1686.154098,2.046697368,0.671636002,0.0001,0.0002
851400,0,1644.740237,2.027297393,0.6640038,0.0001,0.0002
852300,0,1687.673284,2.033723059,0.666530129,0.0001,0.0002
853200,0,1687.824532,2.049966853,0.672923688,0.0001,0.0002
854100,0,1724.33432,2.06314992,0.678120002,0.0001,0.0002
855000,0,1724.33432,2.066472222,0.67943059,0.0001,0.0002
855900,0,1687.3918,2.05653726,0.675512685,0.0001,0.0002
856800,0,1791.390727,2.043438296,0.670352825,0.0001,0.0002
857700,0,1829.546834,2.027297393,0.6640038,0.0001,0.0002
858600,0,1830.157105,2.01773467,0.660247063,0.0001,0.0002
859500,0,1813.006563,2.014567111,0.659003464,0.0001,0.0002
860400,0,1842.137476,2.014567111,0.659003464,0.0001,0.0002
861300,0,1858.376601,2.011409483,0.657764154,0.0001,0.0002
862200,0,1827.263566,2.011409483,0.657764154,0.0001,0.0002
863100,0,1827.263566,2.014567111,0.659003464,0.0001,0.0002
864000,0,1851.216583,2.014567111,0.659003464,0.0001,0.0002
864900,0,1855.440476,2.01773467,0.660247063,0.0001,0.0002
865800,0,1855.440476,2.014567111,0.659003464,0.0001,0.0002
866700,0,1828.199147,2.01773467,0.660247063,0.0001,0.0002
867600,0,1838.659384,2.01773467,0.660247063,0.0001,0.0002
868500,0,1838.659384,2.020912205,0.66149497,0.0001,0.0002
869400,0,1865.050824,2.020912205,0.66149497,0.0001,0.0002
870300,0,1853.163014,2.01773467,0.660247063,0.0001,0.0002
871200,0,1853.774978,2.024099763,0.662747208,0.0001,0.0002
872100,0,1858.624872,2.040189587,0.669074136,0.0001,0.0002
873000,0,1861.554143,2.046697368,0.671636002,0.0001,0.0002
873900,0,1861.554143,2.059838283,0.676814042,0.0001,0.0002
874800,0,1866.052545,2.0532468,0.674215908,0.0001,0.0002
875700,0,1848.140501,2.0532468,0.674215908,0.0001,0.0002
876600,0,1848.140501,2.049966853,0.672923688,0.0001,0.0002
877500,0,1888.200178,2.03695119,0.667799912,0.0001,0.0002
878400,0,1869.984649,2.030505142,0.665264766,0.0001,0.0002
879300,0,1869.984649,2.020912205,0.66149497,0.0001,0.0002
880200,0,1868.430291,2.014567111,0.659003464,0.0001,0.0002
881100,0,1888.05886,2.005123828,0.65529831,0.0001,0.0002
882000,0,1903.421587,1.998877336,0.65284936,0.0001,0.0002
882900,0,1804.094257,2.020912205,0.66149497,0.0001,0.0002
883800,0,1868.463443,2.049966853,0.672923688,0.0001,0.0002
884700,0,1898.339728,2.777660714,0.968912694,0.0001,0.0002
885600,0,2042.367058,2.804981967,0.98036026,0.0001,0.0002
886500,0,2047.001637,2.804981967,0.98036026,0.0001,0.0002
887400,0,2047.001637,2.768671521,0.965151145,0.0001,0.0002
888300,0,2012.536539,2.759740323,0.961416283,0.0001,0.0002
889200,0,2108.409849,2.033723059,0.666530129,0.0001,0.0002
890100,0,2108.409849,2.033723059,0.666530129,0.0001,0.0002
891000,0,2176.778788,2.03695119,0.667799912,0.0001,0.0002
891900,0,2116.776991,2.030505142,0.665264766,0.0001,0.0002
892800,0,2113.839871,2.040189587,0.669074136,0.0001,0.0002
893700,0,2137.70273,2.043438296,0.670352825,0.0001,0.0002
894600,0,2198.164067,2.773158833,0.967028567,0.0001,0.0002
895500,0,2198.164067,2.786708469,0.972701208,0.0001,0.0002
896400,0.002160129,2132.21197,2.791254486,0.974605664,0.0001,0.0002
897300,0.008351891,2157.330115,2.066472222,0.67943059,0.0001,0.0002
898200,0.016667832,2157.330115,2.759740323,0.961416283,0.0001,0.0002
899100,0.027550735,2121.113661,2.0532468,0.674215908,0.0001,0.0002
900000,0.053424772,2101.254569,2.030505142,0.665264766,0.0001,0.0002
900900,0.086356156,2101.254569,1.977317797,0.644408678,0.0001,0.0002
901800,0.101503268,2092.647025,1.956218369,0.636165934,0.0001,0.0002
902700,0.107998729,2008.859006,1.93556448,0.628114447,0.0001,0.0002
903600,0.111868823,1963.785809,1.938488293,0.629253195,0.0001,0.0002
904500,0.117128879,2006.254931,1.932649473,0.626979471,0.0001,0.0002
905400,0.126581701,1938.495532,1.926845721,0.624720765,0.0001,0.0002
906300,0.137386409,1938.495532,1.912487705,0.619138759,0.0001,0.0002
907200,0.148018778,1921.530489,1.923956897,0.623596998,0.0001,0.0002
908100,0.15774868,1845.289074,1.926845721,0.624720765,0.0001,0.0002
909000,0.171866476,1845.289074,1.932649473,0.626979471,0.0001,0.0002
909900,0.178829965,1796.600415,1.9443625,0.631542081,0.0001,0.0002
910800,0.18464142,1836.461126,1.956218369,0.636165934,0.0001,0.0002
911700,0.189061932,1836.461126,1.956218369,0.636165934,0.0001,0.0002
912600,0.19064595,1856.358272,1.956218369,0.636165934,0.0001,0.0002
913500,0.18136453,1829.782701,1.968219709,0.640852233,0.0001,0.0002
914400,0.162715039,1815.531008,1.995768663,0.651631168,0.0001,0.0002
915300,0.138007336,1761.817832,2.014567111,0.659003464,0.0001,0.0002
916200,0.108623948,1795.975724,2.020912205,0.66149497,0.0001,0.0002
917100,0.058105582,1792.565437,2.03695119,0.667799912,0.0001,0.0002
918000,0.02628511,1783.486387,2.040189587,0.669074136,0.0001,0.0002
918900,0.015129804,1761.097691,2.049966853,0.672923688,0.0001,0.0002
919800,0.007004507,1761.097691,2.0532468,0.674215908,0.0001,0.0002
920700,0.00104286,1784.543826,2.06314992,0.678120002,0.0001,0.0002
921600,0,1757.620848,2.777660714,0.968912694,0.0001,0.0002
922500,0,1757.620848,2.795815359,0.976516968,0.0001,0.0002
923400,0,1747.700132,2.791254486,0.974605664,0.0001,0.0002
924300,0,1697.40677,2.814208882,0.984231375,0.0001,0.0002
925200,0,1689.793339,2.8234967,0.988130607,0.0001,0.0002
926100,0,1679.695372,2.837543947,0.994032825,0.0001,0.0002
927000,0,1662.980171,2.837543947,0.994032825,0.0001,0.0002
927900,0,1674.976329,2.842257475,0.996014615,0.0001,0.0002
928800,0,1659.101589,2.832846026,0.992058252,0.0001,0.0002
929700,0,1667.856175,2.832846026,0.992058252,0.0001,0.0002
930600,0,1619.037419,2.842257475,0.996014615,0.0001,0.0002
931500,0,1619.827381,2.842257475,0.996014615,0.0001,0.0002
932400,0,1632.141388,2.856492487,1,0.0001,0.0002
933300,0,1623.290929,2.837543947,0.994032825,0.0001,0.0002
934200,0,1622.462002,2.856492487,1,0.0001,0.0002
935100,0,1649.305295,2.866061977,1,0.0001,0.0002
936000,0,1652.962303,2.880537037,1,0.0001,0.0002
936900,0,1662.215489,2.919861775,1,0.0001,0.0002
937800,0,1614.226845,2.960275087,1,0.0001,0.0002
938700,0,1651.393922,3.017705467,1,0.0001,0.0002
939600,0,1651.538932,3.028387611,1,0.0001,0.0002
940500,0,1679.387068,2.996565674,1,0.0001,0.0002
941400,0,1679.387068,2.955162349,1,0.0001,0.0002
942300,0,1632.658994,2.914887564,1,0.0001,0.0002
943200,0,1723.917441,2.851731667,1,0.0001,0.0002
944100,0,1738.813488,2.837543947,0.994032825,0.0001,0.0002
945000,0,1743.355874,2.800391162,0.978435154,0.0001,0.0002
945900,0,1725.875707,2.782177236,0.970803563,0.0001,0.0002
946800,0,1727.033373,2.809587849,0.982292322,0.0001,0.0002
947700,0,1757.066788,2.800391162,0.978435154,0.0001,0.0002
948600,0,1699.693963,2.795815359,0.976516968,0.0001,0.0002
949500,0,1634.926277,2.786708469,0.972701208,0.0001,0.0002
950400,0,1634.700455,2.773158833,0.967028567,0.0001,0.0002
951300,0,1615.879166,2.782177236,0.970803563,0.0001,0.0002
952200,0,1615.879166,2.786708469,0.972701208,0.0001,0.0002
953100,0,1609.367294,2.800391162,0.978435154,0.0001,0.0002
954000,0,1578.30628,2.81884514,0.986177458,0.0001,0.0002
954900,0,1578.30628,2.814208882,0.984231375,0.0001,0.0002
955800,0,1572.888382,2.828163636,0.990090859,0.0001,0.0002
956700,0,1574.319087,2.842257475,0.996014615,0.0001,0.0002
957600,0,1572.792723,2.861269231,1,0.0001,0.0002
958500,0,1567.575888,2.866061977,1,0.0001,0.0002
959400,0,1567.468297,2.875695798,1,0.0001,0.0002
960300,0,1566.821379,2.885394604,1,0.0001,0.0002
961200,0,1569.895754,2.895159052,1,0.0001,0.0002
962100,0,1584.51123,2.900066102,1,0.0001,0.0002
963000,0,1605.547626,2.890268581,1,0.0001,0.0002
963900,0,1588.961858,2.880537037,1,0.0001,0.0002
964800,0,1579.9453,2.866061977,1,0.0001,0.0002
965700,0,1579.9453,2.846986689,0.99800366,0.0001,0.0002
966600,0,1581.459354,2.846986689,0.99800366,0.0001,0.0002
967500,0,1703.858117,2.842257475,0.996014615,0.0001,0.0002
968400,0,1692.117116,2.837543947,0.994032825,0.0001,0.0002
969300,0,1720.48236,2.837543947,0.994032825,0.0001,0.0002
970200,0,1714.689263,2.837543947,0.994032825,0.0001,0.0002
971100,0,1714.689263,2.81884514,0.986177458,0.0001,0.0002
972000,0,1830.986793,2.804981967,0.98036026,0.0001,0.0002
972900,0,1976.727362,2.786708469,0.972701208,0.0001,0.0002
973800,0,1737.763525,2.046697368,0.671636002,0.0001,0.0002
974700,0,1716.52313,2.01773467,0.660247063,0.0001,0.0002
975600,0,1785.207058,1.998877336,0.65284936,0.0001,0.0002
976500,0,1785.207058,1.971243088,0.642033708,0.0001,0.0002
977400,0,1958.173575,1.971243088,0.642033708,0.0001,0.0002
978300,0,1887.590125,1.977317797,0.644408678,0.0001,0.0002
979200,0,1841.773182,1.986500387,0.648001476,0.0001,0.0002
980100,0,1842.619707,2.014567111,0.659003464,0.0001,0.0002
981000,0,1871.370346,2.014567111,0.659003464,0.0001,0.0002
981900,0.006186264,1871.370346,2.040189587,0.669074136,0.0001,0.0002
982800,0.013880726,1914.482688,2.768671521,0.965151145,0.0001,0.0002
983700,0.021109618,1839.401328,2.832846026,0.992058252,0.0001,0.0002
984600,0.028566082,1779.573659,2.851731667,1,0.0001,0.0002
985500,0.036807169,1776.134543,2.782177236,0.970803563,0.0001,0.0002
986400,0.060510191,1745.519687,2.03695119,0.667799912,0.0001,0.0002
987300,0.082633587,1770.351866,1.995768663,0.651631168,0.0001,0.0002
988200,0.08487435,1755.479691,2.00199571,0.654071734,0.0001,0.0002
989100,0.064282558,1733.204433,2.005123828,0.65529831,0.0001,0.0002
990000,0.050567133,1733.926037,2.005123828,0.65529831,0.0001,0.0002
990900,0.046313103,1693.673327,2.00199571,0.654071734,0.0001,0.0002
991800,0.043753202,1681.029484,2.046697368,0.671636002,0.0001,0.0002
992700,0.041528874,1681.029484,2.027297393,0.6640038,0.0001,0.0002
993600,0.039341842,1651.384404,2.03695119,0.667799912,0.0001,0.0002
994500,0.037289014,1590.159652,2.059838283,0.676814042,0.0001,0.0002
995400,0.035690724,1590.159652,2.059838283,0.676814042,0.0001,0.0002
996300,0.035665143,1562.094078,2.059838283,0.676814042,0.0001,0.0002
997200,0.03671666,1554.928612,2.059838283,0.676814042,0.0001,0.0002
998100,0.038090758,1554.928612,2.759740323,0.961416283,0.0001,0.0002
999000,0.039371582,1536.902947,2.768671521,0.965151145,0.0001,0.0002
999900,0.041734473,1541.192856,2.786708469,0.972701208,0.0001,0.0002
1000800,0.047301927,1536.636189,2.809587849,0.982292322,0.0001,0.0002
1001700,0.053465858,1532.553832,2.837543947,0.994032825,0.0001,0.0002
1002600,0.059610636,1550.093479,2.866061977,1,0.0001,0.0002
1003500,0.057904043,1569.216135,2.866061977,1,0.0001,0.0002
1004400,0.051675039,1569.188642,2.875695798,1,0.0001,0.0002
1005300,0.042129219,1504.65979,2.870870805,1,0.0001,0.0002
1006200,0.030364869,1504.65979,2.866061977,1,0.0001,0.0002
1007100,0.008471194,1521.680695,2.866061977,1,0.0001,0.0002
1008000,0,1555.665906,2.851731667,1,0.0001,0.0002
1008900,0,1595.588446,2.846986689,0.99800366,0.0001,0.0002
1009800,0,1601.013003,2.846986689,0.99800366,0.0001,0.0002
1010700,0,1569.245225,2.851731667,1,0.0001,0.0002
1011600,0,1582.387212,2.842257475,0.996014615,0.0001,0.0002
1012500,0,1583.426458,2.832846026,0.992058252,0.0001,0.0002
1013400,0,1714.276356,2.828163636,0.990090859,0.0001,0.0002
1014300,0,1785.412513,2.8234967,0.988130607,0.0001,0.0002
1015200,0,1764.611017,2.8234967,0.988130607,0.0001,0.0002
1016100,0,1799.308112,2.81884514,0.986177458,0.0001,0.0002
1017000,0,1781.702721,2.814208882,0.984231375,0.0001,0.0002
1017900,0,1709.216651,2.814208882,0.984231375,0.0001,0.0002
1018800,0,1746.487716,2.804981967,0.98036026,0.0001,0.0002
1019700,0,1746.487716,2.809587849,0.982292322,0.0001,0.0002
1020600,0,1784.423028,2.81884514,0.986177458,0.0001,0.0002
1021500,0,1799.732774,2.832846026,0.992058252,0.0001,0.0002
1022400,0,1814.601495,2.846986689,0.99800366,0.0001,0.0002
1023300,0,1657.974979,2.885394604,1,0.0001,0.0002
1024200,0,1601.805838,2.909930272,1,0.0001,0.0002
1025100,0,1601.805838,2.919861775,1,0.0001,0.0002
1026000,0,1638.055603,2.919861775,1,0.0001,0.0002
1026900,0,1640.291347,2.934886792,1,0.0001,0.0002
1027800,0,1640.291347,2.919861775,1,0.0001,0.0002
1028700,0,1568.700391,2.890268581,1,0.0001,0.0002
1029600,0,1540.041755,2.866061977,1,0.0001,0.0002
1030500,0,1565.764682,2.837543947,0.994032825,0.0001,0.0002
1031400,0,1597.270124,2.795815359,0.976516968,0.0001,0.0002
1032300,0,1591.977111,2.066472222,0.67943059,0.0001,0.0002
1033200,0,1570.451233,2.033723059,0.666530129,0.0001,0.0002
1034100,0,1565.696451,2.024099763,0.662747208,0.0001,0.0002
1035000,0,1531.923711,2.005123828,0.65529831,0.0001,0.0002
1035900,0,1526.197422,2.046697368,0.671636002,0.0001,0.0002
1036800,0,1526.169624,2.033723059,0.666530129,0.0001,0.0002
1037700,0,1518.618022,2.03695119,0.667799912,0.0001,0.0002
1038600,0,1518.618022,2.014567111,0.659003464,0.0001,0.0002
1039500,0,1515.659385,2.00199571,0.654071734,0.0001,0.0002
1040400,0,1512.089085,1.986500387,0.648001476,0.0001,0.0002
1041300,0,1511.227662,1.971243088,0.642033708,0.0001,0.0002
1042200,0,1511.523062,1.956218369,0.636165934,0.0001,0.0002
1043100,0,1514.411753,1.992669643,0.650417137,0.0001,0.0002
1044000,0,1514.935263,2.040189587,0.669074136,0.0001,0.0002
1044900,0,1509.405701,2.809587849,0.982292322,0.0001,0.0002
1045800,0,1511.954358,2.880537037,1,0.0001,0.0002
1046700,0,1516.587108,2.914887564,1,0.0001,0.0002
1047600,0,1519.226342,2.939929553,1,0.0001,0.0002
1048500,0,1547.345868,2.97572,1,0.0001,0.0002
1049400,0,1561.318979,2.919861775,1,0.0001,0.0002
1050300,0,1545.741666,2.880537037,1,0.0001,0.0002
1051200,0,1535.098495,2.837543947,0.994032825,0.0001,0.0002
1052100,0,1535.098495,2.828163636,0.990090859,0.0001,0.0002
1053000,0,1534.948094,2.777660714,0.968912694,0.0001,0.0002
1053900,0,1657.977191,2.033723059,0.666530129,0.0001,0.0002
1054800,0,1646.407887,2.011409483,0.657764154,0.0001,0.0002
1055700,0,1674.42318,1.998877336,0.65284936,0.0001,0.0002
1056600,0,1669.531339,1.980369213,0.645602212,0.0001,0.0002
1057500,0,1710.510358,1.977317797,0.644408678,0.0001,0.0002
1058400,0,1786.50961,1.977317797,0.644408678,0.0001,0.0002
1059300,0,1933.742789,1.96520559,0.639674737,0.0001,0.0002
1060200,0,1933.742789,1.932649473,0.626979471,0.0001,0.0002
1061100,0,1675.238013,1.929743233,0.62584825,0.0001,0.0002
1062000,0,1745.724572,1.929743233,0.62584825,0.0001,0.0002
1062900,0,1745.724572,1.912487705,0.619138759,0.0001,0.0002
1063800,0,1918.31341,1.915342164,0.62024783,0.0001,0.0002
1064700,0,1848.054492,1.9443625,0.631542081,0.0001,0.0002
1065600,0,1803.006113,1.971243088,0.642033708,0.0001,0.0002
1066500,0,1803.933685,1.995768663,0.651631168,0.0001,0.0002
1067400,0,1823.059626,2.027297393,0.6640038,0.0001,0.0002
1068300,0,1865.349439,2.043438296,0.670352825,0.0001,0.0002
1069200,0.003777329,1870.027545,2.0532468,0.674215908,0.0001,0.0002
1070100,0.011472564,1794.531717,2.0532468,0.674215908,0.0001,0.0002
1071000,0.019243975,1794.531717,2.033723059,0.666530129,0.0001,0.0002
1071900,0.02711258,1706.138929,2.00199571,0.654071734,0.0001,0.0002
1072800,0.03836393,1689.266371,1.953240868,0.635004164,0.0001,0.0002
1073700,0.048672957,1689.266371,1.926845721,0.624720765,0.0001,0.0002
1074600,0.058281407,1711.147598,1.909641741,0.618033319,0.0001,0.0002
1075500,0.065779428,1660.209304,1.898342086,0.613647517,0.0001,0.0002
1076400,0.070916215,1659.084947,1.901154444,0.614738608,0.0001,0.0002
1077300,0.07364321,1617.657342,1.889954713,0.61039545,0.0001,0.0002
1078200,0.073246903,1597.513963,1.870669461,0.602928867,0.0001,0.0002
1079100,0.068761005,1597.513963,1.870669461,0.602928867,0.0001,0.0002
1080000,0.060901153,1563.234125,1.876139254,0.605045025,0.0001,0.0002
1080900,0.05732883,1506.693807,1.870669461,0.602928867,0.0001,0.0002
1081800,0.05307242,1506.693807,1.867946507,0.60187587,0.0001,0.0002
1082700,0.047615706,1478.908659,1.859825,0.598737015,0.0001,0.0002
1083600,0.041776641,1467.717174,1.849105548,0.594598285,0.0001,0.0002
1084500,0.036598,1455.943233,1.85177381,0.595628041,0.0001,0.0002
1085400,0.033327035,1449.399589,1.849105548,0.594598285,0.0001,0.0002
1086300,0.032956789,1455.020193,1.895538035,0.612559972,0.0001,0.0002
1087200,0.0334721,1455.645173,1.932649473,0.626979471,0.0001,0.0002
1088100,0.032511483,1440.61051,1.977317797,0.644408678,0.0001,0.0002
1089000,0.028274454,1461.520153,2.024099763,0.662747208,0.0001,0.0002
1089900,0.022838742,1461.520153,2.049966853,0.672923688,0.0001,0.0002
1090800,0.017146523,1480.851521,2.782177236,0.970803563,0.0001,0.0002
1091700,0.011698221,1415.547037,2.795815359,0.976516968,0.0001,0.0002
1092600,0.006636902,1415.547037,2.782177236,0.970803563,0.0001,0.0002
1093500,0.002020177,1429.401521,2.06314992,0.678120002,0.0001,0.0002
1094400,0,1466.838272,2.014567111,0.659003464,0.0001,0.0002
1095300,0,1466.838272,1.989580233,0.649207247,0.0001,0.0002
1096200,0,1507.001514,1.968219709,0.640852233,0.0001,0.0002
1097100,0,1463.888564,1.962200688,0.638501201,0.0001,0.0002
1098000,0,1482.111653,1.971243088,0.642033708,0.0001,0.0002
1098900,0,1481.851493,1.962200688,0.638501201,0.0001,0.0002
1099800,0,1609.45083,1.959204962,0.637331607,0.0001,0.0002
1100700,0,1609.45083,1.9443625,0.631542081,0.0001,0.0002
1101600,0,1660.217587,1.918205157,0.621360548,0.0001,0.0002
