,Normed PV feed in series for 1 kWp installed PV capacity,Heat demand time series inclusive losses of district hetaing network. This demand time series needs to be equal to the thermal energy after the thermal storage in the modelica model,This is the COP of the air source heat pump. It must be identical to the COP of the modelica model.,Maximum thermal power of the air sourced heatpump. ,Fixed loss factor related to the thermal capacity of the storage. It can be considered as thermal losses in the empty state e.g. at 50C,Loss factor dependent on the state of charge of the storage. It is related to the thermal capacity of the storage
SECONDS,pv_normed_per_kWp,Heat_demand_after_storage_kW,COP_Heatpump_air,Maximum-Power_Heatpump_air,TES_fix_loss_factor,TES_SOC_loss_factor
19750500,0.164696183,129.6233617,3.434225336,1,0.0001,0.0002
19751400,0.17741547,113.9299078,3.446372672,1,0.0001,0.0002
19752300,0.181411439,113.9299078,3.458520007,1,0.0001,0.0002
19753200,0.180897406,132.3821723,3.470667343,1,0.0001,0.0002
19754100,0.174950453,127.9697479,3.45173017,1,0.0001,0.0002
19755000,0.157890041,127.9697479,3.432792997,1,0.0001,0.0002
19755900,0.119863618,125.9053207,3.413855824,1,0.0001,0.0002
19756800,0.090317161,107.0971692,3.394918651,1,0.0001,0.0002
19757700,0.072199902,107.0971692,3.383292217,1,0.0001,0.0002
19758600,0.065062546,114.6159621,3.371665784,1,0.0001,0.0002
19759500,0.066561944,115.3213048,3.36003935,1,0.0001,0.0002
19760400,0.092231197,122.568376,3.348412916,1,0.0001,0.0002
19761300,0.156295556,97.46674796,3.345149356,1,0.0001,0.0002
19762200,0.158364354,201.7434833,3.341885795,1,0.0001,0.0002
19763100,0.14071344,201.7434833,3.338622235,1,0.0001,0.0002
19764000,0.118888093,143.1804252,3.335358674,1,0.0001,0.0002
19764900,0.091502967,135.597058,3.320982128,1,0.0001,0.0002
19765800,0.06063709,135.597058,3.306605582,1,0.0001,0.0002
19766700,0.030154928,298.9849285,3.292229036,1,0.0001,0.0002
19767600,0.014792269,321.8465273,3.27785249,1,0.0001,0.0002
19768500,0.006906816,321.8465273,3.265483236,1,0.0001,0.0002
19769400,0.001926155,185.299606,3.253113981,1,0.0001,0.0002
19770300,0.000425998,169.1603646,3.240744727,1,0.0001,0.0002
19771200,0,173.173274,3.228375472,1,0.0001,0.0002
19772100,0,253.0466285,3.231432646,1,0.0001,0.0002
19773000,0,215.1828195,3.23448982,1,0.0001,0.0002
19773900,0,215.1828195,3.237546993,1,0.0001,0.0002
19774800,0,235.0608871,3.240604167,1,0.0001,0.0002
19775700,0,181.8665443,3.242141455,1,0.0001,0.0002
19776600,0,181.8665443,3.243678744,1,0.0001,0.0002
19777500,0,197.4781287,3.245216033,1,0.0001,0.0002
19778400,0,201.4062759,3.246753321,1,0.0001,0.0002
19779300,0,201.4062759,3.236113212,1,0.0001,0.0002
19780200,0,196.5412401,3.225473102,1,0.0001,0.0002
19781100,0,188.4483676,3.214832993,1,0.0001,0.0002
19782000,0,192.750214,3.204192884,1,0.0001,0.0002
19782900,0,192.6299598,3.204192884,1,0.0001,0.0002
19783800,0,207.7596536,3.204192884,1,0.0001,0.0002
19784700,0,207.7596536,3.204192884,1,0.0001,0.0002
19785600,0,220.9760693,3.204192884,1,0.0001,0.0002
19786500,0,229.1497163,3.198237135,1,0.0001,0.0002
19787400,0,229.1497163,3.192281386,1,0.0001,0.0002
19788300,0,234.4207263,3.186325637,1,0.0001,0.0002
19789200,0,241.19501,3.180369888,1,0.0001,0.0002
19790100,0,241.19501,3.171600486,1,0.0001,0.0002
19791000,0,252.3554428,3.162831084,1,0.0001,0.0002
19791900,0,261.5268946,3.154061681,1,0.0001,0.0002
19792800,0,265.9786177,3.145292279,1,0.0001,0.0002
19793700,0,266.5631683,3.14819384,1,0.0001,0.0002
19794600,0,282.5012295,3.151095402,1,0.0001,0.0002
19795500,0,282.5012295,3.153996963,1,0.0001,0.0002
19796400,0,285.8349062,3.156898524,1,0.0001,0.0002
19797300,0,305.5686437,3.16129124,1,0.0001,0.0002
19798200,0,305.5686437,3.165683956,1,0.0001,0.0002
19799100,0,314.0844257,3.170076672,1,0.0001,0.0002
19800000,0,303.8541656,3.174469388,1,0.0001,0.0002
19800900,0,303.8541656,3.192540371,1,0.0001,0.0002
19801800,0,325.9816069,3.210611355,1,0.0001,0.0002
19802700,0,416.4000056,3.228682338,1,0.0001,0.0002
19803600,7.50E-05,417.0991065,3.246753321,1,0.0001,0.0002
19804500,0.002915539,500.32061,3.27216822,1,0.0001,0.0002
19805400,0.009331181,390.4289265,3.297583119,1,0.0001,0.0002
19806300,0.017229616,409.8917595,3.322998017,1,0.0001,0.0002
19807200,0.026971727,428.2795912,3.348412916,1,0.0001,0.0002
19808100,0.039643086,403.639262,3.373728538,1,0.0001,0.0002
19809000,0.055557149,403.639262,3.39904416,1,0.0001,0.0002
19809900,0.074850926,328.5378064,3.424359781,1,0.0001,0.0002
19810800,0.098315517,329.5661348,3.449675403,1,0.0001,0.0002
19811700,0.126541535,405.3067039,3.476569962,1,0.0001,0.0002
19812600,0.162319948,469.7574498,3.503464521,1,0.0001,0.0002
19813500,0.20528815,438.9314361,3.530359079,1,0.0001,0.0002
19814400,0.257331052,394.7998783,3.557253638,1,0.0001,0.0002
19815300,0.306357264,313.6002693,3.568487071,1,0.0001,0.0002
19816200,0.352837637,350.3874362,3.579720503,1,0.0001,0.0002
19817100,0.401015488,350.3874362,3.590953936,1,0.0001,0.0002
19818000,0.443055293,275.9329289,3.602187368,1,0.0001,0.0002
19818900,0.483201741,185.4063431,3.613708223,1,0.0001,0.0002
19819800,0.51757882,185.4063431,3.625229079,1,0.0001,0.0002
19820700,0.525196948,178.9999404,3.636749934,1,0.0001,0.0002
19821600,0.516247562,232.3667622,3.648270789,1,0.0001,0.0002
19822500,0.500923799,232.3667622,3.660090241,1,0.0001,0.0002
19823400,0.506166848,188.8719562,3.671909693,1,0.0001,0.0002
19824300,0.530347776,149.4645422,3.683729144,1,0.0001,0.0002
19825200,0.564714638,151.0677545,3.695548596,1,0.0001,0.0002
19826100,0.580292548,145.756814,3.699556783,1,0.0001,0.0002
19827000,0.567524401,129.8068717,3.703564971,1,0.0001,0.0002
19827900,0.52229766,129.8068717,3.707573158,1,0.0001,0.0002
19828800,0.473141439,90.4455279,3.711581345,1,0.0001,0.0002
19829700,0.421028344,81.74169838,3.707573158,1,0.0001,0.0002
19830600,0.393330276,81.74169838,3.703564971,1,0.0001,0.0002
19831500,0.366994105,86.23974973,3.699556783,1,0.0001,0.0002
19832400,0.340128486,83.84961599,3.695548596,1,0.0001,0.0002
19833300,0.309070667,83.84961599,3.709731074,1,0.0001,0.0002
19834200,0.285777353,100.1851762,3.723913553,1,0.0001,0.0002
19835100,0.262113109,103.7643008,3.738096031,1,0.0001,0.0002
19836000,0.240186576,100.1686809,3.752278509,1,0.0001,0.0002
19836900,0.222871792,109.0682604,3.734122323,1,0.0001,0.0002
19837800,0.215399059,94.40644006,3.715966136,1,0.0001,0.0002
19838700,0.228108729,94.40644006,3.69780995,1,0.0001,0.0002
19839600,0.252372997,114.8529264,3.679653763,1,0.0001,0.0002
19840500,0.267370025,111.3324904,3.66986745,1,0.0001,0.0002
19841400,0.265586844,111.3324904,3.660081137,1,0.0001,0.0002
19842300,0.258139058,108.7922691,3.650294824,1,0.0001,0.0002
19843200,0.246807032,90.84382306,3.640508511,1,0.0001,0.0002
19844100,0.230715988,90.84382306,3.623408001,1,0.0001,0.0002
19845000,0.2087214,99.95173112,3.606307492,1,0.0001,0.0002
19845900,0.180913536,102.5771251,3.589206982,1,0.0001,0.0002
19846800,0.152017204,112.2553792,3.572106472,1,0.0001,0.0002
19847700,0.126880353,89.79372013,3.53119091,1,0.0001,0.0002
19848600,0.108594527,194.5420004,3.490275348,1,0.0001,0.0002
19849500,0.091893072,194.5420004,3.449359785,1,0.0001,0.0002
19850400,0.075892611,145.5579176,3.408444223,1,0.0001,0.0002
19851300,0.061177187,126.2257686,3.390172836,1,0.0001,0.0002
19852200,0.047882439,126.2257686,3.371901449,1,0.0001,0.0002
19853100,0.036027759,176.9393911,3.353630061,1,0.0001,0.0002
19854000,0.026963933,332.424794,3.335358674,1,0.0001,0.0002
19854900,0.016148871,332.424794,3.340263613,1,0.0001,0.0002
19855800,0.005757986,168.6307168,3.345168553,1,0.0001,0.0002
19856700,0,145.7461029,3.350073492,1,0.0001,0.0002
19857600,0,147.4026665,3.354978431,1,0.0001,0.0002
19858500,0,209.8703595,3.354978431,1,0.0001,0.0002
19859400,0,173.0549505,3.354978431,1,0.0001,0.0002
19860300,0,173.0549505,3.354978431,1,0.0001,0.0002
19861200,0,176.9951185,3.354978431,1,0.0001,0.0002
19862100,0,126.987149,3.354978431,1,0.0001,0.0002
19863000,0,126.987149,3.354978431,1,0.0001,0.0002
19863900,0,135.8234907,3.354978431,1,0.0001,0.0002
19864800,0,141.3486612,3.354978431,1,0.0001,0.0002
19865700,0,141.3486612,3.351702085,1,0.0001,0.0002
19866600,0,143.3677683,3.348425739,1,0.0001,0.0002
19867500,0,117.4427376,3.345149393,1,0.0001,0.0002
19868400,0,116.9374708,3.341873047,1,0.0001,0.0002
19869300,0,112.4335087,3.345149393,1,0.0001,0.0002
19870200,0,138.2251706,3.348425739,1,0.0001,0.0002
19871100,0,138.2251706,3.351702085,1,0.0001,0.0002
19872000,0,228.3636739,3.354978431,1,0.0001,0.0002
19872900,0,170.7927338,3.353337052,1,0.0001,0.0002
19873800,0,170.7927338,3.351695674,1,0.0001,0.0002
19874700,0,151.1895253,3.350054295,1,0.0001,0.0002
19875600,0,167.5287792,3.348412916,1,0.0001,0.0002
19876500,0,167.5287792,3.346777949,1,0.0001,0.0002
19877400,0,160.3473766,3.345142982,1,0.0001,0.0002
19878300,0,152.8464387,3.343508014,1,0.0001,0.0002
19879200,0,153.8359788,3.341873047,1,0.0001,0.0002
19880100,0,148.3073606,3.341873047,1,0.0001,0.0002
19881000,0,156.8666021,3.341873047,1,0.0001,0.0002
19881900,0,156.8666021,3.341873047,1,0.0001,0.0002
19882800,0,154.2216997,3.341873047,1,0.0001,0.0002
19883700,0,155.663104,3.343508014,1,0.0001,0.0002
19884600,0,155.663104,3.345142982,1,0.0001,0.0002
19885500,0,149.476454,3.346777949,1,0.0001,0.0002
19886400,0,148.5057822,3.348412916,1,0.0001,0.0002
19887300,0,148.5057822,3.36003935,1,0.0001,0.0002
19888200,0,142.1395273,3.371665784,1,0.0001,0.0002
19889100,0,146.390612,3.383292217,1,0.0001,0.0002
19890000,6.38E-05,147.4210688,3.394918651,1,0.0001,0.0002
19890900,0.008733127,145.0833303,3.422745853,1,0.0001,0.0002
19891800,0.020318718,152.9191428,3.450573055,1,0.0001,0.0002
19892700,0.030396935,147.780626,3.478400257,1,0.0001,0.0002
19893600,0.038951412,141.3497163,3.506227459,1,0.0001,0.0002
19894500,0.046788227,166.1606096,3.52083674,1,0.0001,0.0002
19895400,0.055282939,166.1606096,3.535446021,1,0.0001,0.0002
19896300,0.062203594,136.886907,3.550055302,1,0.0001,0.0002
19897200,0.068242741,154.1039652,3.564664583,1,0.0001,0.0002
19898100,0.076426966,154.1039652,3.579769094,1,0.0001,0.0002
19899000,0.087979541,225.9388508,3.594873605,1,0.0001,0.0002
19899900,0.103429505,282.1727811,3.609978116,1,0.0001,0.0002
19900800,0.122771308,250.479305,3.625082627,1,0.0001,0.0002
19901700,0.141774927,219.8398476,3.627006769,1,0.0001,0.0002
19902600,0.160375091,241.0526362,3.62893091,1,0.0001,0.0002
19903500,0.178959642,261.8308608,3.630855052,1,0.0001,0.0002
19904400,0.19756799,257.3097453,3.632779193,1,0.0001,0.0002
19905300,0.215951762,298.578892,3.646480408,1,0.0001,0.0002
19906200,0.233502614,298.578892,3.660181623,1,0.0001,0.0002
19907100,0.247985598,342.7990695,3.673882837,1,0.0001,0.0002
19908000,0.259699435,390.4719159,3.687584052,1,0.0001,0.0002
19908900,0.269345786,390.4719159,3.699661292,1,0.0001,0.0002
19909800,0.273292424,340.6675759,3.711738533,1,0.0001,0.0002
19910700,0.252821762,276.064593,3.723815773,1,0.0001,0.0002
19911600,0.221700934,262.1345092,3.735893013,1,0.0001,0.0002
19912500,0.195134616,256.140542,3.758876695,1,0.0001,0.0002
19913400,0.198661053,187.900134,3.781860377,1,0.0001,0.0002
19914300,0.234958348,187.900134,3.804844058,1,0.0001,0.0002
19915200,0.276946773,161.0239975,3.82782774,1,0.0001,0.0002
19916100,0.312986235,137.8466512,3.840847562,1,0.0001,0.0002
19917000,0.314934921,132.5325619,3.853867385,1,0.0001,0.0002
19917900,0.307114545,138.7716589,3.866887207,1,0.0001,0.0002
19918800,0.297147643,153.638634,3.879907029,1,0.0001,0.0002
19919700,0.283305494,153.638634,3.891030616,1,0.0001,0.0002
19920600,0.284646816,167.0972211,3.902154203,1,0.0001,0.0002
19921500,0.285005426,133.9768856,3.913277789,1,0.0001,0.0002
19922400,0.28820208,113.3182861,3.924401376,1,0.0001,0.0002
19923300,0.29290683,144.4579769,3.902403611,1,0.0001,0.0002
19924200,0.301156521,135.2216774,3.880405845,1,0.0001,0.0002
19925100,0.330852413,135.2216774,3.85840808,1,0.0001,0.0002
19926000,0.35841748,142.3349349,3.836410314,1,0.0001,0.0002
19926900,0.379855582,179.8859878,3.823678864,1,0.0001,0.0002
19927800,0.365322186,179.8859878,3.810947414,1,0.0001,0.0002
19928700,0.301706355,220.6588348,3.798215963,1,0.0001,0.0002
19929600,0.212474053,139.3458924,3.785484513,1,0.0001,0.0002
19930500,0.134526255,139.3458924,3.771051838,1,0.0001,0.0002
19931400,0.103159011,149.0910207,3.756619163,1,0.0001,0.0002
19932300,0.086059405,164.715598,3.742186488,1,0.0001,0.0002
19933200,0.070250905,166.5767942,3.727753813,1,0.0001,0.0002
19934100,0.057795585,137.1367672,3.70983192,1,0.0001,0.0002
19935000,0.049869753,131.418944,3.691910026,1,0.0001,0.0002
19935900,0.042978939,144.7410882,3.673988133,1,0.0001,0.0002
19936800,0.03621066,166.2733486,3.656066239,1,0.0001,0.0002
19937700,0.02940686,163.0842104,3.648320336,1,0.0001,0.0002
19938600,0.022414542,163.0842104,3.640574433,1,0.0001,0.0002
19939500,0.015234233,110.5539002,3.63282853,1,0.0001,0.0002
19940400,0.008040562,114.4231869,3.625082627,1,0.0001,0.0002
19941300,0.001017343,114.4231869,3.611838588,1,0.0001,0.0002
19942200,0.000185189,118.4052822,3.59859455,1,0.0001,0.0002
19943100,0,106.2907921,3.585350511,1,0.0001,0.0002
19944000,0,96.45861882,3.572106472,1,0.0001,0.0002
19944900,0,92.83275421,3.573974729,1,0.0001,0.0002
19945800,0,85.59009275,3.575842985,1,0.0001,0.0002
19946700,0,85.59009275,3.577711242,1,0.0001,0.0002
19947600,0,94.98075586,3.579579498,1,0.0001,0.0002
19948500,0,75.96584704,3.577711242,1,0.0001,0.0002
19949400,0,75.96584704,3.575842985,1,0.0001,0.0002
19950300,0,83.17208988,3.573974729,1,0.0001,0.0002
19951200,0,119.0811433,3.572106472,1,0.0001,0.0002
19952100,0,119.0811433,3.572106472,1,0.0001,0.0002
19953000,0,114.045674,3.572106472,1,0.0001,0.0002
19953900,0,80.72920179,3.572106472,1,0.0001,0.0002
19954800,0,78.43938971,3.572106472,1,0.0001,0.0002
19955700,0,85.89378552,3.566548215,1,0.0001,0.0002
19956600,0,86.45894852,3.560989958,1,0.0001,0.0002
19957500,0,86.45894852,3.555431701,1,0.0001,0.0002
19958400,0,61.21431189,3.549873444,1,0.0001,0.0002
19959300,0,60.15765457,3.551718493,1,0.0001,0.0002
19960200,0,60.15765457,3.553563541,1,0.0001,0.0002
19961100,0,58.75829565,3.55540859,1,0.0001,0.0002
19962000,0,65.24947828,3.557253638,1,0.0001,0.0002
19962900,0,65.24947828,3.535607064,1,0.0001,0.0002
19963800,0,75.95238883,3.513960491,1,0.0001,0.0002
19964700,0,73.70297736,3.492313917,1,0.0001,0.0002
19965600,0,73.19751342,3.470667343,1,0.0001,0.0002
19966500,0,75.10069207,3.453417505,1,0.0001,0.0002
19967400,0,85.37350423,3.436167668,1,0.0001,0.0002
19968300,0,85.37350423,3.41891783,1,0.0001,0.0002
19969200,0,89.84349977,3.401667992,1,0.0001,0.0002
19970100,0,111.1724813,3.39164343,1,0.0001,0.0002
19971000,0,111.1724813,3.381618869,1,0.0001,0.0002
19971900,0,119.3232424,3.371594307,1,0.0001,0.0002
19972800,0,117.5956137,3.361569745,1,0.0001,0.0002
19973700,0,117.5956137,3.38359616,1,0.0001,0.0002
19974600,0,141.5474926,3.405622574,1,0.0001,0.0002
19975500,0,232.8541257,3.427648989,1,0.0001,0.0002
19976400,0,236.5072817,3.449675403,1,0.0001,0.0002
19977300,0.007403534,325.2620328,3.482151427,1,0.0001,0.0002
19978200,0.020654266,222.0058735,3.514627451,1,0.0001,0.0002
19979100,0.031599252,253.6275539,3.547103474,1,0.0001,0.0002
19980000,0.038082368,272.8233906,3.579579498,1,0.0001,0.0002
19980900,0.045489762,250.8395964,3.614597124,1,0.0001,0.0002
19981800,0.057194213,250.8395964,3.649614749,1,0.0001,0.0002
19982700,0.079738781,188.6956819,3.684632375,1,0.0001,0.0002
19983600,0.113435426,198.6597545,3.71965,1,0.0001,0.0002
19984500,0.153842816,198.6597545,3.75316036,1,0.0001,0.0002
19985400,0.203506244,350.110853,3.786670721,1,0.0001,0.0002
19986300,0.254841409,335.1420404,3.820181081,1,0.0001,0.0002
19987200,0.311576347,295.7384403,3.853691441,1,0.0001,0.0002
19988100,0.361821541,222.7232079,3.871368925,1,0.0001,0.0002
19989000,0.409175988,279.2627996,3.889046409,1,0.0001,0.0002
19989900,0.450735159,279.2627996,3.906723892,1,0.0001,0.0002
19990800,0.490324623,214.6533426,3.924401376,1,0.0001,0.0002
19991700,0.528933103,139.6734679,3.924401376,1,0.0001,0.0002
19992600,0.567865177,136.3383129,3.924401376,1,0.0001,0.0002
19993500,0.602264169,146.7639565,3.924401376,1,0.0001,0.0002
19994400,0.627624276,196.7063404,3.924401376,1,0.0001,0.0002
19995300,0.635735458,196.7063404,3.938091148,1,0.0001,0.0002
19996200,0.619195207,168.9614809,3.951780921,1,0.0001,0.0002
19997100,0.608589972,129.4263228,3.965470693,1,0.0001,0.0002
19998000,0.59480636,132.9397044,3.979160465,1,0.0001,0.0002
19998900,0.567742938,129.4265368,3.981479323,1,0.0001,0.0002
19999800,0.507302734,117.2162106,3.983798181,1,0.0001,0.0002
20000700,0.439065603,117.2162106,3.986117039,1,0.0001,0.0002
20001600,0.361283149,80.87076261,3.988435897,1,0.0001,0.0002
20002500,0.295287332,73.78599523,3.997820452,1,0.0001,0.0002
20003400,0.255753286,73.78599523,4.007205008,1,0.0001,0.0002
20004300,0.23519961,79.89164028,4.016589563,1,0.0001,0.0002
20005200,0.234461641,79.06816449,4.025974118,1,0.0001,0.0002
20006100,0.24432578,79.06816449,4.040386913,1,0.0001,0.0002
20007000,0.250827487,92.74502255,4.054799708,1,0.0001,0.0002
20007900,0.264798885,101.7890592,4.069212503,1,0.0001,0.0002
20008800,0.281958831,97.01196548,4.083625298,1,0.0001,0.0002
20009700,0.299831612,108.6617654,4.066849842,1,0.0001,0.0002
20010600,0.308322471,94.21347847,4.050074386,1,0.0001,0.0002
20011500,0.331499713,94.21347847,4.03329893,1,0.0001,0.0002
20012400,0.364074203,114.7770107,4.016523474,1,0.0001,0.0002
20013300,0.379642023,111.9288945,3.944331059,1,0.0001,0.0002
20014200,0.366087265,111.9288945,3.872138644,1,0.0001,0.0002
20015100,0.309637552,109.6222326,3.799946228,1,0.0001,0.0002
20016000,0.230477809,91.17408544,3.727753813,1,0.0001,0.0002
20016900,0.162568781,91.17408544,3.721702265,1,0.0001,0.0002
20017800,0.126405133,98.44463876,3.715650716,1,0.0001,0.0002
20018700,0.092991632,102.0371096,3.709599168,1,0.0001,0.0002
20019600,0.062609521,111.8743676,3.703547619,1,0.0001,0.0002
20020500,0.039752419,89.72927427,3.66882686,1,0.0001,0.0002
20021400,0.02977919,197.4603053,3.634106101,1,0.0001,0.0002
20022300,0.031783321,217.8169112,3.599385342,1,0.0001,0.0002
20023200,0.040802978,145.468392,3.564664583,1,0.0001,0.0002
20024100,0.051138628,126.6610833,3.553662532,1,0.0001,0.0002
20025000,0.045365232,126.6610833,3.542660481,1,0.0001,0.0002
20025900,0.035381645,277.1586604,3.53165843,1,0.0001,0.0002
20026800,0.026238438,331.4102254,3.520656379,1,0.0001,0.0002
20027700,0.015636615,331.4102254,3.517049149,1,0.0001,0.0002
20028600,0.005491237,165.5498263,3.513441919,1,0.0001,0.0002
20029500,0,141.7273542,3.509834689,1,0.0001,0.0002
20030400,0,143.1149944,3.506227459,1,0.0001,0.0002
20031300,0,197.1098044,3.495581019,1,0.0001,0.0002
20032200,0,160.5631863,3.48493458,1,0.0001,0.0002
20033100,0,160.5631863,3.47428814,1,0.0001,0.0002
20034000,0,170.3032697,3.4636417,1,0.0001,0.0002
20034900,0,102.5533621,3.449842331,1,0.0001,0.0002
20035800,0,102.5533621,3.436042962,1,0.0001,0.0002
20036700,0,108.5386774,3.422243592,1,0.0001,0.0002
20037600,0,100.6407878,3.408444223,1,0.0001,0.0002
20038500,0,100.6407878,3.40506283,1,0.0001,0.0002
20039400,0,83.21447607,3.401681437,1,0.0001,0.0002
20040300,0,62.67804031,3.398300044,1,0.0001,0.0002
20041200,0,63.48889624,3.394918651,1,0.0001,0.0002
20042100,0,54.09847279,3.403422956,1,0.0001,0.0002
20043000,0,57.65395894,3.411927262,1,0.0001,0.0002
20043900,0,57.65395894,3.420431567,1,0.0001,0.0002
20044800,0,59.50577629,3.428935872,1,0.0001,0.0002
20045700,0,58.1479119,3.442903024,1,0.0001,0.0002
20046600,0,58.1479119,3.456870177,1,0.0001,0.0002
20047500,0,55.17617138,3.470837329,1,0.0001,0.0002
20048400,0,55.35701985,3.484804481,1,0.0001,0.0002
20049300,0,55.35701985,3.504769506,1,0.0001,0.0002
20050200,0,57.46257503,3.524734532,1,0.0001,0.0002
20051100,0,58.0519487,3.544699558,1,0.0001,0.0002
20052000,0,59.29768162,3.564664583,1,0.0001,0.0002
20052900,0,58.30454483,3.570269402,1,0.0001,0.0002
20053800,0,67.21626598,3.57587422,1,0.0001,0.0002
20054700,0,67.21626598,3.581479039,1,0.0001,0.0002
20055600,0,66.66461822,3.587083857,1,0.0001,0.0002
20056500,0,86.49978084,3.59658355,1,0.0001,0.0002
20057400,0,86.49978084,3.606083242,1,0.0001,0.0002
20058300,0,89.91678271,3.615582935,1,0.0001,0.0002
20059200,0,84.45437901,3.625082627,1,0.0001,0.0002
20060100,0,84.45437901,3.628939098,1,0.0001,0.0002
20061000,0,104.847017,3.632795569,1,0.0001,0.0002
20061900,0,190.7741697,3.63665204,1,0.0001,0.0002
20062800,0,196.2865344,3.640508511,1,0.0001,0.0002
20063700,0.001039267,287.9971763,3.646355152,1,0.0001,0.0002
20064600,0.004081329,191.9062105,3.652201793,1,0.0001,0.0002
20065500,0.006561078,191.9062105,3.658048434,1,0.0001,0.0002
20066400,0.008630477,245.228226,3.663895075,1,0.0001,0.0002
20067300,0.011211846,226.6545067,3.663895075,1,0.0001,0.0002
20068200,0.015047182,226.6545067,3.663895075,1,0.0001,0.0002
20069100,0.019483747,174.6080019,3.663895075,1,0.0001,0.0002
20070000,0.024185306,185.6891366,3.663895075,1,0.0001,0.0002
20070900,0.02896331,185.6891366,3.667834747,1,0.0001,0.0002
20071800,0.033686432,339.3824114,3.671774419,1,0.0001,0.0002
20072700,0.03852568,325.8448384,3.675714091,1,0.0001,0.0002
20073600,0.043391187,274.0756237,3.679653763,1,0.0001,0.0002
20074500,0.048137668,230.4220613,3.683627471,1,0.0001,0.0002
20075400,0.052362489,271.8923815,3.68760118,1,0.0001,0.0002
20076300,0.05488631,243.5508147,3.691574888,1,0.0001,0.0002
20077200,0.056609909,211.7332173,3.695548596,1,0.0001,0.0002
20078100,0.058748081,138.302013,3.695548596,1,0.0001,0.0002
20079000,0.062224394,138.302013,3.695548596,1,0.0001,0.0002
20079900,0.066032087,158.1134076,3.695548596,1,0.0001,0.0002
20080800,0.069882916,196.3195648,3.695548596,1,0.0001,0.0002
20081700,0.073727175,196.3195648,3.707678406,1,0.0001,0.0002
20082600,0.077639734,166.7126581,3.719808215,1,0.0001,0.0002
20083500,0.082019464,129.4959036,3.731938025,1,0.0001,0.0002
20084400,0.086177435,132.6350785,3.744067834,1,0.0001,0.0002
20085300,0.089266933,129.4453582,3.735946212,1,0.0001,0.0002
20086200,0.090195711,123.6092768,3.72782459,1,0.0001,0.0002
20087100,0.087612181,84.38313267,3.719702967,1,0.0001,0.0002
20088000,0.082898718,80.94496376,3.711581345,1,0.0001,0.0002
20088900,0.077790823,73.8474142,3.697702569,1,0.0001,0.0002
20089800,0.073475771,73.8474142,3.683823792,1,0.0001,0.0002
20090700,0.068328087,79.94180084,3.669945015,1,0.0001,0.0002
20091600,0.063352015,79.34130736,3.656066239,1,0.0001,0.0002
20092500,0.060092069,79.34130736,3.648320336,1,0.0001,0.0002
20093400,0.059781637,92.79075647,3.640574433,1,0.0001,0.0002
20094300,0.061257479,101.7139395,3.63282853,1,0.0001,0.0002
20095200,0.063603728,97.38363172,3.625082627,1,0.0001,0.0002
20096100,0.066122196,108.7543083,3.630879668,1,0.0001,0.0002
20097000,0.068258857,94.30981388,3.636676708,1,0.0001,0.0002
20097900,0.070403023,94.30981388,3.642473749,1,0.0001,0.0002
20098800,0.072569368,114.8385108,3.648270789,1,0.0001,0.0002
20099700,0.074653132,112.0120052,3.65414247,1,0.0001,0.0002
20100600,0.076045174,112.0120052,3.66001415,1,0.0001,0.0002
20101500,0.074390261,109.7298229,3.665885831,1,0.0001,0.0002
20102400,0.071061861,91.2471295,3.671757511,1,0.0001,0.0002
20103300,0.068024023,91.2471295,3.677705282,1,0.0001,0.0002
20104200,0.06735193,99.55869304,3.683653054,1,0.0001,0.0002
20105100,0.069923864,102.0954502,3.689600825,1,0.0001,0.0002
20106000,0.074130159,111.9466636,3.695548596,1,0.0001,0.0002
20106900,0.077129927,89.77321445,3.691574888,1,0.0001,0.0002
20107800,0.0758679,194.5515757,3.68760118,1,0.0001,0.0002
20108700,0.07153419,194.5515757,3.683627471,1,0.0001,0.0002
20109600,0.065207196,136.5917477,3.679653763,1,0.0001,0.0002
20110500,0.057028543,126.7035292,3.6776797,1,0.0001,0.0002
20111400,0.046542624,146.134546,3.675705637,1,0.0001,0.0002
20112300,0.031500942,315.4839438,3.673731574,1,0.0001,0.0002
20113200,0.018898668,312.4107222,3.671757511,1,0.0001,0.0002
20114100,0.009167431,312.4107222,3.665885831,1,0.0001,0.0002
20115000,0.001923788,167.672928,3.66001415,1,0.0001,0.0002
20115900,0,141.7732455,3.65414247,1,0.0001,0.0002
20116800,0,143.1578786,3.648270789,1,0.0001,0.0002
20117700,0,197.1560568,3.650219652,1,0.0001,0.0002
20118600,0,160.594501,3.652168514,1,0.0001,0.0002
20119500,0,160.594501,3.654117377,1,0.0001,0.0002
20120400,0,170.3274126,3.656066239,1,0.0001,0.0002
20121300,0,102.9092258,3.656066239,1,0.0001,0.0002
20122200,0,102.9092258,3.656066239,1,0.0001,0.0002
20123100,0,109.115375,3.656066239,1,0.0001,0.0002
20124000,0,101.290202,3.656066239,1,0.0001,0.0002
20124900,0,101.290202,3.654117377,1,0.0001,0.0002
20125800,0,83.55165618,3.652168514,1,0.0001,0.0002
20126700,0,62.42749143,3.650219652,1,0.0001,0.0002
20127600,0,62.95633146,3.648270789,1,0.0001,0.0002
20128500,0,53.77137011,3.64439789,1,0.0001,0.0002
20129400,0,57.21997514,3.640524991,1,0.0001,0.0002
20130300,0,57.21997514,3.636652092,1,0.0001,0.0002
20131200,0,59.8092856,3.632779193,1,0.0001,0.0002
