,Normed PV feed in series for 1 kWp installed PV capacity,Heat demand time series inclusive losses of district hetaing network. This demand time series needs to be equal to the thermal energy after the thermal storage in the modelica model,This is the COP of the air source heat pump. It must be identical to the COP of the modelica model.,Maximum thermal power of the air sourced heatpump. ,Fixed loss factor related to the thermal capacity of the storage. It can be considered as thermal losses in the empty state e.g. at 50C,Loss factor dependent on the state of charge of the storage. It is related to the thermal capacity of the storage
SECONDS,pv_normed_per_kWp,Heat_demand_after_storage_kW,COP_Heatpump_air,Maximum-Power_Heatpump_air,TES_fix_loss_factor,TES_SOC_loss_factor
6603300,0.216297278,1685.714816,2.845983171,0.994043689,0.0001,0.0002
6604200,0.242987115,1685.294827,2.859120315,0.996029126,0.0001,0.0002
6605100,0.27527622,1685.294827,2.87225746,0.998014563,0.0001,0.0002
6606000,0.310559559,1786.59671,2.885394604,1,0.0001,0.0002
6606900,0.353282827,1565.244337,2.879363261,1,0.0001,0.0002
6607800,0.384784929,1565.244337,2.873331918,1,0.0001,0.0002
6608700,0.413908078,1542.440482,2.867300574,1,0.0001,0.0002
6609600,0.449493197,1547.133014,2.861269231,1,0.0001,0.0002
6610500,0.475602232,1547.133014,2.85416343,0.998014563,0.0001,0.0002
6611400,0.493998848,1431.038981,2.847057629,0.996029126,0.0001,0.0002
6612300,0.476869381,1401.40464,2.839951827,0.994043689,0.0001,0.0002
6613200,0.441153544,1407.453519,2.832846026,0.992058252,0.0001,0.0002
6614100,0.403697632,1405.642219,2.837567436,0.994043689,0.0001,0.0002
6615000,0.400669825,1346.828051,2.842288847,0.996029126,0.0001,0.0002
6615900,0.427313482,1346.828051,2.847010257,0.998014563,0.0001,0.0002
6616800,0.450742017,1331.915892,2.851731667,1,0.0001,0.0002
6617700,0.464742008,1295.751188,2.829848427,0.990820099,0.0001,0.0002
6618600,0.449271973,1295.751188,2.807965188,0.981640198,0.0001,0.0002
6619500,0.424038413,1252.239485,2.786081948,0.972460296,0.0001,0.0002
6620400,0.393309247,1332.890083,2.764198708,0.963280395,0.0001,0.0002
6621300,0.355210869,1332.890083,2.76869334,0.965161187,0.0001,0.0002
6622200,0.314847921,1234.10943,2.773187972,0.967041979,0.0001,0.0002
6623100,0.266355683,1192.964288,2.777682604,0.968922771,0.0001,0.0002
6624000,0.210828619,1178.076101,2.782177236,0.970803563,0.0001,0.0002
6624900,0.164509483,1168.276366,2.59912464,0.896333594,0.0001,0.0002
6625800,0.12787608,1142.108406,2.416072045,0.821863626,0.0001,0.0002
6626700,0.121010589,1140.895606,2.233019449,0.747393657,0.0001,0.0002
6627600,0.123427829,1201.277728,2.049966853,0.672923688,0.0001,0.0002
6628500,0.116930291,1311.027697,2.045101425,0.671008958,0.0001,0.0002
6629400,0.085757158,1268.36522,2.040235998,0.669094227,0.0001,0.0002
6630300,0.027852295,1237.111847,2.03537057,0.667179497,0.0001,0.0002
6631200,0,1208.014776,2.030505142,0.665264766,0.0001,0.0002
6632100,0,1208.014776,2.019503953,0.660948944,0.0001,0.0002
6633000,0,1289.786082,2.008502765,0.656633121,0.0001,0.0002
6633900,0,1260.923114,1.997501576,0.652317299,0.0001,0.0002
6634800,0,1257.995005,1.986500387,0.648001476,0.0001,0.0002
6635700,0,1266.952945,1.992727661,0.650442146,0.0001,0.0002
6636600,0,1257.505176,1.998954935,0.652882815,0.0001,0.0002
6637500,0,1257.505176,2.005182209,0.655323485,0.0001,0.0002
6638400,0,1286.169552,2.011409483,0.657764154,0.0001,0.0002
6639300,0,1301.142461,2.011409483,0.657764154,0.0001,0.0002
6640200,0,1301.142461,2.011409483,0.657764154,0.0001,0.0002
6641100,0,1358.501716,2.011409483,0.657764154,0.0001,0.0002
6642000,0,1468.514261,2.011409483,0.657764154,0.0001,0.0002
6642900,0,1468.514261,2.016987877,0.659955648,0.0001,0.0002
6643800,0,1420.036777,2.022566271,0.662147142,0.0001,0.0002
6644700,0,1382.274801,2.028144665,0.664338635,0.0001,0.0002
6645600,0,1383.056787,2.033723059,0.666530129,0.0001,0.0002
6646500,0,1433.028702,2.029725962,0.664959363,0.0001,0.0002
6647400,0,1439.657421,2.025728865,0.663388596,0.0001,0.0002
6648300,0,1439.657421,2.021731767,0.66181783,0.0001,0.0002
6649200,0,1375.902813,2.01773467,0.660247063,0.0001,0.0002
6650100,0,1347.299431,2.018529054,0.66055904,0.0001,0.0002
6651000,0,1347.299431,2.019323437,0.660871017,0.0001,0.0002
6651900,0,1403.639022,2.020117821,0.661182993,0.0001,0.0002
6652800,0,1475.807881,2.020912205,0.66149497,0.0001,0.0002
6653700,0,1475.807881,2.022508502,0.662122178,0.0001,0.0002
6654600,0,1482.142306,2.024104799,0.662749385,0.0001,0.0002
6655500,0,1476.00094,2.025701096,0.663376593,0.0001,0.0002
6656400,0,1486.569223,2.027297393,0.6640038,0.0001,0.0002
6657300,0,1499.872786,2.019415211,0.660910642,0.0001,0.0002
6658200,0,1511.620376,2.011533028,0.657817484,0.0001,0.0002
6659100,0.00E+00,1511.620376,2.003650846,0.654724326,0.0001,0.0002
6660000,0,1511.7933,1.995768663,0.651631168,0.0001,0.0002
6660900,0,1517.689904,1.991918801,0.650123929,0.0001,0.0002
6661800,0,1517.689904,1.988068938,0.64861669,0.0001,0.0002
6662700,0,1518.676753,1.984219076,0.647109451,0.0001,0.0002
6663600,0,1532.350273,1.980369213,0.645602212,0.0001,0.0002
6664500,0,1532.350273,1.985775837,0.647719593,0.0001,0.0002
6665400,0,1514.674672,1.991182462,0.649836973,0.0001,0.0002
6666300,0,1544.471831,1.996589086,0.651954354,0.0001,0.0002
6667200,0,1528.245167,2.00199571,0.654071734,0.0001,0.0002
6668100,0,1570.185524,2.001216117,0.65376614,0.0001,0.0002
6669000,0,1540.523154,2.000436523,0.653460547,0.0001,0.0002
6669900,0,1540.523154,1.99965693,0.653154954,0.0001,0.0002
6670800,0,1568.74969,1.998877336,0.65284936,0.0001,0.0002
6671700,0,1505.789013,2.00598235,0.65563797,0.0001,0.0002
6672600,0,1505.789013,2.013087365,0.65842658,0.0001,0.0002
6673500,0,1505.904475,2.020192379,0.66121519,0.0001,0.0002
6674400,0,1641.053769,2.027297393,0.6640038,0.0001,0.0002
6675300,0,1641.053769,2.217150162,0.741178152,0.0001,0.0002
6676200,0.000577999,1630.641836,2.407002931,0.818352504,0.0001,0.0002
6677100,0.018830744,1635.861058,2.5968557,0.895526856,0.0001,0.0002
6678000,0.059738728,1666.989557,2.786708469,0.972701208,0.0001,0.0002
6678900,0.110553467,1750.4108,2.801778024,0.979026821,0.0001,0.0002
6679800,0.160572496,1699.408274,2.816847579,0.985352434,0.0001,0.0002
6680700,2.10E-01,1699.408274,2.831917134,0.991678047,0.0001,0.0002
6681600,0.254919052,1637.468808,2.846986689,0.99800366,0.0001,0.0002
6682500,0.295466854,1651.445952,2.857807162,0.998502745,0.0001,0.0002
6683400,0.333195378,1651.445952,2.868627635,0.99900183,0.0001,0.0002
6684300,0.369620354,1705.92756,2.879448108,0.999500915,0.0001,0.0002
6685200,0.404597596,1597.410308,2.890268581,1,0.0001,0.0002
6686100,0.438734036,1597.410308,2.892717961,1,0.0001,0.0002
6687000,0.47217665,1563.018991,2.895167341,1,0.0001,0.0002
6687900,0.498568136,1526.708945,2.897616722,1,0.0001,0.0002
6688800,0.522523261,1516.230816,2.900066102,1,0.0001,0.0002
6689700,0.542006875,1460.725401,2.900066102,1,0.0001,0.0002
6690600,0.55688973,1448.333375,2.900066102,1,0.0001,0.0002
6691500,0.571559029,1448.333375,2.900066102,1,0.0001,0.0002
6692400,0.579486669,1331.728326,2.900066102,1,0.0001,0.0002
6693300,0.584053039,1343.497532,2.902532145,1,0.0001,0.0002
6694200,0.587892175,1343.497532,2.904998187,1,0.0001,0.0002
6695100,0.586015384,1279.762758,2.90746423,1,0.0001,0.0002
6696000,0.580123938,1243.277264,2.909930272,1,0.0001,0.0002
6696900,0.570155834,1243.277264,2.918695122,1,0.0001,0.0002
6697800,0.554074573,1216.063111,2.927459973,1,0.0001,0.0002
6698700,0.520980364,1173.423101,2.936224823,1,0.0001,0.0002
6699600,0.486243908,1201.292328,2.944989673,1,0.0001,0.0002
6700500,0.456875686,1173.998885,2.937464146,1,0.0001,0.0002
6701400,0.440361058,1200.088638,2.929938618,1,0.0001,0.0002
6702300,0.426013422,1200.088638,2.922413091,1,0.0001,0.0002
6703200,0.412173309,1157.159203,2.914887564,1,0.0001,0.0002
6704100,0.399867105,1120.137341,2.911182198,1,0.0001,0.0002
6705000,0.391928238,1136.295494,2.907476833,1,0.0001,0.0002
6705900,0.396151386,1132.294865,2.903771468,1,0.0001,0.0002
6706800,0.405971252,1118.594913,2.900066102,1,0.0001,0.0002
6707700,0.40285264,1118.594913,2.885613945,0.999003654,0.0001,0.0002
6708600,0.380811689,1081.96106,2.871161789,0.998007308,0.0001,0.0002
6709500,0.352447126,1110.730825,2.856709632,0.997010961,0.0001,0.0002
6710400,0.320846705,1099.952568,2.842257475,0.996014615,0.0001,0.0002
6711300,0.285920164,1107.940361,2.824982814,0.988768103,0.0001,0.0002
6712200,0.248066821,1094.318972,2.807708154,0.981521591,0.0001,0.0002
6713100,0.209350112,1094.318972,2.790433494,0.974275079,0.0001,0.0002
6714000,0.170030324,1071.183883,2.773158833,0.967028567,0.0001,0.0002
6714900,0.130128763,1062.591035,2.593180825,0.893825402,0.0001,0.0002
6715800,0.089014094,1054.287431,2.413202817,0.820622238,0.0001,0.0002
6716700,0.044278966,1103.931492,2.233224808,0.747419073,0.0001,0.0002
6717600,0.012009238,1106.484876,2.0532468,0.674215908,0.0001,0.0002
6718500,0.003527134,1106.484876,2.054069415,0.674540102,0.0001,0.0002
6719400,0,1134.300852,2.05489203,0.674864297,0.0001,0.0002
6720300,0,1123.831959,2.055714645,0.675188491,0.0001,0.0002
6721200,0,1146.34684,2.05653726,0.675512685,0.0001,0.0002
6722100,0,1145.901274,2.046044723,0.67138538,0.0001,0.0002
6723000,0,1182.913807,2.035552186,0.667258075,0.0001,0.0002
6723900,0,1182.913807,2.025059648,0.663130769,0.0001,0.0002
6724800,0,1228.309875,2.014567111,0.659003464,0.0001,0.0002
6725700,0,1228.452238,2.011424261,0.657770532,0.0001,0.0002
6726600,0,1228.452238,2.008281411,0.656537599,0.0001,0.0002
6727500,0,1250.274862,2.00513856,0.655304667,0.0001,0.0002
6728400,0,1298.257804,2.00199571,0.654071734,0.0001,0.0002
6729300,0,1298.257804,1.999664193,0.653158085,0.0001,0.0002
6730200,0,1335.945234,1.997332677,0.652244436,0.0001,0.0002
6731100,0,1363.539682,1.99500116,0.651330786,0.0001,0.0002
6732000,0,1418.585398,1.992669643,0.650417137,0.0001,0.0002
6732900,0,1431.504785,1.995783189,0.65163743,0.0001,0.0002
6733800,0,1469.703018,1.998896735,0.652857724,0.0001,0.0002
6734700,0,1469.703018,2.002010282,0.654078017,0.0001,0.0002
6735600,0,1449.203268,2.005123828,0.65529831,0.0001,0.0002
6736500,0,1507.78154,1.999700386,0.653173684,0.0001,0.0002
6737400,0,1507.78154,1.994276945,0.651049057,0.0001,0.0002
6738300,0,1467.102972,1.988853504,0.648924431,0.0001,0.0002
6739200,0,1507.078302,1.983430062,0.646799804,0.0001,0.0002
6740100,0,1507.078302,1.987291881,0.648312193,0.0001,0.0002
6741000,0,1533.736949,1.991153699,0.649824582,0.0001,0.0002
6741900,0,1493.187815,1.995015518,0.651336971,0.0001,0.0002
6742800,0,1496.819918,1.998877336,0.65284936,0.0001,0.0002
6743700,0,1503.72037,1.998100168,0.652544812,0.0001,0.0002
6744600,0,1517.725503,1.997323,0.652240264,0.0001,0.0002
6745500,0,1517.725503,1.996545831,0.651935716,0.0001,0.0002
6746400,0,1512.149462,1.995768663,0.651631168,0.0001,0.0002
6747300,0,1519.36635,1.994993908,0.65132766,0.0001,0.0002
6748200,0,1519.36635,1.994219153,0.651024153,0.0001,0.0002
6749100,0,1510.19265,1.993444398,0.650720645,0.0001,0.0002
6750000,0,1516.428606,1.992669643,0.650417137,0.0001,0.0002
6750900,0,1516.428606,1.994221566,0.651025193,0.0001,0.0002
6751800,0,1495.480514,1.995773489,0.651633249,0.0001,0.0002
6752700,0,1521.929717,1.997325413,0.652241304,0.0001,0.0002
6753600,0,1505.273683,1.998877336,0.65284936,0.0001,0.0002
6754500,0,1547.433666,1.993487451,0.65073919,0.0001,0.0002
6755400,0,1518.49877,1.988097567,0.648629019,0.0001,0.0002
6756300,0,1518.49877,1.982707682,0.646518849,0.0001,0.0002
6757200,0,1549.183877,1.977317797,0.644408678,0.0001,0.0002
6758100,0,1486.332089,1.989013289,0.648993311,0.0001,0.0002
6759000,0,1486.332089,2.00070878,0.653577943,0.0001,0.0002
6759900,0,1487.429898,2.012404272,0.658162576,0.0001,0.0002
6760800,0,1623.798092,2.024099763,0.662747208,0.0001,0.0002
6761700,0,1623.798092,2.032209137,0.665938577,0.0001,0.0002
6762600,0.004330252,1621.010537,2.040318511,0.669129947,0.0001,0.0002
6763500,0.05286055,1633.761914,2.048427886,0.672321316,0.0001,0.0002
6764400,0.097403209,1660.0431,2.05653726,0.675512685,0.0001,0.0002
6765300,0.13891053,1746.199075,2.240216567,0.75028593,0.0001,0.0002
6766200,0.182521392,1696.995331,2.423895873,0.825059175,0.0001,0.0002
6767100,0.222867371,1696.995331,2.60757518,0.899832419,0.0001,0.0002
6768000,0.263813486,1636.422686,2.791254486,0.974605664,0.0001,0.0002
6768900,0.303347448,1650.47715,2.806373781,0.980954248,0.0001,0.0002
6769800,0.341018349,1650.47715,2.821493077,0.987302832,0.0001,0.0002
6770700,0.37855946,1707.212864,2.836612372,0.993651416,0.0001,0.0002
6771600,0.412912263,1599.61778,2.851731667,1,0.0001,0.0002
6772500,0.448795247,1599.61778,2.862588513,1,0.0001,0.0002
6773400,0.484146602,1564.762555,2.87344536,1,0.0001,0.0002
6774300,0.514467491,1526.759391,2.884302206,1,0.0001,0.0002
6775200,0.540401014,1515.224001,2.895159052,1,0.0001,0.0002
6776100,0.5642264,1458.709856,2.90009118,1,0.0001,0.0002
6777000,0.584155279,1445.454675,2.905023308,1,0.0001,0.0002
6777900,0.584921435,1445.454675,2.909955436,1,0.0001,0.0002
6778800,0.572844579,1326.536996,2.914887564,1,0.0001,0.0002
6779700,0.549832724,1339.420988,2.911182198,1,0.0001,0.0002
6780600,0.516403751,1339.420988,2.907476833,1,0.0001,0.0002
6781500,0.457575181,1278.115794,2.903771468,1,0.0001,0.0002
6782400,0.386941179,1245.366546,2.900066102,1,0.0001,0.0002
6783300,0.329354327,1245.366546,2.892767278,1,0.0001,0.0002
6784200,0.307134719,1225.073898,2.885468453,1,0.0001,0.0002
6785100,0.297204049,1187.849539,2.878169629,1,0.0001,0.0002
6786000,0.29512853,1216.618588,2.870870805,1,0.0001,0.0002
6786900,0.300273747,1172.546539,2.875720249,1,0.0001,0.0002
6787800,0.321760852,1221.515608,2.880569693,1,0.0001,0.0002
6788700,0.351737759,1221.515608,2.885419137,1,0.0001,0.0002
6789600,0.393860461,1180.091932,2.890268581,1,0.0001,0.0002
6790500,0.41874261,1145.717252,2.878265805,0.999003654,0.0001,0.0002
6791400,0.426550535,1145.717252,2.866263028,0.998007308,0.0001,0.0002
6792300,0.42141245,1162.102753,2.854260252,0.997010961,0.0001,0.0002
6793200,0.408730846,1151.687648,2.842257475,0.996014615,0.0001,0.0002
6794100,0.388186705,1151.687648,2.829506728,0.990662377,0.0001,0.0002
6795000,0.360474064,1117.790639,2.816755981,0.98531014,0.0001,0.0002
6795900,0.331285609,1144.868691,2.804005233,0.979957902,0.0001,0.0002
6796800,0.300758837,1133.760251,2.791254486,0.974605664,0.0001,0.0002
6797700,0.267583587,1144.592666,2.605115207,0.898863249,0.0001,0.0002
6798600,0.230620235,1129.337786,2.418975927,0.823120833,0.0001,0.0002
6799500,0.190374694,1129.337786,2.232836648,0.747378418,0.0001,0.0002
6800400,0.148780179,1109.294641,2.046697368,0.671636002,0.0001,0.0002
6801300,0.107727838,1098.641879,2.038664804,0.668477867,0.0001,0.0002
6802200,0.069084479,1098.641879,2.03063224,0.665319733,0.0001,0.0002
6803100,0.033257105,1144.026426,2.022599675,0.662161599,0.0001,0.0002
6804000,0.013613459,1150.066423,2.014567111,0.659003464,0.0001,0.0002
6804900,0.004584033,1150.066423,2.008320392,0.65655441,0.0001,0.0002
6805800,0,1180.498677,2.002073672,0.654105356,0.0001,0.0002
6806700,0,1172.731522,1.995826953,0.651656301,0.0001,0.0002
6807600,0,1196.414902,1.989580233,0.649207247,0.0001,0.0002
6808500,0,1197.870616,1.983486572,0.64682412,0.0001,0.0002
6809400,0,1236.857883,1.977392912,0.644440992,0.0001,0.0002
6810300,0,1236.857883,1.971299251,0.642057865,0.0001,0.0002
6811200,0,1284.611666,1.96520559,0.639674737,0.0001,0.0002
6812100,0,1287.985689,1.960732436,0.637929117,0.0001,0.0002
6813000,0,1287.985689,1.956259282,0.636183497,0.0001,0.0002
6813900,0,1314.693037,1.951786128,0.634437876,0.0001,0.0002
6814800,0,1366.78914,1.947312974,0.632692256,0.0001,0.0002
6815700,0,1366.78914,1.943647099,0.63126406,0.0001,0.0002
6816600,0,1408.496298,1.939981223,0.629835864,0.0001,0.0002
6817500,0,1434.384513,1.936315348,0.628407667,0.0001,0.0002
6818400,0,1487.908293,1.932649473,0.626979471,0.0001,0.0002
6819300,0,1501.773024,1.931922913,0.626696666,0.0001,0.0002
6820200,0,1537.431987,1.931196353,0.626413861,0.0001,0.0002
6821100,0,1537.431987,1.930469793,0.626131055,0.0001,0.0002
6822000,0,1522.85798,1.929743233,0.62584825,0.0001,0.0002
6822900,0,1582.831178,1.928296649,0.625285437,0.0001,0.0002
6823800,0,1582.831178,1.926850065,0.624722624,0.0001,0.0002
6824700,0,1522.765783,1.925403481,0.624159811,0.0001,0.0002
6825600,0,1490.500361,1.923956897,0.623596998,0.0001,0.0002
6826500,0,1490.500361,1.91896146,0.621656064,0.0001,0.0002
6827400,0,1511.577314,1.913966023,0.619715129,0.0001,0.0002
6828300,0,1494.402472,1.908970585,0.617774195,0.0001,0.0002
6829200,0,1484.500656,1.903975148,0.61583326,0.0001,0.0002
6830100,0,1488.970275,1.908250542,0.617494178,0.0001,0.0002
6831000,0,1496.005182,1.912525935,0.619155096,0.0001,0.0002
6831900,0,1496.005182,1.916801329,0.620816014,0.0001,0.0002
6832800,0,1500.266147,1.921076722,0.622476932,0.0001,0.0002
6833700,0,1503.55163,1.922518972,0.62303789,0.0001,0.0002
6834600,0,1503.55163,1.923961222,0.623598848,0.0001,0.0002
6835500,0,1507.624713,1.925403471,0.624159807,0.0001,0.0002
6836400,0,1518.918539,1.926845721,0.624720765,0.0001,0.0002
6837300,0,1518.918539,1.934935531,0.627873476,0.0001,0.0002
6838200,0,1559.148416,1.943025342,0.631026186,0.0001,0.0002
6839100,0,1542.25643,1.951115152,0.634178897,0.0001,0.0002
6840000,0,1526.632949,1.959204962,0.637331607,0.0001,0.0002
6840900,0,1545.312486,1.969123056,0.641211045,0.0001,0.0002
6841800,0,1594.36612,1.979041149,0.645090484,0.0001,0.0002
6842700,0,1594.36612,1.988959243,0.648969922,0.0001,0.0002
6843600,0,1633.931617,1.998877336,0.65284936,0.0001,0.0002
6844500,0,1646.783105,2.00598235,0.65563797,0.0001,0.0002
6845400,0,1646.783105,2.013087365,0.65842658,0.0001,0.0002
6846300,0,1660.469968,2.020192379,0.66121519,0.0001,0.0002
6847200,0,1815.678202,2.027297393,0.6640038,0.0001,0.0002
6848100,0,1815.678202,2.210408126,0.738356921,0.0001,0.0002
6849000,0.001913168,1776.431336,2.393518858,0.812710042,0.0001,0.0002
6849900,0.012768475,1606.215115,2.576629591,0.887063162,0.0001,0.0002
6850800,0.024503087,1608.655955,2.759740323,0.961416283,0.0001,0.0002
6851700,0.037389597,1763.339826,2.769903033,0.965671001,0.0001,0.0002
6852600,0.051884133,1787.762527,2.780065742,0.969925719,0.0001,0.0002
6853500,0.069572166,1787.762527,2.790228452,0.974180436,0.0001,0.0002
6854400,0.087932386,1661.020849,2.800391162,0.978435154,0.0001,0.0002
6855300,0.104434764,1639.803669,2.809679358,0.982334572,0.0001,0.0002
6856200,0.116940703,1639.803669,2.818967555,0.98623399,0.0001,0.0002
6857100,0.126345214,1674.776839,2.828255751,0.990133407,0.0001,0.0002
6858000,0.134443978,1656.747551,2.837543947,0.994032825,0.0001,0.0002
6858900,0.143027705,1656.747551,2.830554923,0.991097699,0.0001,0.0002
6859800,0.153312144,1559.651097,2.823565898,0.988162574,0.0001,0.0002
6860700,0.163937088,1483.834908,2.816576874,0.985227448,0.0001,0.0002
6861600,0.174978203,1460.961013,2.809587849,0.982292322,0.0001,0.0002
6862500,0.186951145,1463.06339,2.811902172,0.983263606,0.0001,0.0002
6863400,0.199928273,1443.857172,2.814216495,0.98423489,0.0001,0.0002
6864300,0.212062652,1443.857172,2.816530817,0.985206174,0.0001,0.0002
6865200,0.223002755,1406.930835,2.81884514,0.986177458,0.0001,0.0002
6866100,0.232705653,1356.163119,2.829451163,0.989633094,0.0001,0.0002
6867000,0.241089579,1356.163119,2.840057186,0.993088729,0.0001,0.0002
6867900,0.247855172,1308.121165,2.850663208,0.996544365,0.0001,0.0002
6868800,0.253191857,1275.848554,2.861269231,1,0.0001,0.0002
6869700,0.263160861,1275.848554,2.85416343,0.998014563,0.0001,0.0002
6870600,0.267114349,1203.814964,2.847057629,0.996029126,0.0001,0.0002
6871500,0.274148668,1183.138606,2.839951827,0.994043689,0.0001,0.0002
6872400,0.281606133,1176.404402,2.832846026,0.992058252,0.0001,0.0002
6873300,0.286041989,1167.548689,2.825880011,0.989133754,0.0001,0.0002
6874200,0.281315064,1156.234022,2.818913997,0.986209256,0.0001,0.0002
6875100,0.254264169,1156.234022,2.811947982,0.983284758,0.0001,0.0002
6876000,0.216144679,1160.620896,2.804981967,0.98036026,0.0001,0.0002
6876900,0.17733996,1154.810336,2.80961065,0.982302847,0.0001,0.0002
6877800,0.15708025,1154.810336,2.814239333,0.984245433,0.0001,0.0002
6878700,0.133471978,1188.583764,2.818868017,0.98618802,0.0001,0.0002
6879600,0.112676491,1190.534266,2.8234967,0.988130607,0.0001,0.0002
6880500,0.095761315,1190.534266,2.820019487,0.986671036,0.0001,0.0002
6881400,0.086718397,1115.215868,2.816542275,0.985211465,0.0001,0.0002
6882300,0.08556367,1174.759218,2.813065062,0.983751893,0.0001,0.0002
6883200,0.086943738,1195.355429,2.809587849,0.982292322,0.0001,0.0002
6884100,0.0863957,1244.184437,2.805004508,0.980370658,0.0001,0.0002
6885000,0.075298967,1225.678674,2.800421168,0.978448993,0.0001,0.0002
6885900,0.057622379,1225.106281,2.795837827,0.976527329,0.0001,0.0002
6886800,0.042185838,1240.292322,2.791254486,0.974605664,0.0001,0.0002
6887700,0.030157248,1268.65377,2.786730573,0.97271139,0.0001,0.0002
6888600,0.020816701,1268.65377,2.78220666,0.970817116,0.0001,0.0002
6889500,0.012719967,1481.556112,2.777682746,0.968922841,0.0001,0.0002
6890400,0.005875492,1448.050798,2.773158833,0.967028567,0.0001,0.0002
6891300,0.000982684,1448.050798,2.769804206,0.965625496,0.0001,0.0002
6892200,0,1605.561341,2.766449578,0.964222425,0.0001,0.0002
6893100,0,1421.853281,2.763094951,0.962819354,0.0001,0.0002
6894000,0,1435.552214,2.759740323,0.961416283,0.0001,0.0002
6894900,0,1508.867625,2.584764813,0.890265723,0.0001,0.0002
6895800,0,1512.550931,2.409789303,0.819115162,0.0001,0.0002
6896700,0,1512.550931,2.234813793,0.747964602,0.0001,0.0002
6897600,0,1551.241431,2.059838283,0.676814042,0.0001,0.0002
6898500,0,1406.368078,2.055738286,0.675198738,0.0001,0.0002
6899400,0,1406.368078,2.05163829,0.673583433,0.0001,0.0002
6900300,0,1321.537595,2.047538293,0.671968129,0.0001,0.0002
6901200,0,1430.988222,2.043438296,0.670352825,0.0001,0.0002
6902100,0,1430.988222,2.047538293,0.671968129,0.0001,0.0002
6903000,0,1342.986485,2.05163829,0.673583433,0.0001,0.0002
6903900,0,1351.454544,2.055738286,0.675198738,0.0001,0.0002
6904800,0,1321.704787,2.059838283,0.676814042,0.0001,0.0002
6905700,0,1338.109422,2.234813793,0.747964602,0.0001,0.0002
6906600,0,1388.382933,2.409789303,0.819115162,0.0001,0.0002
6907500,0,1388.382933,2.584764813,0.890265723,0.0001,0.0002
6908400,0,1357.825353,2.759740323,0.961416283,0.0001,0.0002
6909300,0,1361.384958,2.768759082,0.965191454,0.0001,0.0002
6910200,0,1361.384958,2.777777841,0.968966626,0.0001,0.0002
6911100,0,1329.46398,2.7867966,0.972741797,0.0001,0.0002
6912000,0,1321.010243,2.795815359,0.976516968,0.0001,0.0002
6912900,0,1321.010243,2.803902428,0.979910441,0.0001,0.0002
6913800,0,1320.327391,2.811989498,0.983303914,0.0001,0.0002
6914700,0,1307.542639,2.820076567,0.986697386,0.0001,0.0002
6915600,0,1305.319892,2.828163636,0.990090859,0.0001,0.0002
6916500,0,1298.741604,2.829334234,0.990582707,0.0001,0.0002
6917400,0,1299.065365,2.830504831,0.991074556,0.0001,0.0002
6918300,0,1299.065365,2.831675429,0.991566404,0.0001,0.0002
6919200,0,1297.749633,2.832846026,0.992058252,0.0001,0.0002
6920100,0,1292.041929,2.827031482,0.98961677,0.0001,0.0002
6921000,0,1292.041929,2.821216938,0.987175287,0.0001,0.0002
6921900,0,1289.144431,2.815402393,0.984733805,0.0001,0.0002
6922800,0,1301.439817,2.809587849,0.982292322,0.0001,0.0002
6923700,0,1340.637765,2.800480595,0.978476383,0.0001,0.0002
6924600,0,1342.261289,2.791373341,0.974660445,0.0001,0.0002
6925500,0,1332.277155,2.782266087,0.970844506,0.0001,0.0002
6926400,0,1317.219473,2.773158833,0.967028567,0.0001,0.0002
6927300,0,1336.403269,2.595656605,0.894801426,0.0001,0.0002
6928200,0,1405.220715,2.418154377,0.822574284,0.0001,0.0002
6929100,0,1461.059919,2.240652148,0.750347143,0.0001,0.0002
6930000,0,1449.223587,2.06314992,0.678120002,0.0001,0.0002
6930900,0,1471.931481,2.244039557,0.751765304,0.0001,0.0002
6931800,0,1471.931481,2.424929194,0.825410605,0.0001,0.0002
6932700,0,1495.424052,2.605818832,0.899055907,0.0001,0.0002
6933600,0,1660.421171,2.786708469,0.972701208,0.0001,0.0002
6934500,0,1660.421171,2.788985192,0.973655148,0.0001,0.0002
6935400,0.003780479,1637.093328,2.791261914,0.974609088,0.0001,0.0002
6936300,0.015248216,1484.866766,2.793538637,0.975563028,0.0001,0.0002
6937200,0.027183129,1489.848606,2.795815359,0.976516968,0.0001,0.0002
6938100,0.043842615,1656.570052,2.805073026,0.980402289,0.0001,0.0002
6939000,0.062178576,1694.238522,2.814330693,0.98428761,0.0001,0.0002
6939900,0.074694174,1694.238522,2.823588359,0.988172931,0.0001,0.0002
6940800,0.089261494,1580.087418,2.832846026,0.992058252,0.0001,0.0002
6941700,0.101018498,1571.785225,2.835198888,0.993047343,0.0001,0.0002
6942600,0.103657033,1571.785225,2.837551751,0.994036434,0.0001,0.0002
6943500,0.084252296,1618.480499,2.839904613,0.995025524,0.0001,0.0002
6944400,0.077739278,1610.563558,2.842257475,0.996014615,0.0001,0.0002
6945300,0.080323778,1610.563558,2.841079093,0.995519168,0.0001,0.0002
6946200,0.086163352,1522.974973,2.839900711,0.99502372,0.0001,0.0002
6947100,0.095973333,1456.61924,2.838722329,0.994528273,0.0001,0.0002
6948000,0.109430985,1436.569881,2.837543947,0.994032825,0.0001,0.0002
6948900,0.120948356,1443.509912,2.841090877,0.995524619,0.0001,0.0002
6949800,0.137842322,1432.345097,2.844637807,0.997016413,0.0001,0.0002
