,2020,2020,2020,2020,2030,2030,2030,2030,2050,2050,2050,2050
,Emission_factor_buy,Emission_factor_sell,Electricity_cost_buy,Electricity_cost_sell,Emission_factor_buy,Emission_factor_sell,Electricity_cost_buy,Electricity_cost_sell,Emission_factor_buy,Emission_factor_sell,Electricity_cost_buy,Electricity_cost_sell
0,0.27045636,-0.27045636,0.18,-0.04,0.052,-0.052,0.18,-0.04,0.004,-0.004,0.18,-0.04
1,0.244512874,-0.244512874,0.18,-0.04,0.054,-0.054,0.18,-0.04,0.004,-0.004,0.18,-0.04
2,0.240455587,-0.240455587,0.18,-0.04,0.052,-0.052,0.18,-0.04,0.004,-0.004,0.18,-0.04
3,0.238484002,-0.238484002,0.18,-0.04,0.052,-0.052,0.18,-0.04,0.004,-0.004,0.18,-0.04
4,0.229809934,-0.229809934,0.18,-0.04,0.052,-0.052,0.18,-0.04,0.004,-0.004,0.18,-0.04
5,0.223386775,-0.223386775,0.18,-0.04,0.051,-0.051,0.18,-0.04,0.004,-0.004,0.18,-0.04
6,0.215818206,-0.215818206,0.18,-0.04,0.034,-0.034,0.18,-0.04,0.004,-0.004,0.18,-0.04
7,0.210645995,-0.210645995,0.18,-0.04,0.03,-0.03,0.18,-0.04,0.004,-0.004,0.18,-0.04
8,0.207432837,-0.207432837,0.18,-0.04,0.029,-0.029,0.18,-0.04,0.004,-0.004,0.18,-0.04
9,0.212552103,-0.212552103,0.18,-0.04,0.028,-0.028,0.18,-0.04,0.004,-0.004,0.18,-0.04
10,0.207146137,-0.207146137,0.18,-0.04,0.045,-0.045,0.18,-0.04,0.004,-0.004,0.18,-0.04
11,0.198197393,-0.198197393,0.18,-0.04,0.044,-0.044,0.18,-0.04,0.003,-0.003,0.18,-0.04
12,0.198302944,-0.198302944,0.18,-0.04,0.043,-0.043,0.18,-0.04,0.003,-0.003,0.18,-0.04
13,0.197970277,-0.197970277,0.18,-0.04,0.043,-0.043,0.18,-0.04,0.004,-0.004,0.18,-0.04
14,0.197990484,-0.197990484,0.18,-0.04,0.064,-0.064,0.18,-0.04,0.004,-0.004,0.18,-0.04
15,0.200320195,-0.200320195,0.18,-0.04,0.066,-0.066,0.18,-0.04,0.004,-0.004,0.18,-0.04
16,0.195515191,-0.195515191,0.18,-0.04,0.067,-0.067,0.18,-0.04,0.004,-0.004,0.18,-0.04
17,0.194707538,-0.194707538,0.18,-0.04,0.064,-0.064,0.18,-0.04,0.004,-0.004,0.18,-0.04
18,0.193848774,-0.193848774,0.18,-0.04,0.061,-0.061,0.18,-0.04,0.003,-0.003,0.18,-0.04
19,0.196078731,-0.196078731,0.18,-0.04,0.058,-0.058,0.18,-0.04,0.003,-0.003,0.18,-0.04
20,0.197731111,-0.197731111,0.18,-0.04,0.06,-0.06,0.18,-0.04,0.003,-0.003,0.18,-0.04
21,0.200465535,-0.200465535,0.18,-0.04,0.061,-0.061,0.18,-0.04,0.003,-0.003,0.18,-0.04
22,0.203740062,-0.203740062,0.18,-0.04,0.057,-0.057,0.18,-0.04,0.003,-0.003,0.18,-0.04
23,0.204361439,-0.204361439,0.18,-0.04,0.053,-0.053,0.18,-0.04,0.004,-0.004,0.18,-0.04
24,0.212331606,-0.212331606,0.18,-0.04,0.054,-0.054,0.18,-0.04,0.004,-0.004,0.18,-0.04
25,0.207349888,-0.207349888,0.18,-0.04,0.05,-0.05,0.18,-0.04,0.004,-0.004,0.18,-0.04
26,0.211038311,-0.211038311,0.18,-0.04,0.046,-0.046,0.18,-0.04,0.004,-0.004,0.18,-0.04
27,0.214577527,-0.214577527,0.18,-0.04,0.036,-0.036,0.18,-0.04,0.004,-0.004,0.18,-0.04
28,0.214457608,-0.214457608,0.18,-0.04,0.055,-0.055,0.18,-0.04,0.004,-0.004,0.18,-0.04
29,0.218713049,-0.218713049,0.18,-0.04,0.058,-0.058,0.18,-0.04,0.004,-0.004,0.18,-0.04
30,0.222299815,-0.222299815,0.18,-0.04,0.17,-0.17,0.18,-0.04,0.004,-0.004,0.18,-0.04
31,0.237679989,-0.237679989,0.18,-0.04,0.177,-0.177,0.18,-0.04,0.004,-0.004,0.18,-0.04
32,0.259622051,-0.259622051,0.18,-0.04,0.195,-0.195,0.18,-0.04,0.028,-0.028,0.18,-0.04
33,0.276618322,-0.276618322,0.18,-0.04,0.19,-0.19,0.18,-0.04,0.028,-0.028,0.18,-0.04
34,0.273713777,-0.273713777,0.18,-0.04,0.194,-0.194,0.18,-0.04,0.028,-0.028,0.18,-0.04
35,0.267045251,-0.267045251,0.18,-0.04,0.189,-0.189,0.18,-0.04,0.028,-0.028,0.18,-0.04
36,0.265569203,-0.265569203,0.18,-0.04,0.184,-0.184,0.18,-0.04,0.028,-0.028,0.18,-0.04
37,0.268575728,-0.268575728,0.18,-0.04,0.177,-0.177,0.18,-0.04,0.029,-0.029,0.18,-0.04
38,0.296257318,-0.296257318,0.18,-0.04,0.179,-0.179,0.18,-0.04,0.028,-0.028,0.18,-0.04
39,0.338694169,-0.338694169,0.18,-0.04,0.177,-0.177,0.18,-0.04,0.028,-0.028,0.18,-0.04
40,0.376236249,-0.376236249,0.18,-0.04,0.178,-0.178,0.18,-0.04,0.027,-0.027,0.18,-0.04
41,0.391753377,-0.391753377,0.18,-0.04,0.172,-0.172,0.18,-0.04,0.026,-0.026,0.18,-0.04
42,0.406554392,-0.406554392,0.18,-0.04,0.169,-0.169,0.18,-0.04,0.026,-0.026,0.18,-0.04
43,0.418955918,-0.418955918,0.18,-0.04,0.175,-0.175,0.18,-0.04,0.022,-0.022,0.18,-0.04
44,0.432268964,-0.432268964,0.18,-0.04,0.181,-0.181,0.18,-0.04,0.005,-0.005,0.18,-0.04
45,0.436405605,-0.436405605,0.18,-0.04,0.182,-0.182,0.18,-0.04,0.003,-0.003,0.18,-0.04
