Time;T_amp
12808800;11.7
12812400;13.5
12816000;15.4
12819600;17.2
12823200;18.2
12826800;19.3
12830400;20
12834000;20
12837600;19.7
12841200;19.4
12844800;18.8
12848400;17.2
12852000;16.9
12855600;15.4
12859200;13.1
12862800;11.3
12866400;10.3
12870000;9.2
12873600;10.2
12877200;9.3
12880800;8.8
12884400;8.6
12888000;9.1
12891600;11.5
12895200;14.4
12898800;15.5
12902400;17.1
12906000;18.1
12909600;17.9
12913200;18.7
12916800;19.3
12920400;19.6
12924000;20
12927600;19.9
12931200;20.3
12934800;19.8
12938400;19.2
12942000;17.2
12945600;16.1
12949200;15.3
12952800;14.3
12956400;13.9
12960000;13.7
12963600;13.2
12967200;12.4
12970800;11.7
12974400;12.8
12978000;13.2
12981600;15.5
12985200;16.9
12988800;18.3
12992400;19.6
12996000;21
12999600;21.7
13003200;22.8
13006800;22.7
13010400;23.1
13014000;22.9
13017600;22.4
13021200;21.9
13024800;21.2
13028400;19.8
13032000;18.1
13035600;15.5
13039200;15.2
13042800;14.2
13046400;13.6
13050000;13
13053600;12.8
13057200;12.7
13060800;13
13064400;14.2
13068000;16.2
13071600;17.9
13075200;20.1
13078800;21.2
13082400;22.5
13086000;23.7
13089600;23.6
13093200;24.7
13096800;24.1
13100400;24.5
13104000;23.9
13107600;23
13111200;22.3
13114800;20.7
13118400;17.2
13122000;15.3
13125600;14.4
13129200;13.4
13132800;11.9
13136400;10.8
13140000;10.9
13143600;10.5
13147200;11.3
13150800;12.9
13154400;14.8
13158000;16.6
13161600;17.3
13165200;18.5
13168800;19
13172400;20.4
13176000;20.9
13179600;20.1
13183200;19.4
13186800;17.9
13190400;16.5
13194000;16.8
13197600;14.8
13201200;12.7
13204800;11.6
13208400;11.3
13212000;11.2
13215600;10.8
13219200;10.3
13222800;10.3
13226400;10.2
13230000;10.4
13233600;10.6
13237200;11
13240800;11.5
13244400;12.7
13248000;13
13251600;14
13255200;14
13258800;14.7
13262400;13.9
13266000;14
13269600;14.9
13273200;14.5
13276800;13.6
13280400;13.2
13284000;11.7
13287600;10.9
13291200;9.5
13294800;8.8
13298400;8
13302000;8.1
13305600;8.3
13309200;8.9
13312800;9.2
13316400;8.1
13320000;7.5
13323600;9.4
13327200;11.1
13330800;12
13334400;12.2
13338000;12.4
13341600;12.8
13345200;13.2
13348800;13.6
13352400;13.6
13356000;12.9
13359600;12.5
13363200;11.3
13366800;10.6
13370400;10
13374000;9.3
13377600;8.3
13381200;8
13384800;7.3
13388400;6.7
13392000;6.3
13395600;4.7
13399200;6.2
13402800;6
13406400;6.6
13410000;7.9
13413600;9.7
13417200;10.5
13420800;11.3
13424400;12.7
13428000;13.2
13431600;13.5
13435200;14
13438800;13.8
13442400;13.5
13446000;14.4
13449600;12.9
13453200;12.9
13456800;12.2
13460400;10.2
13464000;8.7
13467600;7.2
13471200;7
13474800;7.6
13478400;8.8
13482000;9.9
13485600;10.8
13489200;11
13492800;11.3
13496400;11.6
13500000;12.1
13503600;13.2
13507200;13.4
13510800;15.2
13514400;15.3
13518000;16.2
13521600;16.5
13525200;16.9
13528800;17.7
13532400;19.3
13536000;20.9
13539600;21.8
13543200;22
13546800;20.1
13550400;18.3
13554000;17.7
13557600;16.8
13561200;16.8
13564800;15.9
13568400;15.4
13572000;15.1
13575600;15.2
13579200;15.4
13582800;15.7
13586400;16.1
13590000;17
13593600;17.7
13597200;18.7
13600800;20.1
13604400;20.4
13608000;21
13611600;19.4
13615200;18.2
13618800;16.7
13622400;15.7
13626000;15.1
13629600;15.1
13633200;14.5
13636800;14.3
13640400;14.1
13644000;12.9
13647600;11.7
13651200;10.5
13654800;10.6
13658400;11.5
13662000;11.7
13665600;12.6
13669200;13.1
13672800;14
13676400;14.6
13680000;15.5
13683600;16.3
13687200;16.6
13690800;17.7
13694400;17.7
13698000;17.4
13701600;17.4
13705200;16.7
13708800;16.4
13712400;15.9
13716000;15.8
13719600;15
13723200;13.3
13726800;12.9
13730400;13.4
13734000;13.4
13737600;13.9
13741200;13.7
13744800;13.5
13748400;13.6
13752000;14
13755600;13.6
13759200;13.6
13762800;13.9
13766400;14.7
13770000;15.5
13773600;16.2
13777200;16.4
13780800;16.7
13784400;17
13788000;16.9
13791600;16.8
13795200;16.8
13798800;16.8
13802400;16.6
13806000;16.5
13809600;16.4
13813200;16.6
13816800;16.3
13820400;16.2
13824000;16.3
13827600;16.1
13831200;15.5
13834800;15.6
13838400;14.9
13842000;14.8
13845600;15.2
13849200;15.1
13852800;15.2
13856400;16
13860000;16.3
13863600;16.4
13867200;17
13870800;17.5
13874400;15.9
13878000;14.7
13881600;14.3
13885200;14.5
13888800;15
13892400;14.7
13896000;12.9
13899600;12
13903200;11.9
13906800;11.2
13910400;11.4
13914000;11
13917600;10
13921200;9.8
13924800;10.1
13928400;11.3
13932000;13.7
13935600;15.1
13939200;16.5
13942800;17.2
13946400;18
13950000;19.4
13953600;19.1
13957200;19.6
13960800;19.7
13964400;19.6
13968000;19.5
13971600;18.6
13975200;16.1
13978800;14.8
13982400;13.8
13986000;13.6
13989600;13.5
13993200;13.5
13996800;13.1
14000400;12.4
14004000;11.7
14007600;11.4
14011200;10.8
14014800;10.5
14018400;10.1
14022000;9.5
14025600;9.8
14029200;10.3
14032800;11.2
14036400;12
14040000;12
14043600;11.6
14047200;12.2
14050800;13
14054400;12.5
14058000;12.2
14061600;11.7
14065200;10.9
14068800;10.1
14072400;9.8
14076000;8.4
14079600;8
14083200;8.2
14086800;8.2
14090400;9
14094000;8.2
14097600;8.4
14101200;10.5
14104800;11.8
14108400;12.3
14112000;13
14115600;13.5
14119200;13.4
14122800;14
14126400;14.3
14130000;14.8
14133600;14.7
14137200;15.1
14140800;15.6
14144400;15.6
14148000;15.7
14151600;14.6
14155200;10.7
14158800;9.1
14162400;8.3
14166000;8
14169600;7.6
14173200;6.7
14176800;6.7
14180400;6.5
14184000;7.2
14187600;9.4
14191200;11.4
14194800;13.6
14198400;15.5
14202000;16.5
14205600;17.1
14209200;17
14212800;18.2
14216400;17.9
14220000;18.3
14223600;18.3
14227200;18.7
14230800;17.8
14234400;17
14238000;15.7
14241600;15
14245200;14.2
14248800;14
14252400;14.1
14256000;13.5
14259600;12.7
14263200;12.5
14266800;12.3
14270400;11.9
14274000;12
14277600;12.7
14281200;13.7
14284800;15.3
14288400;16.8
14292000;17.6
14295600;18.6
14299200;19.3
14302800;20.3
14306400;19.3
14310000;19.7
14313600;18.8
14317200;17.8
14320800;16.7
14324400;16.9
14328000;14.3
14331600;12.2
14335200;11.8
14338800;11.3
14342400;10.1
14346000;9.3
14349600;9.3
14353200;8.9
14356800;9.3
14360400;11.4
14364000;13.4
14367600;15.9
14371200;17.1
14374800;17.6
14378400;18.2
14382000;18.3
14385600;18.4
14389200;18.1
14392800;18.2
14396400;17.2
14400000;16.5
14403600;15.3
14407200;14.9
14410800;13.3
14414400;12.3
14418000;12.3
14421600;12.1
14425200;12.1
14428800;12.5
14432400;12.3
14436000;12.3
14439600;12.2
14443200;12.2
14446800;12.4
14450400;12.5
14454000;13
14457600;13.7
14461200;14.1
14464800;14.1
14468400;14.1
14472000;14.6
14475600;14.7
14479200;14.4
14482800;14.1
14486400;14.3
14490000;13.7
14493600;13.1
14497200;12.3
14500800;11.7
14504400;11.3
14508000;11.1
14511600;11.2
14515200;11.5
14518800;11.1
14522400;10.7
14526000;11
14529600;11
14533200;11.8
14536800;13.1
14540400;13.7
14544000;14.8
14547600;15.8
14551200;16.2
14554800;16.8
14558400;16.9
14562000;17.6
14565600;17.7
14569200;17.1
14572800;17
14576400;17
14580000;16.7
14583600;16.3
14587200;13.1
14590800;12.4
14594400;10.4
14598000;11.7
14601600;12.3
14605200;12.1
14608800;12.5
14612400;13.1
14616000;13.4
14619600;13.4
14623200;14.3
14626800;14.7
14630400;15
14634000;15.4
14637600;15.6
14641200;16.1
14644800;16.8
14648400;17.5
14652000;17.9
14655600;18.3
14659200;18.5
14662800;17.9
14666400;17.9
14670000;16.7
14673600;14.8
14677200;13.8
14680800;13.3
14684400;12.8
14688000;13.5
14691600;13.8
14695200;13.4
14698800;13.5
14702400;13.9
14706000;13.6
14709600;13.8
14713200;15.3
14716800;15.5
14720400;16.2
14724000;16.3
14727600;16.8
14731200;18.6
14734800;19.1
14738400;19.3
14742000;19.8
14745600;19.9
14749200;20.5
14752800;21.4
14756400;19.4
14760000;18.3
14763600;17.3
14767200;17.2
14770800;17.3
14774400;17.2
14778000;16.9
14781600;16.1
14785200;16.4
14788800;16.5
14792400;16.9
14796000;18.9
14799600;21.1
14803200;23
14806800;23.9
14810400;25.2
14814000;26.2
14817600;27.1
14821200;27.8
14824800;28.2
14828400;28.3
14832000;29
14835600;28.8
14839200;28.1
14842800;25.2
14846400;23
14850000;20.9
14853600;20.1
14857200;18.8
14860800;18.1
14864400;16.4
14868000;16.1
14871600;15.9
14875200;16
14878800;16
14882400;16.6
14886000;16.6
14889600;15.1
14893200;16.5
14896800;19.2
14900400;19.7
14904000;18.6
14907600;18.8
14911200;18.4
14914800;17.9
14918400;17.2
14922000;17
14925600;16.1
14929200;15.2
14932800;14.4
14936400;14.2
14940000;13.6
14943600;13.3
14947200;13.1
14950800;13.1
14954400;12.4
14958000;12.3
14961600;12.7
14965200;14.5
14968800;15.2
14972400;16.2
14976000;16.5
14979600;17.2
14983200;16.9
14986800;16.9
14990400;16.3
14994000;15.2
14997600;14.9
15001200;14.3
15004800;14.1
15008400;14
15012000;13.8
15015600;13.5
15019200;13.6
15022800;13.5
15026400;13.1
15030000;13.5
15033600;13.7
15037200;13.8
15040800;13.8
15044400;13.9
15048000;13.9
15051600;14
15055200;14.3
15058800;14.4
15062400;14.8
15066000;15.7
15069600;16.1
15073200;16.8
15076800;17.2
15080400;17.6
15084000;18.6
15087600;19
15091200;19.5
15094800;19.7
15098400;19
15102000;18.3
15105600;17.1
15109200;16.8
15112800;16.3
15116400;16.4
15120000;16.5
15123600;16.5
15127200;16.2
15130800;16.1
15134400;15.6
15138000;16.3
15141600;17.8
15145200;18.9
15148800;20
15152400;21.3
15156000;21.5
15159600;22.7
15163200;22.8
15166800;23.6
15170400;24
15174000;24.1
15177600;23.8
15181200;18.6
15184800;16.6
15188400;16.9
15192000;16.5
15195600;16.2
15199200;15.3
15202800;14.3
15206400;13.2
15210000;12.6
15213600;12.2
15217200;12.5
15220800;12.4
15224400;12.9
15228000;12.9
15231600;13.7
15235200;13.9
15238800;13.5
15242400;14
15246000;14.3
15249600;14.5
15253200;14.4
15256800;15
15260400;14
15264000;13.3
15267600;13.3
15271200;13.1
15274800;13
15278400;13
15282000;12.9
15285600;12.7
15289200;12.7
15292800;12.4
15296400;12.3
15300000;12.2
15303600;12
15307200;12
15310800;12.1
15314400;12.6
15318000;12.5
15321600;12.7
15325200;13
15328800;13
15332400;13.5
15336000;13.4
15339600;13.7
15343200;13.5
15346800;13.5
15350400;13.1
15354000;12.8
15357600;12.5
15361200;12.3
15364800;11.9
15368400;11.7
15372000;11.5
15375600;11.2
15379200;11.1
15382800;11.1
15386400;10.9
15390000;11.2
15393600;10.9
15397200;11.4
15400800;11.9
15404400;12.5
15408000;13.5
15411600;13.5
15415200;13.5
15418800;14.4
15422400;14.6
15426000;14.4
15429600;14.2
15433200;14.6
15436800;14.9
15440400;14.6
15444000;14.3
15447600;14.1
15451200;13.9
15454800;13.8
15458400;13.9
15462000;13.7
15465600;13.8
15469200;13.8
15472800;13.6
15476400;13.4
15480000;13.4
15483600;13.6
15487200;14.3
15490800;14.6
15494400;15.7
15498000;16.4
15501600;17.4
15505200;18.1
15508800;18.8
15512400;19.6
15516000;20.7
15519600;21.4
15523200;21.5
15526800;21.1
15530400;20.6
15534000;20.2
15537600;19.1
15541200;18.8
15544800;18.2
15548400;18.1
15552000;18.7
15555600;19.1
15559200;19.1
15562800;19.2
15566400;18.6
15570000;19.3
15573600;21
15577200;20.3
15580800;20.3
15584400;20.8
15588000;21.5
15591600;22.4
15595200;22.2
15598800;22.7
15602400;20.1
15606000;18.3
15609600;18.9
15613200;19.6
15616800;19.1
15620400;17.8
15624000;17.1
15627600;16.6
15631200;16.5
15634800;16.1
15638400;15.7
15642000;15
15645600;14.5
15649200;13.8
15652800;14.3
15656400;15.4
15660000;16.9
15663600;18.4
15667200;19.6
15670800;19.6
15674400;21
15678000;22.4
15681600;23
15685200;23.8
15688800;24.1
15692400;23.6
15696000;23.4
15699600;22.1
15703200;22
15706800;20.6
15710400;18.1
15714000;16.6
15717600;15.8
15721200;15.7
15724800;16.3
15728400;16.2
15732000;16.4
15735600;15.3
15739200;15.5
15742800;15.8
15746400;16
15750000;17.1
15753600;17.6
15757200;17.4
15760800;17.8
15764400;18.1
15768000;18.7
15771600;19.1
15775200;18.8
15778800;18
15782400;17.8
15786000;17.2
15789600;16.3
15793200;15.5
15796800;13
15800400;12.4
15804000;10.6
15807600;12.1
15811200;11.6
15814800;12.1
15818400;11.5
15822000;11.4
15825600;10.6
15829200;11.9
15832800;14
15836400;15.1
15840000;16.5
15843600;17.4
15847200;18.1
15850800;18.7
15854400;18.1
15858000;19.1
15861600;19.3
15865200;19.7
15868800;19.2
15872400;19.5
15876000;19.3
15879600;18.1
15883200;16.7
15886800;15.2
15890400;14.7
15894000;13.4
15897600;13.3
15901200;12.7
15904800;11.3
15908400;11.2
15912000;11.3
15915600;13.5
15919200;15.5
15922800;17.3
15926400;18.9
15930000;19.5
15933600;20.3
15937200;20.2
15940800;20.8
15944400;20.8
15948000;21.3
15951600;21.8
15955200;22.1
15958800;21.7
15962400;21.2
15966000;20.2
15969600;18.6
15973200;16.5
15976800;15.5
15980400;14.5
15984000;14
15987600;13.6
15991200;13
15994800;13.4
15998400;13.4
16002000;14.7
16005600;16.4
16009200;18.7
16012800;19.4
16016400;19.9
16020000;20.5
16023600;21.3
16027200;22.2
16030800;22.6
16034400;23
16038000;22.8
16041600;22.4
16045200;21.9
16048800;21.6
16052400;20.1
16056000;18.8
16059600;17.5
16063200;16.4
16066800;15.5
16070400;14.9
16074000;14.6
16077600;14.5
16081200;15
16084800;15.8
16088400;17
16092000;18.5
16095600;18.8
16099200;19.3
16102800;19
16106400;20
16110000;20.6
16113600;20.8
16117200;21.6
16120800;21
16124400;20.6
16128000;21.2
16131600;20.6
16135200;19.9
16138800;18
16142400;17
16146000;16.2
16149600;16.2
16153200;15.7
16156800;15.8
16160400;15.4
16164000;14.7
16167600;13.9
16171200;13.7
16174800;14.8
16178400;15.9
16182000;17.1
16185600;17.3
16189200;18.6
16192800;18.8
16196400;19.8
16200000;20.4
16203600;17.5
16207200;18.2
16210800;18.4
16214400;19.5
16218000;18.6
16221600;17.8
16225200;16.6
16228800;16
16232400;14.7
16236000;13.3
16239600;13.7
16243200;13.6
16246800;13.3
16250400;13.3
16254000;12.7
16257600;12.8
16261200;14.4
16264800;15.4
16268400;17
16272000;17.4
16275600;18.1
16279200;18.3
16282800;18
16286400;18.7
16290000;18.9
16293600;19.4
16297200;18.6
16300800;18.2
16304400;17.6
16308000;17
16311600;16.5
16315200;15.8
16318800;15.4
16322400;15
16326000;13.3
16329600;13.6
16333200;13.2
16336800;13.5
16340400;12.8
16344000;13.2
16347600;13.4
16351200;14.3
16354800;15.2
16358400;15.9
16362000;15.9
16365600;15.7
16369200;17.1
16372800;17.1
16376400;16.7
16380000;17.1
16383600;16.7
16387200;16.5
16390800;15.6
16394400;14.7
16398000;13.3
16401600;12.6
16405200;12.8
16408800;12.7
16412400;12.1
16416000;12.3
16419600;11.8
16423200;12
16426800;12
16430400;12.1
16434000;12
16437600;12.5
16441200;13.6
16444800;13.5
16448400;15.2
16452000;16.7
16455600;17.5
16459200;17.5
16462800;17.1
16466400;15.3
16470000;15.3
16473600;15.8
16477200;15.8
16480800;15.4
16484400;15.1
16488000;14.7
16491600;14.4
16495200;13.8
16498800;14
16502400;13.4
16506000;13.6
16509600;13.6
16513200;13.6
16516800;13.2
16520400;13.6
16524000;14.2
16527600;14.5
16531200;14.2
16534800;15.3
16538400;14.9
16542000;15.8
16545600;16.4
16549200;16.6
16552800;16.5
16556400;16.7
16560000;16.4
16563600;15.9
16567200;15.2
16570800;14.8
16574400;13.9
16578000;14
16581600;13.9
16585200;13.5
16588800;12.4
16592400;13
16596000;12.3
16599600;12.3
16603200;11.9
16606800;12.6
16610400;14.3
16614000;15.7
16617600;17
16621200;17.7
16624800;18.8
16628400;19.1
16632000;18.8
16635600;18.6
16639200;18.5
16642800;17.3
16646400;17
16650000;16.2
16653600;16.2
16657200;16.3
16660800;16.3
16664400;16.5
16668000;16
16671600;14.8
16675200;14.3
16678800;13.7
16682400;13.5
16686000;13.5
16689600;14.3
16693200;14.9
16696800;16.1
16700400;17.1
16704000;18.6
16707600;18.7
16711200;19.3
16714800;19.8
16718400;19.3
16722000;21
16725600;22.1
16729200;21.8
16732800;21.3
16736400;20.6
16740000;19.7
16743600;18.4
16747200;17.3
16750800;16.5
16754400;15.4
16758000;14.5
16761600;14.1
16765200;13.3
16768800;12.6
16772400;12.3
16776000;12.3
16779600;15.1
16783200;17.7
16786800;19.7
16790400;21.5
16794000;22.7
16797600;22.7
16801200;23.6
16804800;24.5
16808400;25.1
16812000;25.3
16815600;26.3
16819200;25.2
16822800;24.3
16826400;22.3
16830000;21.2
16833600;19.1
16837200;17.7
16840800;17
16844400;16.1
16848000;15.6
16851600;14.9
16855200;15.5
16858800;15.2
16862400;15.8
16866000;16.7
16869600;19.1
16873200;21.5
16876800;23.3
16880400;24
16884000;24.7
16887600;25.7
16891200;25
16894800;24.1
16898400;23
16902000;22.1
16905600;22.7
16909200;22.5
16912800;20.7
16916400;19.1
16920000;17.8
16923600;16.1
16927200;16.2
16930800;16.3
16934400;15.1
16938000;15
16941600;15.2
16945200;15.2
16948800;14.7
16952400;16.6
16956000;18.1
16959600;18.8
16963200;20
16966800;20.6
16970400;21.3
16974000;21.8
16977600;21.8
16981200;22.4
16984800;23.5
16988400;22.6
16992000;22.5
16995600;22.3
16999200;21.4
17002800;21
17006400;17.9
17010000;16.7
17013600;15.7
17017200;15
17020800;15.4
17024400;15.8
17028000;15.4
17031600;15.3
17035200;15.7
17038800;16.8
17042400;18.9
17046000;21.2
17049600;23.1
17053200;23.3
17056800;23.5
17060400;21.5
17064000;19.4
17067600;19.1
17071200;19.5
17074800;20.7
17078400;22.1
17082000;22.1
17085600;21.3
17089200;20.8
17092800;17.9
17096400;17.2
17100000;16.3
17103600;15.9
17107200;15.5
17110800;16.1
17114400;15.6
17118000;15.9
17121600;16.1
17125200;16.3
17128800;16.3
17132400;16.5
17136000;17.1
17139600;17
17143200;17.5
17146800;17.9
17150400;19.2
17154000;19.5
17157600;19.5
17161200;19.4
17164800;19.3
17168400;19
17172000;18.3
17175600;17.1
17179200;16.2
17182800;16
17186400;15.8
17190000;15.6
17193600;15.1
17197200;14.6
17200800;14.4
17204400;13.7
17208000;13.6
17211600;14.8
17215200;15.9
17218800;16.7
17222400;16.5
17226000;17.4
17229600;18.6
17233200;19.1
17236800;19.3
17240400;19.6
17244000;17.7
17247600;17.9
17251200;18.7
17254800;18.6
17258400;17.7
17262000;16.9
17265600;14.6
17269200;14.3
17272800;14.3
17276400;13.8
17280000;13.7
17283600;13.4
17287200;13.1
17290800;12.8
17294400;12.7
17298000;13.7
17301600;14.5
17305200;15.2
17308800;15.3
17312400;15.4
17316000;16.3
17319600;16.7
17323200;17.5
17326800;17.8
17330400;17.7
17334000;17.8
17337600;17.9
17341200;17.7
17344800;16.8
17348400;16.3
17352000;15.4
17355600;14.7
17359200;14.2
17362800;14.4
17366400;12.5
17370000;13
17373600;13.7
17377200;12.6
17380800;12.4
17384400;13.1
17388000;15
17391600;16.6
17395200;18.1
17398800;19
17402400;19.5
17406000;19.8
17409600;20.6
17413200;20.9
17416800;21.5
17420400;21.2
17424000;21
17427600;20.7
17431200;20.2
17434800;18.9
17438400;18.1
17442000;17.7
17445600;17.2
17449200;16.7
17452800;15.9
17456400;15
17460000;14.2
17463600;14.2
17467200;15.2
17470800;15.9
17474400;18.3
17478000;20.5
17481600;22.2
17485200;23.6
17488800;24.8
17492400;25.3
17496000;25.8
17499600;26.2
17503200;25.9
17506800;26.2
17510400;26.5
17514000;25.5
17517600;24.4
17521200;22.1
17524800;20.2
17528400;19
17532000;17.4
17535600;16.3
17539200;16
17542800;16
17546400;16.1
17550000;14.2
17553600;14.3
17557200;16.2
17560800;17.8
17564400;19.7
17568000;22.1
17571600;23.5
17575200;24.2
17578800;24.9
17582400;23.1
17586000;23.8
17589600;19.7
17593200;21.4
17596800;20.6
17600400;20.3
17604000;20.6
17607600;19.2
17611200;17.9
17614800;17.8
17618400;17.6
17622000;17.2
17625600;16.3
17629200;16.4
17632800;15.9
17636400;15.9
17640000;15.3
17643600;15.6
17647200;17.6
17650800;18.1
17654400;19.1
17658000;19.7
17661600;20.2
17665200;20.7
17668800;22.1
17672400;22.9
17676000;22.8
17679600;22
17683200;22
17686800;21.4
17690400;20.5
17694000;19
17697600;17.2
17701200;16.9
17704800;16.4
17708400;15.9
17712000;15.7
17715600;15.8
17719200;15.6
17722800;15.5
17726400;15.4
17730000;15.6
17733600;16.4
17737200;17.2
17740800;18.1
17744400;19
17748000;20.1
17751600;21.4
17755200;22.7
17758800;20.9
17762400;19
17766000;17.1
17769600;17.7
17773200;17.8
17776800;17.3
17780400;16.8
17784000;16.4
17787600;16.2
17791200;15.7
17794800;15.4
17798400;15.6
17802000;14.9
17805600;15.1
17809200;14.9
17812800;15.3
17816400;15.5
17820000;16.5
17823600;17.8
17827200;19
17830800;20.3
17834400;20
17838000;19.2
17841600;19.3
17845200;19.7
17848800;20.2
17852400;19.7
17856000;19.1
17859600;18.7
17863200;18.2
17866800;16.9
17870400;15.4
17874000;14.9
17877600;13.6
17881200;13.3
17884800;13.7
17888400;13.8
17892000;14.2
17895600;14.6
17899200;14.6
17902800;15.2
17906400;16.2
17910000;17.8
17913600;18.7
17917200;19.1
17920800;19.5
17924400;19.3
17928000;20.1
17931600;19.4
17935200;19.5
17938800;19.3
17942400;18.3
17946000;17.8
17949600;17.4
17953200;16.2
17956800;15.8
17960400;15.4
17964000;15.1
17967600;15.1
17971200;15.1
17974800;14.5
17978400;14.3
17982000;13.7
17985600;14.2
17989200;15.8
17992800;16.7
17996400;17.4
18000000;18.1
18003600;18.6
18007200;18.9
18010800;19.5
18014400;19.9
18018000;19.9
18021600;19.5
18025200;19
18028800;18.8
18032400;18.5
18036000;18.1
18039600;17
18043200;16.5
18046800;16.7
18050400;16.5
18054000;16.1
18057600;16.1
18061200;15.5
18064800;15
18068400;14.9
18072000;14.2
18075600;15.1
18079200;16.4
18082800;16.4
18086400;17.8
18090000;19.2
18093600;19.7
18097200;19.7
18100800;20.4
18104400;19.9
18108000;20.2
18111600;20
18115200;19.6
18118800;19.6
18122400;19.3
18126000;17.5
18129600;15.4
18133200;14.8
18136800;13.9
18140400;12.8
18144000;12.8
18147600;11.9
18151200;11.3
18154800;10.5
18158400;10.6
18162000;12.1
18165600;14.3
18169200;16.8
18172800;19.9
18176400;21.3
18180000;22
18183600;22.5
18187200;23.8
18190800;24.8
18194400;24.2
18198000;23.7
18201600;23.2
18205200;21.6
18208800;20.4
18212400;17.5
18216000;17.3
18219600;16.7
18223200;16.8
18226800;16.8
18230400;16.6
18234000;15.6
18237600;14.4
18241200;13.5
18244800;13.3
18248400;13.7
18252000;14.4
18255600;14.3
18259200;15.8
18262800;16.4
18266400;16.7
18270000;16
18273600;15.4
18277200;17.7
18280800;17.2
18284400;17.7
18288000;17
18291600;16.6
18295200;16.3
18298800;15
18302400;14.8
18306000;14.7
18309600;14
18313200;14
18316800;13.9
18320400;14
18324000;13.8
18327600;14
18331200;13.8
18334800;14.1
18338400;14.8
18342000;15
18345600;18
18349200;17.9
18352800;17.9
18356400;19.2
18360000;18.4
18363600;19.2
18367200;19.2
18370800;18.3
18374400;19.5
18378000;19.4
18381600;18.9
18385200;17.6
18388800;15.9
18392400;15
18396000;14
18399600;13.7
18403200;13.5
18406800;13.5
18410400;13.8
18414000;13.4
18417600;14
18421200;14.4
18424800;15.3
18428400;16.6
18432000;17.6
18435600;18.8
18439200;19.3
18442800;19.9
18446400;21
18450000;21.5
18453600;21.1
18457200;20.8
18460800;20.6
18464400;20
18468000;19.8
18471600;19.3
18475200;18.4
18478800;17.7
18482400;17.1
18486000;15.9
18489600;16.1
18493200;15.6
18496800;14.9
18500400;15.6
18504000;15.2
18507600;15
18511200;16
18514800;18
18518400;20.3
18522000;19.6
18525600;20.1
18529200;21.7
18532800;22.2
18536400;22.3
18540000;22.9
18543600;23.1
18547200;22.2
18550800;21.4
18554400;20.2
18558000;18.6
18561600;17.3
18565200;16.7
18568800;16.5
18572400;15.8
18576000;15.1
18579600;14.5
18583200;13.6
18586800;13.3
18590400;13
18594000;13.5
18597600;14.9
18601200;18
18604800;19.3
18608400;19.9
18612000;20.4
18615600;22.5
18619200;21.5
18622800;22.3
18626400;22.7
18630000;21.9
18633600;21.1
18637200;20.2
18640800;18.7
18644400;16.5
18648000;14.5
18651600;13.6
18655200;12.6
18658800;12.2
18662400;12.1
18666000;11.4
18669600;11.5
18673200;11.4
18676800;11
18680400;11.4
18684000;14.4
18687600;17.9
18691200;19.7
18694800;21.3
18698400;22.3
18702000;23
18705600;23.5
18709200;23.9
18712800;24.3
18716400;24.4
18720000;24.3
18723600;24
18727200;23.4
18730800;20.7
18734400;18.9
18738000;17.9
18741600;16.1
18745200;15.1
18748800;14.5
18752400;13.9
18756000;14.4
18759600;14.7
18763200;14.1
18766800;15.8
18770400;18.5
18774000;19.8
18777600;20.8
18781200;21.5
18784800;22.5
18788400;23.1
18792000;23.8
18795600;24.9
18799200;24.8
18802800;24.8
18806400;24.5
18810000;24
18813600;22.7
18817200;20.4
18820800;18.9
18824400;17.4
18828000;16.9
18831600;16.9
18835200;17.1
18838800;17
18842400;16.7
18846000;16.1
18849600;16.5
18853200;15.7
18856800;17.7
18860400;19.9
18864000;21.2
18867600;23.2
18871200;23.6
18874800;24.7
18878400;24.5
18882000;24.8
18885600;24.6
18889200;24.5
18892800;23.4
18896400;22.8
18900000;22
18903600;19.6
18907200;18.4
18910800;17.7
18914400;17.2
18918000;16.7
18921600;16.9
18925200;16.7
18928800;16.2
18932400;16
18936000;16.3
18939600;16.4
18943200;17.4
18946800;17.9
18950400;18.7
18954000;20.2
18957600;21.2
18961200;22.1
18964800;22.6
18968400;23.5
18972000;23.4
18975600;23.4
18979200;23.1
18982800;21.7
18986400;21.9
18990000;19.6
18993600;18
18997200;17.7
19000800;17.5
19004400;17.1
19008000;16.8
19011600;16.7
19015200;16.6
19018800;16.4
19022400;16.3
19026000;16.8
19029600;17.4
19033200;18.4
19036800;20.3
19040400;21.7
19044000;22.5
19047600;24.1
19051200;24.7
19054800;24.9
19058400;24.5
19062000;24.4
19065600;24.6
19069200;24.1
19072800;23.4
19076400;21.4
19080000;20.5
19083600;19.2
19087200;18.2
19090800;17.6
19094400;17.5
19098000;16.7
19101600;16.3
19105200;16.4
19108800;16.2
19112400;15.9
19116000;17.2
19119600;18.9
19123200;19.8
19126800;21.1
19130400;21.9
19134000;22.4
19137600;23
19141200;22.1
19144800;22.4
19148400;21.8
19152000;20.6
19155600;19.9
19159200;19.4
19162800;18.6
19166400;18.3
19170000;17.8
19173600;17.6
19177200;17.3
19180800;16.7
19184400;16.9
19188000;16.7
19191600;16.5
19195200;16.4
19198800;16.4
19202400;16.5
19206000;16.9
19209600;16.9
19213200;17.3
19216800;17.8
19220400;17.6
19224000;18.6
19227600;18.4
19231200;18.1
19234800;18.3
19238400;18
19242000;17.2
19245600;16.8
19249200;16.5
19252800;16.4
