Time;T_amp
6393600;3.8
6397200;2.9
6400800;3.3
6404400;3
6408000;3.6
6411600;3.2
6415200;3.6
6418800;3.8
6422400;4.7
6426000;4.9
6429600;5.6
6433200;6.7
6436800;7.2
6440400;7.7
6444000;7.7
6447600;8
6451200;7.9
6454800;7.3
6458400;6.3
6462000;5.8
6465600;5.8
6469200;5.7
6472800;5.8
6476400;5.3
6480000;5.4
6483600;5.4
6487200;5.3
6490800;5.3
6494400;5.1
6498000;4.9
6501600;4.8
6505200;5
6508800;5.8
6512400;6.5
6516000;7.1
6519600;7.3
6523200;7.8
6526800;7.7
6530400;7.7
6534000;7.4
6537600;7.1
6541200;6.5
6544800;5.4
6548400;4.4
6552000;3.1
6555600;2.4
6559200;1.7
6562800;2.5
6566400;3.2
6570000;3.1
6573600;3.8
6577200;3.1
6580800;2.2
6584400;2.1
6588000;1.3
6591600;3.5
6595200;4.5
6598800;4.9
6602400;5.2
6606000;4.6
6609600;5.7
6613200;5.2
6616800;4.6
6620400;5
6624000;3.1
6627600;3.5
6631200;2.4
6634800;1.8
6638400;0.4
6642000;1.2
6645600;1.2
6649200;1.9
6652800;1.4
6656400;1.5
6660000;1.7
6663600;0.7
6667200;0.2
6670800;0.9
6674400;0.8
6678000;1.7
6681600;3.6
6685200;4.9
6688800;5.8
6692400;6
6696000;6
6699600;6.2
6703200;6.9
6706800;6.3
6710400;6
6714000;4.8
6717600;3.3
6721200;2.5
6724800;2.6
6728400;1.3
6732000;0.9
6735600;0.6
6739200;1
6742800;0.3
6746400;0.8
6750000;0.7
6753600;0.6
6757200;0.8
6760800;0.1
6764400;1.6
6768000;2.6
6771600;3.7
6775200;5
6778800;5.9
6782400;6.3
6786000;6
6789600;5.4
6793200;5.8
6796800;4.8
6800400;3.7
6804000;2.3
6807600;1.3
6811200;0.5
6814800;-0.3
6818400;-0.9
6822000;-1.4
6825600;-1.5
6829200;-1.7
6832800;-2.4
6836400;-1.8
6840000;-1.6
6843600;-0.5
6847200;0.8
6850800;1.7
6854400;3
6858000;3.9
6861600;4.7
6865200;4.1
6868800;4.3
6872400;5.2
6876000;4.6
6879600;4
6883200;4.4
6886800;4.1
6890400;3.7
6894000;3.3
6897600;3
6901200;2.7
6904800;2.2
6908400;2.7
6912000;3
6915600;3.8
6919200;4.5
6922800;4.6
6926400;4.1
6930000;3.3
6933600;2.8
6937200;3.6
6940800;3.8
6944400;4.6
6948000;4.8
6951600;4.7
6955200;5
6958800;4.6
6962400;5
6966000;5
6969600;4.6
6973200;4
6976800;3.5
6980400;3.5
6984000;3.2
6987600;2.7
6991200;1.7
6994800;1.6
6998400;1.4
7002000;2.2
7005600;2.5
7009200;2.5
7012800;2.7
7016400;2.3
7020000;1.9
7023600;1.3
7027200;0.7
7030800;0.5
7034400;0.4
7038000;0.4
7041600;0.5
7045200;0.5
7048800;0.8
7052400;0.9
7056000;0.5
7059600;-0.3
7063200;-1.1
7066800;-1.4
7070400;-1.9
7074000;-2.2
7077600;-2.9
7081200;-3.7
7084800;-4.1
7088400;-4.6
7092000;-5
7095600;-5.6
7099200;-5.8
7102800;-6.5
7106400;-6.4
7110000;-4.1
7113600;-1.8
7117200;-0.6
7120800;0.2
7124400;0.6
7128000;1.5
7131600;2
7135200;2.6
7138800;2.9
7142400;2.6
7146000;1.9
7149600;1.3
7153200;0.6
7156800;0.5
7160400;0.1
7164000;0.5
7167600;0.4
7171200;0.5
7174800;0.3
7178400;-0.1
7182000;-0.1
7185600;0.4
7189200;0.3
7192800;0.8
7196400;0.3
7200000;0.6
7203600;1.2
7207200;1.3
7210800;1.9
7214400;1.9
7218000;2.4
7221600;3.5
7225200;2.2
7228800;2.7
7232400;2.1
7236000;0.7
7239600;0.5
7243200;-0.1
7246800;-0.4
7250400;-0.1
7254000;0.5
7257600;1.1
7261200;1.7
7264800;1.9
7268400;1.4
7272000;0.8
7275600;-0.6
7279200;-0.5
7282800;0.8
7286400;2.7
7290000;3.1
7293600;4.3
7297200;4.5
7300800;5.4
7304400;5.8
7308000;6.4
7311600;6.1
7315200;5.7
7318800;4.7
7322400;2.7
7326000;1.6
7329600;1.3
7333200;0.2
7336800;0.1
7340400;0.1
7344000;1.3
7347600;0.7
7351200;0.6
7354800;-0.3
7358400;-1.2
7362000;-1.9
7365600;-1.8
7369200;0.3
7372800;1.8
7376400;2.9
7380000;3.6
7383600;4
7387200;4.7
7390800;4.9
7394400;4
7398000;5
7401600;4.1
7405200;3.6
7408800;2
7412400;0.3
7416000;-0.2
7419600;-0.1
7423200;-0.1
7426800;-0.3
7430400;-1.6
7434000;-2.2
7437600;-2.2
7441200;-2.8
7444800;-3.8
7448400;-2.3
7452000;-2.1
7455600;0.9
7459200;3.3
7462800;4.7
7466400;5.7
7470000;5.8
7473600;6.1
7477200;6.5
7480800;6.7
7484400;6.1
7488000;6.1
7491600;5.7
7495200;5.5
7498800;5.6
7502400;5.4
7506000;5.3
7509600;5.4
7513200;5.3
7516800;5.4
7520400;5.4
7524000;5.5
7527600;5.7
7531200;5.7
7534800;5.8
7538400;5.8
7542000;6
7545600;6
7549200;6.7
7552800;7.4
7556400;8.1
7560000;8.3
7563600;8.1
7567200;7.9
7570800;8.1
7574400;8
7578000;7.6
7581600;7.4
7585200;7.4
7588800;7.3
7592400;7.2
7596000;7.3
7599600;7.1
7603200;6.6
7606800;6.4
7610400;6.2
7614000;6
7617600;5.9
7621200;5.8
7624800;6.2
7628400;6.8
7632000;7.7
7635600;8.5
7639200;9.7
7642800;10.3
7646400;10.2
7650000;10.3
7653600;11.4
7657200;11.4
7660800;8.6
7664400;7.4
7668000;6.9
7671600;7.1
7675200;6.1
7678800;4.2
7682400;3.6
7686000;3.1
7689600;1.1
7693200;-0.2
7696800;0.1
7700400;0.4
7704000;-0.3
7707600;-0.8
7711200;-0.3
7714800;1.1
7718400;3.6
7722000;6.3
7725600;9.3
7729200;10.1
7732800;11.9
7736400;12.4
7740000;12.5
7743600;12.5
7747200;11.8
7750800;11
7754400;8.8
7758000;7.9
7761600;7.1
7765200;6.5
7768800;5.9
7772400;4.7
7776000;4.6
7779600;4.6
7783200;3.9
7786800;3.6
7790400;2.9
7794000;3.3
7797600;3.6
7801200;5.2
7804800;7.3
7808400;9.7
7812000;11.2
7815600;12.6
7819200;13.1
7822800;14.1
7826400;14.2
7830000;13.9
7833600;13.2
7837200;12.3
7840800;10.4
7844400;8.9
7848000;7.8
7851600;7.2
7855200;6.6
7858800;6.2
7862400;5.9
7866000;5.5
7869600;5.5
7873200;4.9
7876800;5.1
7880400;4.9
7884000;5.3
7887600;6.6
7891200;7.9
7894800;9.7
7898400;11.5
7902000;11.8
7905600;12.7
7909200;11.9
7912800;12.5
7916400;11.1
7920000;11.4
7923600;9.8
7927200;8.8
7930800;7.6
7934400;5.9
7938000;5.5
7941600;4.9
7945200;4.6
7948800;4.3
7952400;3.7
7956000;3.4
7959600;3.6
7963200;4.3
7966800;4.1
7970400;4.8
7974000;5.5
7977600;7.2
7981200;9.2
7984800;10.7
7988400;10.9
7992000;11.8
7995600;12.7
7999200;13.8
8002800;13.4
8006400;13
8010000;12.2
8013600;10
8017200;10.8
8020800;9.4
8024400;8.8
8028000;8.4
8031600;7.9
8035200;7.2
8038800;7
8042400;7.2
8046000;7.2
8049600;7.1
8053200;6.9
8056800;6.8
8060400;7.5
8064000;8.8
8067600;9.9
8071200;11
8074800;11.4
8078400;12.5
8082000;13.3
8085600;13.1
8089200;12.6
8092800;13
8096400;12.3
8100000;11.6
8103600;11
8107200;10.4
8110800;9.9
8114400;9.7
8118000;9.7
8121600;9.9
8125200;9.9
8128800;9.9
8132400;9.5
8136000;9.3
8139600;8.7
8143200;8.5
8146800;8.7
8150400;9.5
8154000;10.5
8157600;11.4
8161200;12.6
8164800;13.3
8168400;12.7
8172000;12.6
8175600;12.3
8179200;11.2
8182800;10.8
8186400;10.1
8190000;10
8193600;7.8
8197200;7.1
8200800;4.8
8204400;3.9
8208000;3.1
8211600;2.4
8215200;1.8
8218800;1.7
8222400;2
8226000;1.7
8229600;0.8
8233200;1.3
8236800;2.4
8240400;3.7
8244000;4.2
8247600;4.7
8251200;5.2
8254800;5.5
8258400;5.9
8262000;6.3
8265600;5.9
8269200;5.6
8272800;4.4
8276400;2.2
8280000;2
8283600;1.4
8287200;0.4
8290800;-0.1
8294400;-0.9
8298000;-1
8301600;-1.2
8305200;-1.8
8308800;-1.7
8312400;-1.8
8316000;0.5
8319600;3.4
8323200;6
8326800;7.2
8330400;7.9
8334000;7.8
8337600;8.3
8341200;8.1
8344800;9.2
8348400;8.8
8352000;9.1
8355600;8.1
8359200;6.9
8362800;5
8366400;4.1
8370000;4.1
8373600;4.3
8377200;4.4
8380800;3.5
8384400;3.1
8388000;3.5
8391600;3.7
8395200;3.7
8398800;4.1
8402400;5.1
8406000;6
8409600;6.5
8413200;6.9
8416800;7.3
8420400;8.5
8424000;9.1
8427600;8.5
8431200;9.2
8434800;8.6
8438400;9.5
8442000;7.6
8445600;6.8
8449200;6
8452800;5.7
8456400;5.5
8460000;5.4
8463600;5.4
8467200;5.2
8470800;5.1
8474400;4.9
8478000;4.9
8481600;4.9
8485200;4.8
8488800;5.4
8492400;6.4
8496000;7.1
8499600;7.9
8503200;8.6
8506800;9.1
8510400;9.4
8514000;9.2
8517600;8.9
8521200;8.4
8524800;8.4
8528400;8.2
8532000;7.4
8535600;5.6
8539200;5
8542800;5
8546400;4.7
8550000;5.1
8553600;4.9
8557200;4.4
8560800;2.6
8564400;1.9
8568000;1.4
8571600;1.4
8575200;2.5
8578800;4.4
8582400;6.3
8586000;7.7
8589600;8.9
8593200;9.8
8596800;9.9
8600400;10
8604000;9.9
8607600;10
8611200;8.8
8614800;7.7
8618400;6.4
8622000;3.8
8625600;3
8629200;1.3
8632800;-0.1
8636400;-0.3
8640000;-0.9
8643600;-1.3
8647200;-1
8650800;-1.2
8654400;-1.2
8658000;-1.6
8661600;0.8
8665200;3.9
8668800;5.4
8672400;6.4
8676000;7.1
8679600;8
8683200;8.4
8686800;8.2
8690400;8.6
8694000;8
8697600;7.7
8701200;7
8704800;6
8708400;5.1
8712000;3.9
8715600;3.5
8719200;3.4
8722800;3.1
8726400;2.5
8730000;2.5
8733600;2.1
8737200;1.4
8740800;1.1
8744400;1.4
8748000;2.5
8751600;3.3
8755200;4.7
8758800;5.7
8762400;6.1
8766000;7.7
8769600;10.4
8773200;11.4
8776800;11.9
8780400;12.1
8784000;11.7
8787600;11.1
8791200;10.4
8794800;8.9
8798400;7.7
8802000;7.3
8805600;6.5
8809200;6.3
8812800;6.5
8816400;6.4
8820000;5.8
8823600;4.2
8827200;4.8
8830800;4.4
8834400;4.6
8838000;5.8
8841600;7.1
8845200;8.6
8848800;8.6
8852400;7.6
8856000;7.5
8859600;6.9
8863200;6.8
8866800;5.5
8870400;5.5
8874000;5.3
8877600;5.2
8881200;4.1
8884800;4.2
8888400;4.1
8892000;3.8
8895600;3.5
8899200;3.1
8902800;2.3
8906400;2.4
8910000;1
8913600;1
8917200;0.6
8920800;1.9
8924400;3.8
8928000;5.8
8931600;6.6
8935200;7.8
8938800;8
8942400;8.4
8946000;8.6
8949600;8.7
8953200;8.8
8956800;7.6
8960400;6.5
8964000;6
8967600;5.2
8971200;4.9
8974800;4.6
8978400;4.6
8982000;4.7
8985600;4.5
8989200;5.1
8992800;5.3
8996400;5.1
9000000;5.3
9003600;4.8
9007200;5
9010800;5.8
9014400;5.7
9018000;6.8
9021600;7.6
9025200;8.9
9028800;9
9032400;8.9
9036000;9.8
9039600;9.8
9043200;10
9046800;9.1
9050400;7.6
9054000;5.3
9057600;3.7
9061200;4.7
9064800;3.3
9068400;3.9
9072000;3.5
9075600;1.5
9079200;2.2
9082800;1.3
9086400;1
9090000;1.3
9093600;2.7
9097200;3.5
9100800;4.2
9104400;6.2
9108000;7.8
9111600;9.1
9115200;9.9
9118800;9.7
9122400;9.2
9126000;8.5
9129600;8.9
9133200;8.7
9136800;8.5
9140400;8.3
9144000;7.8
9147600;7.4
9151200;7.2
9154800;6.4
9158400;6.8
9162000;6.4
9165600;6.9
9169200;6
9172800;5.6
9176400;6.2
9180000;6.8
9183600;7.3
9187200;7.5
9190800;7.1
9194400;7.6
9198000;7.4
9201600;8.1
9205200;8.3
9208800;8.6
9212400;8.7
9216000;9.4
9219600;9
9223200;8.1
9226800;5.7
9230400;4.3
9234000;3.6
9237600;2.4
9241200;2.7
9244800;2.4
9248400;2.1
9252000;4.9
9255600;5.4
9259200;6.6
9262800;7.3
9266400;7.9
9270000;8.1
9273600;8.5
9277200;9.9
9280800;11
9284400;13.2
9288000;13.2
9291600;13.4
9295200;13.2
9298800;12.8
9302400;11.8
9306000;10.4
9309600;10.3
9313200;8.5
9316800;7.9
9320400;8.9
9324000;9.8
9327600;9
9331200;8.9
9334800;8.4
9338400;8.5
9342000;7.9
9345600;6.9
9349200;7
9352800;7.5
9356400;8.5
9360000;10
9363600;11
9367200;12.1
9370800;13.3
9374400;14.1
9378000;14.7
9381600;14.9
9385200;14.8
9388800;14.8
9392400;14.5
9396000;13.4
9399600;10.9
9403200;9.2
9406800;8.5
9410400;8.4
9414000;8.4
9417600;7.6
9421200;7.5
9424800;7.6
9428400;7.7
9432000;8.7
9435600;8.7
9439200;8.7
9442800;8.9
9446400;9.1
9450000;9.5
9453600;9.3
9457200;9.2
9460800;9
9464400;9
9468000;8.9
9471600;9
9475200;9.3
9478800;9.3
9482400;9.3
9486000;8.7
9489600;8.2
9493200;7.6
9496800;7.8
9500400;7.8
9504000;7.4
9507600;6.9
9511200;6.1
9514800;6.3
9518400;5.9
9522000;5.4
9525600;6.5
9529200;8.1
9532800;10.5
9536400;13.4
9540000;15.5
9543600;16.6
9547200;18
9550800;18.5
9554400;19
9558000;19
9561600;18.7
9565200;18.5
9568800;16.2
9572400;12.8
9576000;10.9
9579600;11.4
9583200;11.2
9586800;10.9
9590400;11.3
9594000;11
9597600;10.1
9601200;10.7
9604800;10.6
9608400;11
9612000;11
9615600;12.6
9619200;15.5
9622800;17.8
9626400;18.2
9630000;19.5
9633600;17.6
9637200;16.4
9640800;16.1
9644400;15.1
9648000;14.1
9651600;13.3
9655200;12.1
9658800;11.2
9662400;10.1
9666000;9.3
9669600;8.4
9673200;7.7
9676800;7.1
9680400;6.8
9684000;6.7
9687600;7.2
9691200;7.9
9694800;9.3
9698400;10.2
9702000;11.5
9705600;12.3
9709200;13.8
9712800;15.5
9716400;17.8
9720000;16.5
9723600;17.2
9727200;18.7
9730800;19.5
9734400;19.4
9738000;18.9
9741600;18.4
9745200;15.2
9748800;13.6
9752400;12.8
9756000;12.3
9759600;12.3
9763200;12.5
9766800;11.5
9770400;11.1
9774000;11.1
9777600;11.6
9781200;11.6
9784800;12.9
9788400;13.7
9792000;16.2
9795600;17.8
9799200;18.1
9802800;19.5
9806400;20.4
9810000;20.3
9813600;20.9
9817200;20.7
9820800;19.6
9824400;18.3
9828000;16.1
9831600;14.6
9835200;12.8
9838800;12.1
9842400;11.5
9846000;10.3
9849600;10.4
9853200;10
9856800;9.7
9860400;9
9864000;8.6
9867600;8.4
9871200;9.7
9874800;10.8
9878400;12.4
9882000;14.2
9885600;16.2
9889200;16.9
9892800;16.9
9896400;17.3
9900000;17.7
9903600;18.2
9907200;17.9
9910800;17
9914400;15.1
9918000;13.2
9921600;12.2
9925200;11.4
9928800;10.2
9932400;9.8
9936000;9.5
9939600;9
9943200;9.2
9946800;8.6
9950400;8.1
9954000;8.1
9957600;8.6
9961200;9.8
9964800;10.9
9968400;12.2
9972000;12.5
9975600;13.7
9979200;13.3
9982800;13.6
9986400;13.5
9990000;13.7
9993600;13.3
9997200;12.4
10000800;11.3
10004400;9.9
10008000;8.2
10011600;7.3
10015200;7.3
10018800;5.4
10022400;4.3
10026000;4.1
10029600;3.5
10033200;3.2
10036800;3.1
10040400;3.3
10044000;5.6
10047600;7.9
10051200;9.8
10054800;11.1
10058400;11.4
10062000;12.3
10065600;11.3
10069200;10.1
10072800;9.8
10076400;9.5
10080000;9.2
10083600;9
10087200;8.4
10090800;7.8
10094400;7.3
10098000;6.9
10101600;6.6
10105200;5.7
10108800;5.7
10112400;5.1
10116000;4.6
10119600;4.4
10123200;3.9
10126800;3.9
10130400;4.1
10134000;4.1
10137600;4.7
10141200;5.1
10144800;5.8
10148400;6.8
10152000;7.8
10155600;8.5
10159200;9.3
10162800;9.4
10166400;8.9
10170000;8.3
10173600;7.8
10177200;6.4
10180800;4.6
10184400;3.7
10188000;2.6
10191600;1.9
10195200;1
10198800;0.5
10202400;0.3
10206000;0.8
10209600;0.2
10213200;2.2
10216800;4.6
10220400;7
10224000;8.6
10227600;9.5
10231200;9
10234800;9.7
10238400;10.4
10242000;10.7
10245600;10.5
10249200;11.4
10252800;11.3
10256400;10.3
10260000;9.5
10263600;7.7
10267200;6.4
10270800;4.8
10274400;3.7
10278000;3.3
10281600;3.4
10285200;3.8
10288800;3.3
10292400;3
10296000;2.5
10299600;3
10303200;5.3
10306800;8.5
10310400;10.2
10314000;11.4
10317600;12.4
10321200;13.1
10324800;13.2
10328400;13.9
10332000;13.9
10335600;14
10339200;13
10342800;12.4
10346400;12.1
10350000;9.5
10353600;8.4
10357200;6.9
10360800;5.3
10364400;4.7
10368000;3.9
10371600;2.7
10375200;3
10378800;3.2
10382400;3
10386000;3.6
10389600;6.4
10393200;8.6
10396800;11.1
10400400;12.4
10404000;13.6
10407600;14.2
10411200;14.8
10414800;15.7
10418400;15
10422000;15
10425600;14.9
10429200;13.8
10432800;12.6
10436400;9.7
10440000;7.4
10443600;6.8
10447200;5.5
10450800;5.1
10454400;4.5
10458000;4.7
10461600;4.1
10465200;4.7
10468800;4.2
10472400;5
10476000;7.3
10479600;9.8
10483200;12.9
10486800;15
10490400;16.9
10494000;18.2
10497600;18.7
10501200;19.4
10504800;19.3
10508400;20
10512000;20
10515600;20.2
10519200;17.8
10522800;15.1
10526400;12.5
10530000;11.9
10533600;9.7
10537200;8.5
10540800;8.1
10544400;8.1
10548000;6.8
10551600;7.1
10555200;6.5
10558800;7.5
10562400;10.1
10566000;13
10569600;15
10573200;17.5
10576800;18
10580400;19.1
10584000;19.6
10587600;19.8
10591200;19.9
10594800;19.5
10598400;18.8
10602000;17.9
10605600;16.8
10609200;15
10612800;11.8
10616400;9.6
10620000;7.5
10623600;7.6
10627200;7.2
10630800;8.5
10634400;6.5
10638000;7
10641600;6.1
10645200;8.5
10648800;12
10652400;13.5
10656000;15.3
10659600;17.1
10663200;18.5
10666800;19.2
10670400;19.2
10674000;19.3
10677600;18.7
10681200;18.2
10684800;17.9
10688400;17.3
10692000;16
10695600;13.7
10699200;12.1
10702800;11.1
10706400;9.9
10710000;9.4
10713600;9
10717200;7.9
10720800;7.2
10724400;6.7
10728000;5.8
10731600;6.3
10735200;9.5
10738800;12.2
10742400;15.7
10746000;17.5
10749600;18.6
10753200;19.5
10756800;19.8
10760400;20.1
10764000;19.8
10767600;19.6
10771200;20
10774800;19.2
10778400;18
10782000;14.1
10785600;13.2
10789200;11.2
10792800;10.7
10796400;9.8
10800000;9.8
10803600;9.9
10807200;9.7
10810800;8.7
10814400;7.9
10818000;8
10821600;9.7
10825200;11.1
10828800;12.6
10832400;12.9
10836000;14
10839600;14.2
10843200;14.4
10846800;14.3
10850400;12.8
10854000;12.8
10857600;11.9
10861200;11.7
10864800;11.1
10868400;9.4
10872000;8.9
10875600;9
10879200;8.5
10882800;8.1
10886400;7.1
10890000;7
10893600;6.8
10897200;6.5
10900800;6.8
10904400;7.2
10908000;8.9
10911600;9.9
10915200;10.8
10918800;11.4
10922400;12.7
10926000;13.1
10929600;12.9
10933200;13.3
10936800;11.8
10940400;11.4
10944000;11.3
10947600;11.1
10951200;10.9
10954800;10.5
10958400;10.4
10962000;10.1
10965600;10.4
10969200;10.4
10972800;10.5
10976400;10.7
10980000;10.2
10983600;11.1
10987200;10.5
10990800;10.9
10994400;11
10998000;11
11001600;11.3
11005200;11.9
11008800;12.2
11012400;12.5
11016000;12.3
11019600;11.5
11023200;11.1
11026800;11.2
11030400;10.5
11034000;9.7
11037600;10
11041200;9.6
11044800;9.5
11048400;9.3
11052000;8.8
11055600;8.9
11059200;8.4
11062800;8.1
11066400;8.3
11070000;7.8
11073600;8
11077200;8.1
11080800;8.3
11084400;9
11088000;9.3
11091600;9.2
11095200;9.7
11098800;10.5
11102400;11.4
11106000;10.3
11109600;10.4
11113200;9.2
11116800;9
11120400;8.8
11124000;8.7
11127600;8.3
11131200;8
11134800;7.6
11138400;7.5
11142000;7.4
11145600;7.5
11149200;7.7
11152800;7.9
11156400;8.2
11160000;8.7
11163600;9.2
11167200;10.6
11170800;12.7
11174400;15.6
11178000;17.2
11181600;18.8
11185200;20
11188800;21
11192400;20.5
11196000;19.8
11199600;17.7
11203200;17.6
11206800;17
11210400;16
11214000;14.7
11217600;13.1
11221200;12.6
11224800;12.1
11228400;11.5
11232000;11
11235600;10.9
11239200;10.7
11242800;11
11246400;10.7
11250000;11
11253600;12
11257200;12.5
11260800;13.6
11264400;13.8
11268000;14.2
11271600;15
11275200;15.4
11278800;15.9
11282400;16.1
11286000;15.8
11289600;15.1
11293200;14.6
11296800;13.6
11300400;12.2
11304000;10.9
11307600;10.3
11311200;9.9
11314800;9.6
11318400;10.1
11322000;9.9
11325600;9.5
11329200;9.9
11332800;9.8
11336400;10.4
11340000;10.7
11343600;11.3
11347200;12.6
11350800;12.9
11354400;13.6
11358000;13.7
11361600;14.3
11365200;15.2
11368800;15.5
11372400;12.4
11376000;12.8
11379600;13.1
11383200;12.4
11386800;11
11390400;9.9
11394000;9.6
11397600;10.3
11401200;9.8
11404800;10.7
11408400;10.5
11412000;10.5
11415600;10.4
11419200;10.4
11422800;10.2
11426400;11
11430000;10.9
11433600;11.6
11437200;12.8
11440800;13.4
11444400;12.7
11448000;13.5
11451600;13.8
11455200;13.4
11458800;13.4
11462400;13.1
11466000;12.6
11469600;12
11473200;11.2
11476800;10.6
11480400;10.1
11484000;10.6
11487600;10.3
11491200;10.1
11494800;9.4
11498400;8.6
11502000;8.3
11505600;9.4
11509200;9.7
11512800;10.8
11516400;10.3
11520000;10.8
11523600;11.5
11527200;11.5
11530800;10.3
11534400;11.2
11538000;10
11541600;10
11545200;9.8
11548800;10.3
11552400;10.4
11556000;10.5
11559600;9.1
11563200;7.9
11566800;6.9
11570400;5.8
11574000;4.6
11577600;4.3
11581200;5.2
11584800;4.5
11588400;4.3
11592000;4.7
11595600;5.9
11599200;6.9
11602800;7.5
11606400;8.2
11610000;8.3
11613600;8.6
11617200;9.1
11620800;9.2
11624400;9.8
11628000;10.5
11631600;10.8
11635200;10.9
11638800;10.6
11642400;10.5
11646000;8.7
11649600;7.1
11653200;5.4
11656800;4.8
11660400;4.4
11664000;3.3
11667600;3.2
11671200;2.5
11674800;2
11678400;2
11682000;3.7
11685600;6.4
11689200;9.5
11692800;11
11696400;11.6
11700000;12.4
11703600;11.6
11707200;11.6
11710800;12
11714400;12.1
11718000;12.5
11721600;12.5
11725200;12.2
11728800;12.1
11732400;11
11736000;8.6
11739600;7.6
11743200;6.3
11746800;5.5
11750400;5.6
11754000;5.2
11757600;4.9
11761200;5.2
11764800;4.6
11768400;5.9
11772000;8.5
11775600;10.4
11779200;12.4
11782800;13.9
11786400;14.9
11790000;14.3
11793600;15.1
11797200;15.7
11800800;15.9
11804400;16
11808000;15.5
11811600;15.4
11815200;14.5
11818800;12.2
11822400;9.7
11826000;8.8
11829600;7.8
11833200;7.1
11836800;6.3
11840400;6.3
11844000;6.1
11847600;5.3
11851200;5.7
11854800;7.7
11858400;10.1
11862000;12
11865600;14
11869200;15.7
11872800;16.6
11876400;17.4
11880000;17.9
11883600;18.3
11887200;18.4
11890800;18.3
11894400;17.6
11898000;16.7
11901600;15.9
11905200;14.3
11908800;12.2
11912400;11.2
11916000;9.9
11919600;8.8
11923200;7.9
11926800;7.6
11930400;7.7
11934000;7.4
11937600;7.6
11941200;9.1
11944800;11.6
11948400;13.8
11952000;15.9
11955600;17.7
11959200;18.6
11962800;19.3
11966400;19.7
11970000;20.3
11973600;20.9
11977200;20.7
11980800;20.4
11984400;19.6
11988000;18.1
11991600;15.6
11995200;14.9
11998800;12.8
12002400;12.1
12006000;12
12009600;11.3
12013200;10.5
12016800;10
12020400;9.8
12024000;9.6
12027600;10.9
12031200;12.8
12034800;14.8
12038400;16.3
12042000;17.4
12045600;18
12049200;18.9
12052800;19
12056400;18.6
12060000;18.4
12063600;18.8
12067200;19.6
12070800;18.9
12074400;17.9
12078000;16.4
12081600;14.3
12085200;13.1
12088800;13.1
12092400;11.2
12096000;11.6
12099600;11.2
12103200;10.6
12106800;10.3
12110400;9.8
12114000;11.8
12117600;14.6
12121200;16.8
12124800;17.3
12128400;16.2
12132000;17.6
12135600;17.8
12139200;16.5
12142800;17
12146400;16.3
12150000;16.3
12153600;16.6
12157200;15.6
12160800;14.8
12164400;13.8
12168000;12.1
12171600;11.1
12175200;11.1
12178800;11.5
12182400;12
12186000;12.9
12189600;12.1
12193200;11
12196800;9.9
12200400;10
12204000;10.1
12207600;10.8
12211200;11.2
12214800;11.6
12218400;12.9
12222000;12.8
12225600;13.4
12229200;13.4
12232800;13.4
12236400;13.4
12240000;12.5
12243600;11.9
12247200;11.7
12250800;10.5
12254400;9.3
12258000;9.3
12261600;9.2
12265200;8
12268800;8.4
12272400;8.9
12276000;9.9
12279600;10.2
12283200;10.5
12286800;10.8
12290400;11.7
12294000;12.3
12297600;12.3
12301200;12
12304800;12.5
12308400;12.7
12312000;13
12315600;13.8
12319200;14.9
12322800;15.1
12326400;15.8
12330000;14.9
12333600;14
12337200;13.2
12340800;13.2
12344400;13.1
12348000;13.2
12351600;13
12355200;12.8
12358800;12.1
12362400;11.5
12366000;11.4
12369600;12
12373200;12.6
12376800;13.1
12380400;13.9
12384000;14.3
12387600;14.8
12391200;15.2
12394800;15.3
12398400;15.4
12402000;15.5
12405600;16
12409200;15.9
12412800;15.4
12416400;14.9
12420000;15.1
12423600;14.1
12427200;13.2
12430800;13
12434400;12.2
12438000;12.2
12441600;12.2
12445200;11.7
12448800;11.9
12452400;11.9
12456000;12
12459600;12
12463200;12.5
12466800;12.7
12470400;13.8
12474000;14.5
12477600;14.6
12481200;14.3
12484800;14.8
12488400;14.6
12492000;14.5
12495600;14.3
12499200;13.4
12502800;13.3
12506400;12.5
12510000;11.4
12513600;10
12517200;9.3
12520800;9.1
12524400;8.8
12528000;8.4
12531600;7.4
12535200;7.7
12538800;6.3
12542400;6.3
12546000;7.8
12549600;10.1
12553200;12.7
12556800;13.3
12560400;14
12564000;15.1
12567600;15.6
12571200;16.3
12574800;17
12578400;17.5
12582000;17.7
12585600;18.1
12589200;18.1
12592800;17.3
12596400;15
12600000;13.2
12603600;11.5
12607200;10.5
12610800;10.1
12614400;10.2
12618000;10.3
12621600;10.6
12625200;10.6
12628800;11
12632400;11.2
12636000;12.4
12639600;13.2
12643200;13.5
12646800;14.1
12650400;14.1
12654000;13.8
12657600;14.7
12661200;15.1
12664800;15.6
12668400;15.4
12672000;15.1
12675600;14.4
12679200;11.9
12682800;11.5
12686400;11.3
12690000;11
12693600;10.6
12697200;10.6
12700800;10.7
12704400;11.4
12708000;12
12711600;12
12715200;11.8
12718800;11.8
12722400;12.6
12726000;12.5
12729600;12.7
12733200;13.5
12736800;13.5
12740400;14
12744000;14.2
12747600;14.5
12751200;13.8
12754800;14
12758400;13.4
12762000;12.9
12765600;12.3
12769200;11.4
12772800;10.2
12776400;9.6
12780000;8.8
12783600;8.4
12787200;8.3
12790800;8.1
12794400;8
12798000;7.6
12801600;8.1
12805200;9.8
