HOUR;E_th_RH_HH;E_th_TWE_HH;E_el_HH;E_th_RH_GHD;E_th_TWE_GHD;E_el_GHD;E_th_KL_GHD;E_th_loss
21600;957.753126;8.837008184;72.63689348;579.6047752;0;21.3623012;0;0
22500;994.4470448;16.71438298;76.64355976;592.7791692;0;21.59593361;0;0
23400;986.970376;44.22680252;77.6360958;593.309586;0;21.86489131;0;0
24300;994.5893988;19.27279877;80.3010706;595.8294668;0;22.19373041;0;0
25200;983.2798676;50.87409436;82.21164944;596.6613012;0;22.43317252;0;0
26100;996.3932084;65.69920728;84.20714756;605.3012904;0;22.59870538;0;0
27000;993.6600036;87.21968784;85.40482452;603.9314568;0;22.66449841;0;0
27900;995.0540444;141.0680955;92.9768524;601.1086268;0;22.67127428;0;0
28800;992.2963536;113.4663975;96.45620508;601.3376972;0;22.67152681;0;0
29700;1006.414432;142.6310769;100.7779068;601.4791112;0;22.61638902;0;0
30600;1015.025926;127.7128455;104.8254947;600.2466452;0;22.61804916;0;0
31500;1041.753148;136.5425557;105.3699529;596.5300628;0;22.64544083;0;0
32400;1021.752026;439.8179228;116.2993836;593.1049704;0;22.81700443;0;0
33300;985.693018;430.156642;134.1389716;588.240746;0;23.06999552;0;0
34200;931.6324592;359.3273638;149.733025;584.2062512;0;23.3902317;0;0
35100;1035.712357;327.2418716;152.3932086;578.7821084;0;23.68131178;0;0
36000;1104.399498;264.6211153;145.6892232;574.0921792;0;23.887179;0;0
36900;1129.3694;258.7717296;152.2576368;569.875884;0;23.90425408;0;0
37800;1090.499965;312.3807882;155.8905779;566.3785528;0;23.71198235;0;0
38700;1059.508627;339.4845924;168.161382;562.615728;0;23.45142906;0;0
39600;1104.031412;415.5504272;181.1559415;558.8353528;0;23.10975748;0;0
40500;1082.693556;271.7194721;176.2740714;556.2581012;0;22.76072834;0;0
41400;1124.690139;146.0480094;170.0710012;552.8082592;0;22.43665497;0;0
42300;1112.793889;189.1965614;175.3271902;550.6262556;0;22.14643016;0;0
43200;1096.4631;223.6861913;175.7100002;548.6274924;0;22.02213817;0;0
44100;1087.216439;220.1517606;175.7185582;547.363524;0;22.01739773;0;0
45000;1024.066724;186.2392627;165.5365411;546.87261;0;22.12879936;0;0
45900;1037.867797;144.594484;154.9477112;546.6286844;0;22.35030975;0;0
46800;1043.534899;157.5319457;151.2738141;547.540106;0;22.65121055;0;0
47700;1024.835987;183.9698624;149.0933428;545.7741104;0;22.93730268;0;0
48600;1006.718464;163.0916984;145.1354529;548.5994132;0;23.19845515;0;0
49500;965.3110116;179.5327872;135.8541969;550.4406704;0;23.48848018;0;0
50400;967.4781376;181.3882798;125.5580344;552.8672136;0;23.70007169;0;0
51300;957.3147224;186.4759191;122.7288178;543.8497;0;23.89113925;0;0
52200;941.3565488;160.7224179;132.6724758;547.0559088;0;23.99161623;0;0
53100;937.3201692;144.2939278;144.9659882;549.339088;0;24.09661322;0;0
54000;916.9212016;215.7234853;157.496814;550.9044276;0;24.08054331;0;0
54900;901.1554764;315.5912396;171.3737144;537.9411248;0;24.01060921;0;0
55800;889.9227564;198.4146232;168.2654896;540.96565;0;23.96099088;0;0
56700;870.9596304;153.150081;162.9741437;543.4528236;0;23.97711175;0;0
57600;868.2443216;159.3869911;156.9525348;543.279912;0;24.23042006;0;0
58500;867.9878356;146.1700241;163.820758;530.8664776;0;24.71929182;0;0
59400;849.6127192;140.4374317;170.025817;533.1148868;0;25.40219974;0;0
60300;846.110366;114.1808899;165.6008624;536.0041612;0;25.97855048;0;0
61200;841.8121732;126.8857964;165.0113285;536.0548892;0;26.35928124;0;0
62100;841.4051292;262.960585;162.5299024;529.3996036;0;26.24605622;0;0
63000;822.6510084;308.7573073;169.7318648;531.4962072;0;25.7613602;0;0
63900;837.3366236;211.7800902;181.7649513;535.0458596;0;25.20208297;0;0
64800;869.1936088;142.9377223;198.1037361;535.8465176;0;24.73410561;0;0
65700;865.0007304;124.8261596;194.2399884;534.5598892;0;24.55630063;0;0
66600;881.2971616;188.5181647;192.9561174;534.8676724;0;24.6258069;0;0
67500;865.6146348;164.1595826;194.9481585;536.6335388;0;24.73549288;0;0
68400;880.9566164;129.9449122;190.358832;536.846546;0;24.6819466;0;0
69300;895.6426476;101.4148084;185.9603328;549.3476992;0;24.29552858;0;0
70200;887.6476952;76.6321346;179.7645458;549.2579828;0;23.66183546;0;0
71100;891.0176592;92.61309384;169.1627084;551.3953928;0;22.91002084;0;0
72000;892.879628;94.45274624;157.9329432;552.4693756;0;22.33521371;0;0
72900;892.7537012;69.87547596;150.0325838;573.0161088;0;22.01290428;0;0
73800;908.0057908;68.5812992;143.0278435;573.2947848;0;21.92670927;0;0
74700;894.4827644;114.6109725;144.3642103;575.0156472;0;21.93475736;0;0
75600;897.0254072;176.7248187;142.5988278;579.6943956;0;21.86109451;0;0
76500;896.864254;251.7312175;139.1789478;597.657932;0;21.63391336;0;0
77400;896.6834376;129.1097405;129.8932059;600.1827144;0;21.27558978;0;0
78300;905.5495424;77.09679848;124.56143;601.9165092;0;20.85584398;0;0
79200;910.3681432;65.49878548;118.2124023;607.112204;0;20.48648623;0;0
80100;904.1343176;107.3319853;110.1506072;618.5222532;0;20.33279114;0;0
81000;917.7333564;116.9731804;104.6087171;621.7331772;0;20.25412278;0;0
81900;920.1586124;60.8587574;99.78602616;623.1343628;0;20.21279657;0;0
82800;898.8369508;34.75134808;95.4564312;627.1974264;0;20.21998526;0;0
83700;854.3410388;22.32314856;88.91872484;630.7631556;0;20.17257775;0;0
84600;893.2418848;17.1305545;84.25175248;632.9309868;0;20.1215759;0;0
85500;912.5346992;31.56769356;82.708515;633.2026084;0;20.06410315;0;0
86400;982.4763176;34.26764251;83.69228552;634.7661608;0;20.03416428;0;0
87300;970.3897732;28.33940991;82.84988672;635.797122;0;20.05959736;0;0
88200;973.428798;38.58321064;78.15280376;637.234902;0;20.05245499;0;0
89100;968.46137;23.62580699;76.25943596;637.7213196;0;20.06533784;0;0
90000;996.6696996;13.40619467;76.72400392;638.2455684;0;20.01351748;0;0
90900;1006.178219;11.93468461;77.2376638;638.7700988;0;19.87239188;0;0
91800;1023.480693;9.243957332;77.22421052;639.1384744;0;19.66915096;0;0
92700;1004.594124;6.529347564;76.55997296;639.2392076;0;19.39746206;0;0
93600;1004.859429;8.934778392;74.36372696;639.5110388;0;19.02092244;0;0
94500;996.5007808;17.83692235;74.8303098;636.2521044;0;18.62023243;0;0
95400;1002.020988;16.76071378;75.189263;637.513002;0;18.39158934;0;0
96300;1001.084486;10.7939248;73.95555248;638.3595596;0;18.62646059;0;0
97200;1011.70981;13.60844855;72.71008064;639.3848112;0;19.6018561;0;0
98100;1014.533256;8.413256484;72.40790364;630.5877384;0;19.85005125;0;0
99000;988.9347136;20.75372821;72.84780752;632.586298;0;20.20863762;0;0
99900;1039.107139;13.52356091;74.70452792;633.7894288;0;20.48311123;0;0
100800;983.6610624;35.16935044;75.63291472;634.3209836;0;20.76515908;0;0
101700;1041.299583;22.92548407;75.89739164;628.7988144;1.225938132;22.27559136;0;0
102600;1012.310945;19.9340189;74.42346704;630.4570204;1.225938132;22.84390813;0;0
103500;1005.738805;29.150051;80.09089232;632.5699992;1.322010472;24.66500455;0;0
104400;1024.461693;41.96776788;80.1828418;632.5793276;1.372180764;25.22740376;0;0
105300;911.64305;53.84781484;78.49095688;634.3264936;2.355373176;51.89358276;0;0
106200;901.99322;137.9054632;81.21585976;635.3152872;2.372456676;87.97817312;0;0
107100;912.2835192;100.5971243;82.84565276;637.8280072;2.427355156;132.937638;0;0
108000;1056.131093;78.2402366;85.81208592;639.3865116;2.681305304;178.3659288;0;0
108900;1160.460265;66.7288384;97.69214684;652.9359276;3.543359284;218.94314;0;0
109800;1063.792688;100.5783238;103.1792828;653.5853984;3.608997464;252.3359054;0;0
110700;1008.059498;149.3686762;101.5034866;656.0125016;3.663895944;277.3030467;0;0
111600;1003.864059;214.0012092;107.3041155;657.2639388;3.821296916;298.3512925;0;0
112500;1025.577696;281.4566259;118.6826179;665.9783976;5.033618936;313.5793969;0;0
113400;1099.398551;210.0727432;117.9308564;665.1571968;5.091103484;326.3669064;0;0
114300;1073.385624;180.1355269;120.0188158;663.4698864;5.173451204;336.0249924;0;0
115200;1051.156806;195.634783;128.2558793;664.3288512;5.345186544;343.1921137;0;0
116100;1034.715748;238.0794278;123.1181261;662.3790452;5.237195368;349.0356131;0;0
117000;1018.453919;281.0074009;120.7530307;660.6325036;5.292792356;353.8744684;0;0
117900;1059.36807;317.0231635;132.3303814;656.567396;5.265343116;357.5206373;0;0
118800;1021.443141;256.7769939;143.1986702;653.0348512;5.444107096;359.6934454;0;0
119700;1057.115568;269.3048766;153.6466538;648.4008448;6.06388422;360.0243362;0;0
120600;1006.285862;284.4580471;152.6211101;644.0330244;6.115921832;358.4278279;0;0
121500;1042.435912;239.2381315;142.7030084;638.5945048;6.170820312;354.8363338;0;0
122400;1033.242907;243.4761566;140.3699877;632.828898;6.135122932;349.2479752;0;0
123300;1016.308715;219.5462885;155.1181719;626.53506;5.771238784;341.4351751;0;0
124200;1027.181885;236.7106953;154.9004013;621.1082952;5.778573272;331.4469926;0;0
125100;986.862054;245.4564958;155.2507513;616.2215456;5.737399412;319.085233;0;0
126000;954.2672076;195.895131;159.3729051;610.4792048;5.844630092;304.3268714;0;0
126900;989.4063596;210.8163622;165.7422031;606.2582704;5.548357644;287.388873;0;0
127800;971.7746104;183.7598295;169.3063548;600.9029844;5.56845302;270.3372549;0;0
128700;987.6566228;143.9693213;169.4703883;596.372308;5.5547284;255.5712958;0;0
129600;987.920528;150.9351458;171.8735936;591.442174;5.45101204;245.8727452;0;0
130500;928.4898576;121.1711293;165.1549591;586.4330444;4.710096488;243.2322624;0;0
131400;978.530722;120.5055399;157.1502723;581.1264672;4.692733796;246.0956043;0;0
132300;905.2312896;129.058075;150.9822512;577.463472;4.637835316;251.8276526;0;0
133200;980.3304924;113.0937675;141.2255226;573.3239724;4.57698352;256.9429568;0;0
134100;935.2414696;122.996272;126.2065339;568.8478332;4.065197576;258.6973879;0;0
135000;961.7101096;151.6751492;126.5093818;567.965654;4.040684708;256.6267162;0;0
135900;952.0548172;165.9725347;124.3778804;568.199372;4.013235468;251.4073437;0;0
136800;923.4150816;158.1511834;113.618549;569.0930912;3.870168864;243.926833;0;0
137700;906.5029572;131.4521085;116.0555858;559.1877592;3.964543928;234.771684;0;0
138600;952.3020496;131.204467;115.2700924;562.437576;3.925477496;224.1069366;0;0
139500;930.7372872;147.8487802;123.9454976;564.2771796;3.939202116;211.6203586;0;0
140400;941.5843824;135.5316966;132.1434858;566.3324772;3.882003184;197.0066226;0;0
141300;930.5885484;144.3342251;126.1873722;555.0308196;2.696444528;180.427806;0;0
142200;885.7697772;161.7978107;116.2936996;560.0343456;2.673895664;162.6549973;0;0
143100;939.122804;146.7689001;114.1053272;564.58887;2.577823324;144.8602221;0;0
144000;935.6813908;133.4494813;130.6547898;566.8529092;2.559836092;128.2720232;0;0
144900;952.3256384;135.6537964;146.2584229;554.7807492;2.277179752;113.8781908;0;0
145800;934.2835072;146.516272;156.8881956;557.5341944;2.263566192;101.5553549;0;0
146700;892.9667248;155.173284;157.472362;560.6336548;2.263566192;90.82752684;0;0
147600;908.03713;122.890404;158.5345706;560.8989596;2.038284784;80.99988644;0;0
148500;942.3583876;92.53647968;166.1549502;555.5630824;0.812346652;71.5673274;0;0
149400;904.490666;96.807661;177.64977;558.9460348;0.758726656;62.66624248;0;0
150300;945.3941996;104.8536887;188.6574839;563.9442288;0.66265432;54.6230682;0;0
151200;900.652454;131.0161369;187.4004732;565.7462772;0.612484028;47.93864836;0;0
152100;921.4223404;130.8674169;188.9311756;566.0916096;0.329827688;42.85678316;0;0
153000;943.3557832;107.8976963;187.5287472;567.697104;0.296950888;39.17405164;0;0
153900;902.2847804;101.3663922;183.2865944;570.7568524;0.296950888;36.47609409;0;0
154800;928.1131088;109.2516554;187.5910418;572.758602;0.07166948;34.31694196;0;0
155700;899.4226376;112.38774;181.6056868;587.5058464;0.07166948;32.26199389;0;0
156600;913.3240016;103.5779019;177.6882014;589.9442672;0.0157933;30.2811763;0;0
157500;948.0333952;97.94198364;171.6911576;594.711562;0.0157933;28.42889822;0;0
158400;936.2500124;123.4395357;165.227131;598.4696576;0.0157933;26.87286346;0;0
159300;948.6673572;106.8139796;162.0908412;622.6784484;0.0157933;25.54481028;0;0
160200;913.17024;83.0283378;163.3989703;626.7703028;0;24.53297014;0;0
161100;951.0863008;81.8771754;170.0147684;632.4891736;0;23.72557459;0;0
162000;964.8957316;87.8632392;167.5890845;641.5110368;0;23.0233936;0;0
162900;965.5401272;105.987577;166.1403134;661.8206588;0;22.40282499;0;0
163800;955.8938936;113.3909686;162.8374234;666.9026876;0;21.79689596;0;0
164700;930.7551452;100.4636558;162.936226;671.034366;0;21.31994612;0;0
165600;1019.352232;108.9042383;156.0866801;678.6074312;0;20.90653098;0;0
166500;1000.024414;124.3925069;150.4454516;693.4560292;0;20.64612859;0;0
167400;1033.432652;123.4013564;147.3086202;700.1774196;0;20.46270134;0;0
168300;1017.990714;133.6685919;141.6910709;705.3446952;0;20.32509326;0;0
169200;997.8310584;129.4417738;134.3011166;712.8648412;0;20.26739326;0;0
170100;1065.644268;123.684779;126.5272034;721.7250756;0;20.17563336;0;0
171000;1047.382166;117.6440836;119.9200278;728.9792304;0;20.11715653;0;0
171900;1042.748163;86.40670928;112.5086024;734.5294928;0;20.06047355;0;0
172800;1094.872358;72.1520168;106.2472733;742.0422696;0;20.03105949;0;0
173700;1083.57206;69.43074096;98.96827196;746.2677776;0;20.05959736;0;0
174600;1130.753917;53.07467252;92.88181656;751.2713288;0;20.049875;0;0
175500;1093.317039;46.61229392;87.83859688;755.0293492;0;20.06189786;0;0
176400;1116.016867;31.05828073;85.79018204;758.7360876;0;20.01179748;0;0
177300;1133.218477;21.53572481;84.1237014;762.562204;0;19.87239188;0;0
178200;1150.241616;24.80577276;84.0334724;766.30209;0;19.66915096;0;0
179100;1142.861066;19.72445236;81.55299796;769.8680264;0;19.39746206;0;0
180000;1143.354759;20.0730488;79.35259944;772.9299268;0;19.02092244;0;0
180900;1136.333104;29.94741069;79.04092672;772.1259516;0;18.62023243;0;0
181800;1157.534605;24.20348872;76.7778616;775.345434;0;18.39158934;0;0
182700;1146.199062;17.81636241;76.20716352;777.94017;0;18.62646059;0;0
183600;1156.985563;17.3903663;73.79889952;780.858464;0;19.6018561;0;0
184500;1160.847267;9.329712804;72.66973224;772.746202;0;19.85005125;0;0
185400;1136.768413;21.82998111;73.12209988;775.2963096;0;20.20863762;0;0
186300;1189.401763;13.52356091;74.70452792;776.9484532;0;20.48311123;0;0
187200;1136.044319;35.16935044;75.63291472;777.4956796;0;20.76515908;0;0
188100;1196.027889;22.92548407;75.89739164;771.9996608;1.225938132;22.27559136;0;0
189000;1168.589473;19.9340189;74.42346704;773.313604;1.225938132;22.84390813;0;0
189900;1163.279426;29.150051;80.09089232;775.0586976;1.322010472;24.66500455;0;0
190800;1183.13504;41.96776788;80.1828418;774.4636036;1.372180764;25.22740376;0;0
191700;1071.009095;53.84781484;78.49095688;778.7067656;2.355373176;51.89358276;0;0
192600;1062.787908;137.9054632;81.21585976;781.9452244;2.372456676;87.97817312;0;0
193500;1073.576916;100.5971243;82.84565276;787.0172312;2.427355156;132.937638;0;0
194400;1218.521941;78.2402366;85.81208592;791.5693212;2.681305304;178.3659288;0;0
195300;1323.776267;66.7288384;97.69214684;807.5896528;3.543359284;218.94314;0;0
196200;1227.260662;100.5783238;103.1792828;810.9293952;3.608997464;252.3359054;0;0
197100;1172.061877;149.3686762;101.5034866;815.9433632;3.663895944;277.3030467;0;0
198000;1168.549314;214.0012092;107.3041155;817.7689136;3.821296916;298.3512925;0;0
198900;1190.422462;281.4566259;118.6826179;823.1199336;5.033618936;313.5793969;0;0
199800;1263.710265;210.0727432;117.9308564;821.3051476;5.091103484;326.3669064;0;0
200700;1239.54514;180.1355269;120.0188158;819.93796;5.173451204;336.0249924;0;0
201600;1218.866724;195.634783;128.2558793;817.9641792;5.345186544;343.1921137;0;0
202500;1203.859083;238.0794278;123.1181261;811.489388;5.237195368;349.0356131;0;0
203400;1188.97867;281.0074009;120.7530307;804.2218508;5.292792356;353.8744684;0;0
204300;1228.317134;317.0231635;132.3303814;794.1127676;5.265343116;357.5206373;0;0
205200;1187.672231;256.7769939;143.1986702;782.6057044;5.444107096;359.6934454;0;0
206100;1220.24714;269.3048766;153.6466538;770.8252652;6.06388422;360.0243362;0;0
207000;1163.695976;284.4580471;152.6211101;758.6796644;6.115921832;358.4278279;0;0
207900;1192.940084;239.2381315;142.7030084;745.7791776;6.170820312;354.8363338;0;0
208800;1179.179265;243.4761566;140.3699877;732.2913392;6.135122932;349.2479752;0;0
209700;1159.12202;219.5462885;155.1181719;719.3397052;5.771238784;341.4351751;0;0
210600;1162.267631;236.7106953;154.9004013;706.2253096;5.778573272;331.4469926;0;0
211500;1116.766569;245.4564958;155.2507513;692.9807292;5.737399412;319.085233;0;0
212400;1079.751815;195.895131;159.3729051;679.8638392;5.844630092;304.3268714;0;0
213300;1110.164258;210.8163622;165.7422031;668.64827;5.548357644;287.388873;0;0
214200;1090.056727;183.7598295;169.3063548;657.5122952;5.56845302;270.3372549;0;0
215100;1101.30172;143.9693213;169.4703883;647.0075452;5.5547284;255.5712958;0;0
216000;1096.945316;150.9351458;171.8735936;637.332746;5.45101204;245.8727452;0;0
216900;1033.239636;121.1711293;165.1549591;629.7682512;4.710096488;243.2322624;0;0
217800;1075.344851;120.5055399;157.1502723;622.9449016;4.692733796;246.0956043;0;0
218700;999.2037408;129.058075;150.9822512;618.4426916;4.637835316;251.8276526;0;0
219600;1072.861421;113.0937675;141.2255226;615.7818564;4.57698352;256.9429568;0;0
220500;1023.276908;122.996272;126.2065339;611.5136724;4.065197576;258.6973879;0;0
221400;1045.230505;151.6751492;126.5093818;612.5743956;4.040684708;256.6267162;0;0
222300;1031.679878;165.9725347;124.3778804;613.712854;4.013235468;251.4073437;0;0
223200;1001.606654;158.1511834;113.618549;616.133366;3.870168864;243.926833;0;0
224100;982.2209448;131.4521085;116.0555858;606.9516408;3.964543928;234.771684;0;0
225000;1027.123582;131.204467;115.2700924;610.129924;3.925477496;224.1069366;0;0
225900;1007.194491;147.8487802;123.9454976;612.92051;3.939202116;211.6203586;0;0
226800;1016.722304;135.5316966;132.1434858;615.5426032;3.882003184;197.0066226;0;0
227700;1004.948002;144.3342251;126.1873722;603.6153828;2.696444528;180.427806;0;0
228600;953.6673016;161.7978107;116.2936996;607.9019304;2.673895664;162.6549973;0;0
229500;1009.02951;146.7689001;114.1053272;611.74951;2.577823324;144.8602221;0;0
230400;1003.212247;133.4494813;130.6547898;612.7623676;2.559836092;128.2720232;0;0
231300;1017.922126;135.6537964;146.2584229;600.6344356;2.277179752;113.8781908;0;0
232200;999.2361512;146.516272;156.8881956;602.9738404;2.263566192;101.5553549;0;0
233100;956.1422848;155.173284;157.472362;605.734632;2.263566192;90.82752684;0;0
234000;969.8881476;122.890404;158.5345706;605.5249912;2.038284784;80.99988644;0;0
234900;1002.608967;92.53647968;166.1549502;597.5098804;0.812346652;71.5673274;0;0
235800;961.8230052;96.807661;177.64977;598.1044012;0.758726656;62.66624248;0;0
236700;999.981308;104.8536887;188.6574839;599.9283028;0.66265432;54.6230682;0;0
237600;952.0619644;131.0161369;187.4004732;598.5188296;0.612484028;47.93864836;0;0
238500;969.722766;130.8674169;188.9311756;596.8825548;0.329827688;42.85678316;0;0
239400;988.8750464;107.8976963;187.5287472;596.5223272;0.296950888;39.17405164;0;0
240300;947.1148712;101.3663922;183.2865944;597.7471312;0.296950888;36.47609409;0;0
241200;971.3912116;109.2516554;187.5910418;597.4508008;0.07166948;34.31694196;0;0
242100;940.5724392;112.38774;181.6056868;609.4188728;0.07166948;32.26199389;0;0
243000;951.0782128;103.5779019;177.6882014;608.7311732;0.0157933;30.2811763;0;0
243900;980.4877836;97.94198364;171.6911576;610.1705528;0.0157933;28.42889822;0;0
244800;963.5403488;123.4395357;165.227131;610.9763924;0.0157933;26.87286346;0;0
245700;970.6867976;106.8139796;162.0908412;630.7212448;0.0157933;25.54481028;0;0
246600;930.6562692;83.0283378;164.4359135;630.5024692;0;24.53297014;0;0
247500;965.6254328;81.8771754;170.6379484;631.7361908;0;23.72557459;0;0
248400;976.1721684;88.10843044;168.4654063;635.7312928;0;23.0233936;0;0
249300;972.2369012;105.8328576;166.6735612;652.5941176;0;22.40282499;0;0
250200;959.8010976;112.9918393;163.4037972;653.9531708;0;21.79689596;0;0
251100;929.4133228;99.19248544;163.4629834;654.4742512;0;21.31994612;0;0
252000;1007.573748;108.7885057;157.092111;658.36236;0;20.90653098;0;0
252900;984.2699684;121.808359;152.4830354;668.6241684;0;20.64612859;0;0
253800;1002.261893;122.323909;149.4404601;670.5946428;0;20.46270134;0;0
254700;983.1505348;132.2211614;143.168711;670.7465644;0;20.32509326;0;0
255600;955.7584864;128.10108;139.6730638;673.460534;0;20.26739326;0;0
256500;1022.492591;122.2539634;129.9576758;676.7248212;0;20.17563336;0;0
257400;985.2708332;116.4620035;123.9346003;678.4953276;0;20.11715653;0;0
258300;969.8240444;76.4699364;115.6033788;678.4538692;0;20.06047355;0;0
259200;943.7512664;65.13804028;107.6089324;679.8820992;0;20.03105949;0;0
260100;924.1341516;54.8138722;99.07685132;680.2333524;0;20.05959736;0;0
261000;956.3957556;44.45785228;94.2378972;681.0790444;0;20.049875;0;0
261900;943.3769908;40.7193936;90.38538544;680.9096364;0;20.06189786;0;0
262800;931.5223304;22.75347501;87.89931304;680.9309056;0;20.01179748;0;0
263700;934.0667304;16.86783247;85.76586984;681.0851248;0;19.87239188;0;0
264600;927.138098;18.9171525;84.54438444;681.2283412;0;19.66915096;0;0
265500;931.9089504;17.84872507;81.46087656;681.1746888;0;19.39746206;0;0
266400;929.862836;13.2472648;77.84397988;681.1316624;0;19.02092244;0;0
267300;925.3978592;16.13412361;78.4431702;676.431946;0;18.62023243;0;0
268200;930.885116;12.63637556;76.10413692;676.1495596;0;18.39158934;0;0
269100;925.1363624;12.71680609;73.38291016;675.2608796;0;18.62646059;0;0
270000;925.4723064;15.09886985;73.36016988;674.4742724;0;19.6018561;0;0
270900;939.2191368;19.34653861;71.96892696;663.9847608;0;19.85005125;0;0
271800;967.0119256;22.9517595;71.92488752;664.2030904;0;20.20863762;0;0
272700;960.1596736;29.66116354;73.40878588;663.61018;0;20.48311123;0;0
273600;922.9907996;38.07021863;77.96994864;662.0205068;0;20.76515908;0;0
274500;919.744978;68.76144648;75.58587556;654.24725;1.225938132;22.27559136;0;0
275400;933.657586;40.82760928;75.26942372;653.4272996;1.225938132;22.84390813;0;0
276300;990.8760104;118.0373196;81.57196904;652.9521392;1.322010472;24.66500455;0;0
277200;990.167586;98.2525236;85.51558696;650.4391432;1.372180764;25.22740376;0;0
278100;989.3318716;126.9807682;86.208512;649.6170952;2.355373176;51.89358276;0;0
279000;967.7998764;130.5939175;89.34891556;648.0251172;2.372456676;87.97817312;0;0
279900;961.6921936;165.4674724;91.65716736;647.9095096;2.427355156;132.937638;0;0
280800;962.6824656;268.0728086;95.58008704;646.7122332;2.681305304;178.3659288;0;0
281700;939.7873432;528.4173944;102.340318;659.3706824;3.543359284;218.94314;0;0
282600;909.0963348;356.2479867;112.2241936;659.0897124;3.608997464;252.3359054;0;0
283500;877.77964;230.1495452;116.4560699;660.83092;3.663895944;277.3030467;0;0
284400;914.5758752;205.5606785;115.6965968;661.7725904;3.821296916;298.3512925;0;0
285300;1000.668759;282.2370572;114.6281344;670.6897516;5.033618936;313.5793969;0;0
286200;1025.273907;316.8410486;112.1724062;670.3332828;5.091103484;326.3669064;0;0
287100;1017.516376;300.1258643;114.8177318;670.5078432;5.173451204;336.0249924;0;0
288000;993.6761676;232.2210662;121.5530166;673.7517004;5.345186544;343.1921137;0;0
288900;989.3606396;238.9676904;120.7428852;674.4312996;5.237195368;349.0356131;0;0
289800;1022.953328;209.6922791;116.5115823;675.6362616;5.292792356;353.8744684;0;0
290700;1019.257412;272.9496212;115.1773832;675.0077108;5.265343116;357.5206373;0;0
291600;1031.25259;280.2275762;120.0998152;675.1487084;5.444107096;359.6934454;0;0
292500;1033.570527;231.257182;120.0438586;673.9148936;6.06388422;360.0243362;0;0
293400;985.9217664;234.9181359;120.7217341;673.749704;6.115921832;358.4278279;0;0
294300;993.1288124;190.6593151;127.7591881;672.8255236;6.170820312;354.8363338;0;0
295200;988.7866604;161.984174;116.6766835;671.8458416;6.135122932;349.2479752;0;0
296100;999.3714624;168.1252022;111.0277754;670.9408924;5.771238784;341.4351751;0;0
297000;1031.26987;159.4056879;109.7551537;669.7339076;5.778573272;331.4469926;0;0
297900;1030.531802;117.9026754;114.104447;668.6967388;5.737399412;319.085233;0;0
298800;1027.024342;126.759152;114.4864981;667.8162676;5.844630092;304.3268714;0;0
299700;1008.16714;110.1600721;113.067002;667.2687304;5.548357644;287.388873;0;0
300600;1000.757823;124.6449917;104.5538932;666.2272556;5.56845302;270.3372549;0;0
301500;999.5221752;89.83497796;102.4116056;665.326712;5.5547284;255.5712958;0;0
302400;1003.454324;76.8322438;102.9664957;664.366086;5.45101204;245.8727452;0;0
303300;985.197816;61.4468724;96.73162508;663.9136304;4.710096488;243.2322624;0;0
304200;958.4543328;49.91748012;94.95677768;663.089166;4.692733796;246.0956043;0;0
305100;961.3459524;40.2536338;91.40975284;662.5615616;4.637835316;251.8276526;0;0
306000;967.784264;25.52321301;88.237999;662.2903656;4.57698352;256.9429568;0;0
306900;968.1946416;21.29489148;83.72692468;658.6240788;4.065197576;258.6973879;0;0
